Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
Manuel Riemann,GER,GK,Bochum,Bundesliga,32,1988,31,31,2790,31.0,45,1.45,149,110,71.8,10,6,15,7,22.6,6,3,2,1,40.0
Leonardo Román,ESP,GK,Mallorca,La Liga,21,2000,2,2,180,2.0,5,2.50,13,10,69.2,0,0,2,0,0.0,1,1,0,0,0.0
Sergio Romero,ARG,GK,Venezia,Serie A,34,1987,16,16,1440,16.0,33,2.06,99,74,72.7,3,4,9,3,18.8,6,6,0,0,0.0
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,28,1992,7,7,630,7.0,5,0.71,18,14,72.2,5,2,0,2,28.6,0,0,0,0,
Francesco Rossi,ITA,GK,Atalanta,Serie A,30,1991,1,0,37,0.4,1,2.43,2,1,50.0,0,0,0,0,,0,0,0,0,
John Ruddy,ENG,GK,Wolves,Premier League,34,1986,2,1,135,1.5,3,2.00,7,4,57.1,0,1,0,0,0.0,0,0,0,0,
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,29,1992,32,32,2880,32.0,28,0.87,97,70,74.2,14,9,9,14,43.8,4,3,1,0,25.0
Mathew Ryan,AUS,GK,Real Sociedad,La Liga,29,1992,3,3,270,3.0,5,1.67,15,11,73.3,2,0,1,1,33.3,1,1,0,0,0.0
José Sá,POR,GK,Wolves,Premier League,28,1993,37,37,3285,36.5,40,1.10,150,120,79.3,15,5,17,11,29.7,10,9,0,1,0.0
Romain Salin,FRA,GK,Rennes,Ligue 1,37,1984,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,
Robert Sánchez,ESP,GK,Brighton,Premier League,23,1997,37,37,3329,37.0,42,1.14,140,100,72.1,12,15,10,11,29.7,4,3,0,1,0.0
Giacomo Satalino,ITA,GK,Sassuolo,Serie A,22,1999,1,0,8,0.1,0,0.00,1,1,100.0,0,0,0,0,,0,0,0,0,
Kasper Schmeichel,DEN,GK,Leicester City,Premier League,34,1986,37,37,3330,37.0,58,1.57,176,125,71.0,13,10,14,7,18.9,10,7,2,1,22.2
Marvin Schwäbe,GER,GK,Köln,Bundesliga,26,1995,21,21,1890,21.0,28,1.33,96,68,70.8,10,4,7,3,14.3,1,0,1,0,100.0
Alexander Schwolow,GER,GK,Hertha BSC,Bundesliga,29,1992,25,25,2175,24.2,51,2.11,120,73,61.7,7,5,13,4,16.0,5,5,0,0,0.0
Matz Sels,BEL,GK,Strasbourg,Ligue 1,29,1992,37,37,3330,37.0,43,1.16,125,86,68.8,16,12,9,13,35.1,4,4,0,0,0.0
Adrian Šemper,CRO,GK,Genoa,Serie A,23,1998,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,0,0,0,0,
Luigi Sepe,ITA,GK,Salernitana,Serie A,30,1991,16,16,1392,15.5,24,1.55,75,54,72.0,4,8,4,1,6.3,3,3,0,0,0.0
Rui Silva,POR,GK,Betis,La Liga,27,1994,22,21,1964,21.8,21,0.96,72,52,73.6,11,4,6,8,38.1,2,2,0,0,0.0
Marco Silvestri,ITA,GK,Udinese,Serie A,30,1991,35,35,3150,35.0,50,1.43,133,88,66.2,10,14,11,7,20.0,7,5,0,2,0.0
Unai Simón,ESP,GK,Athletic Club,La Liga,24,1997,34,34,3060,34.0,31,0.91,106,74,73.6,13,11,10,12,35.3,3,3,0,0,0.0
Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,33,1988,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,0,0,0,0,
Salvatore Sirigu,ITA,GK,Genoa,Serie A,34,1987,37,37,3330,37.0,59,1.59,175,119,68.6,4,16,17,10,27.0,5,4,1,0,20.0
Antonio Sivera,ESP,GK,Alavés,La Liga,24,1996,4,3,277,3.1,4,1.30,15,12,80.0,0,1,2,1,33.3,1,1,0,0,0.0
Łukasz Skorupski,POL,GK,Bologna,Serie A,30,1991,36,36,3240,36.0,53,1.47,166,123,72.9,11,9,16,12,33.3,9,8,1,0,11.1
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,32,1988,33,33,2970,33.0,60,1.82,175,116,67.4,12,8,13,5,15.2,5,3,2,0,40.0
David Soria,ESP,GK,Getafe,La Liga,28,1993,38,38,3414,37.9,41,1.08,130,89,70.0,8,15,15,14,36.8,4,2,1,1,33.3
Marco Sportiello,ITA,GK,Atalanta,Serie A,29,1992,5,5,450,5.0,5,1.00,16,12,81.3,0,3,2,2,40.0,2,2,0,0,0.0
Jason Steele,ENG,GK,Brighton,Premier League,30,1990,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,
Jed Steer,ENG,GK,Aston Villa,Premier League,28,1992,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,
Zack Steffen,USA,GK,Manchester City,Premier League,26,1995,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,
Thomas Strakosha,ALB,GK,Lazio,Serie A,26,1995,23,23,2070,23.0,29,1.26,87,58,67.8,12,6,5,7,30.4,1,1,0,0,0.0
Wojciech Szczęsny,POL,GK,Juventus,Serie A,31,1990,33,33,2970,33.0,29,0.88,101,75,74.3,18,9,6,12,36.4,6,3,3,0,50.0
Ciprian Tătărușanu,ROU,GK,Milan,Serie A,35,1986,6,6,540,6.0,10,1.67,21,14,61.9,4,1,1,1,16.7,3,2,1,0,33.3
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,29,1992,35,35,3150,35.0,34,0.97,110,78,70.9,19,9,7,11,31.4,3,2,1,0,33.3
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,31,1990,32,31,2862,31.8,43,1.35,95,56,56.8,16,5,10,9,29.0,3,2,1,0,33.3
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,31,1990,32,32,2880,32.0,46,1.44,155,112,72.9,10,11,11,5,15.6,4,4,0,0,0.0
Philipp Tschauner,GER,GK,RB Leipzig,Bundesliga,35,1985,1,0,3,0.0,0,0.00,0,0,,0,0,0,1,,0,0,0,0,
Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,32,1988,6,6,540,6.0,11,1.83,23,14,56.5,2,1,3,1,16.7,1,1,0,0,0.0
Benjamin Uphoff,GER,GK,Freiburg,Bundesliga,27,1993,2,2,180,2.0,7,3.50,12,5,41.7,0,1,1,0,0.0,0,0,0,0,
Rúben Vezo,POR,DF,Levante,La Liga,27,1994,1,1,4,26.9,0,0.00,0,0,,0,1,0,0,0.0,0,0,0,0,
Guglielmo Vicario,ITA,GK,Empoli,Serie A,24,1996,38,38,3420,38.0,70,1.84,209,146,68.9,10,11,17,7,18.4,10,5,2,3,28.6
Danny Ward,WAL,GK,Leicester City,Premier League,28,1993,1,1,90,1.0,1,1.00,5,4,80.0,1,0,0,0,0.0,0,0,0,0,
Freddie Woodman,ENG,GK,Newcastle Utd,Premier League,24,1997,4,4,360,4.0,12,3.00,19,9,47.4,0,1,3,0,0.0,3,2,1,0,33.3
Robin Zentner,GER,GK,Mainz 05,Bundesliga,26,1994,32,32,2880,32.0,42,1.31,115,78,67.0,12,6,14,10,31.3,5,4,1,0,20.0
Luca Zidane,FRA,GK,Rayo Vallecano,La Liga,23,1998,8,8,645,7.2,13,1.81,37,24,64.9,0,1,7,0,0.0,0,0,0,0,
Jeroen Zoet,NED,GK,Spezia,Serie A,30,1991,7,7,630,7.0,19,2.71,40,22,55.0,1,1,5,0,0.0,2,1,1,0,50.0
Petar Zovko,BIH,GK,Spezia,Serie A,19,2002,1,0,29,0.3,0,0.00,0,0,,0,0,0,0,,0,0,0,0,
