Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Blocks Int,Blocks Tkl+Int,Blocks Clr,Blocks Err
Abdul Majeed Waris,GHA,MF,Strasbourg,Ligue 1,29,1991,3.6,4,3,2,2,0,4,7,57.1,3,37,8,21.6,6,11,20,2,0,0,2,2,6,1,0
Lovro Majer,CRO,MF,Rennes,Ligue 1,23,1998,20.4,51,37,16,24,11,15,49,30.6,34,482,144,29.9,87,237,158,29,4,0,25,25,76,11,0
Jean-Victor Makengo,FRA,MF,Udinese,Serie A,23,1998,26.1,30,24,8,15,7,15,38,39.5,23,310,118,38.1,116,141,53,40,8,0,32,32,62,14,1
Béni Makouana,CGO,FW,Montpellier,Ligue 1,18,2002,3.6,4,4,1,1,2,0,1,0,1,74,18,24.3,10,33,31,2,0,0,2,2,6,2,0
Nemanja Maksimović,SRB,MF,Getafe,La Liga,26,1995,32.6,64,40,26,30,8,21,57,36.8,36,618,167,27,131,354,133,75,13,0,62,64,128,38,0
Nikola Maksimović,SRB,DF,Genoa,Serie A,29,1991,12.4,17,13,10,5,2,2,4,50,2,102,36,35.3,60,38,4,26,12,0,14,22,39,59,1
Kévin Malcuit,MAR,DF,Napoli,Serie A,30,1991,3.2,3,1,3,0,0,2,3,66.7,1,45,11,24.4,21,14,10,5,1,0,4,5,8,6,0
Daniel Maldini,ITA,MF,Milan,Serie A,19,2001,1.6,5,4,3,2,0,1,4,25,3,36,11,30.6,9,22,5,6,0,0,6,1,6,0,0
Youssef Maleh,ITA,MF,Fiorentina,Serie A,22,1998,11.3,29,19,10,13,6,11,21,52.4,10,275,77,28,65,139,71,18,1,0,17,8,37,3,0
Donyell Malen,NED,FW,Dortmund,Bundesliga,22,1999,18.7,16,12,7,4,5,3,6,50,3,234,83,35.5,23,96,115,16,2,0,14,8,24,11,0
Ruslan Malinovskyi,UKR,FW,Atalanta,Serie A,28,1993,17.7,27,15,6,12,9,11,25,44,14,360,98,27.2,48,173,139,23,4,0,19,7,34,3,0
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,30,1991,20.3,51,28,29,19,3,12,28,42.9,16,287,103,35.9,121,124,42,40,10,0,30,34,85,76,0
Lennard Maloney,USA,DF,Dortmund,Bundesliga,21,1999,0.1,1,1,1,0,0,0,0,,0,2,0,0,2,0,0,1,0,0,1,0,1,1,0
Mickael Malsa,MTQ,MF,Levante,La Liga,25,1995,12.7,41,28,20,18,3,13,34,38.2,21,270,74,27.4,88,154,28,29,8,0,21,21,62,12,0
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,20,2000,18,0,0,0,0,0,0,0,,0,2,1,50,2,0,0,0,0,0,0,0,0,0,0
Rey Manaj,ALB,FW,Spezia,Serie A,24,1997,19.6,19,10,5,8,6,6,17,35.3,11,371,87,23.5,33,174,164,17,0,0,17,6,25,16,0
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,21,1999,8.9,23,14,9,11,3,9,22,40.9,13,235,58,24.7,77,128,30,10,2,0,8,5,28,7,0
Vincent Manceau,FRA,DF,Angers,Ligue 1,32,1989,26.2,34,17,17,17,0,13,41,31.7,28,248,89,35.9,136,95,17,42,7,0,35,44,78,66,0
Gianluca Mancini,ITA,DF,Roma,Serie A,25,1996,32,59,43,34,22,3,24,40,60,16,400,143,35.8,205,171,24,41,20,1,21,50,109,92,0
Leonardo Mancuso,ITA,FW,Empoli,Serie A,29,1992,4.7,1,0,0,1,0,0,3,0,3,34,8,23.5,2,13,19,3,0,0,3,3,4,3,0
Steve Mandanda,FRA,GK,Marseille,Ligue 1,36,1985,9,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,27,1994,14.4,38,22,27,10,1,16,28,57.1,12,176,59,33.5,99,68,9,30,8,0,22,32,70,40,0
Reinildo Mandava,MOZ,DF,Lille,Ligue 1,27,1994,16.9,49,33,37,8,4,30,53,56.6,23,217,79,36.4,124,69,24,39,4,0,35,37,86,48,1
Aïssa Mandi,ALG,DF,Villarreal,La Liga,29,1991,15.3,10,6,2,7,1,2,5,40,3,71,28,39.4,28,36,7,21,13,3,8,17,27,61,1
Rolando Mandragora,ITA,MF,Torino,Serie A,24,1997,14.7,19,7,4,12,3,6,17,35.3,11,195,59,30.3,44,95,56,21,4,0,17,16,35,20,0
Anthony Mandrea,ALG,GK,Angers,Ligue 1,24,1996,10,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Sadio Mané,SEN,FW,Liverpool,Premier League,29,1992,31.3,33,18,7,13,13,8,25,32,17,452,143,31.6,57,193,202,36,4,0,32,15,48,10,0
Eliaquim Mangala,FRA,DF,Saint-Étienne,Ligue 1,30,1991,13.1,15,7,12,3,0,2,8,25,6,105,40,38.1,63,40,2,19,8,0,11,31,46,72,1
Orel Mangala,BEL,MF,Stuttgart,Bundesliga,23,1998,20.6,19,14,7,8,4,7,20,35,13,229,76,33.2,64,106,59,18,4,0,14,28,47,19,0
Thomas Mangani,FRA,MF,Angers,Ligue 1,34,1987,24.4,69,43,29,40,0,24,59,40.7,35,559,156,27.9,205,309,45,42,11,0,31,41,110,42,0
Ricardo Mangas,POR,DF,Bordeaux,Ligue 1,23,1998,26.1,40,21,27,9,4,15,32,46.9,17,302,85,28.1,157,111,34,42,4,0,38,42,82,52,2
Kostas Manolas,GRE,DF,Napoli,Serie A,30,1991,3.5,2,2,1,1,0,2,3,66.7,1,18,6,33.3,9,6,3,2,0,0,2,8,10,9,0
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,27,1994,14,41,24,27,10,4,19,36,52.8,17,175,56,32,100,46,29,28,6,0,22,23,64,29,0
Myziane Maolida,FRA,MF,Nice,Ligue 1,22,1999,0.4,1,1,1,0,0,0,0,,0,6,3,50,4,2,0,1,0,0,1,0,1,0,0
Myziane Maolida,FRA,FW,Hertha BSC,Bundesliga,22,1999,8.6,6,5,4,0,2,3,10,30,7,152,38,25,40,66,46,7,0,0,7,2,8,6,0
Sekou Mara,FRA,FW,Bordeaux,Ligue 1,19,2002,10.1,10,8,4,2,4,0,8,0,8,231,57,24.7,19,120,92,7,1,0,6,1,11,2,0
Maranhão,BRA,FW,Valencia,La Liga,24,1996,10.8,15,7,3,7,5,6,9,66.7,3,248,55,22.2,31,118,99,22,0,0,22,10,25,10,0
Nikola Maraš,SRB,DF,Rayo Vallecano,La Liga,25,1995,11.6,12,11,9,3,0,8,16,50,8,77,36,46.8,42,32,3,27,14,0,13,16,28,62,0
Fernando Marçal,BRA,DF,Wolves,Premier League,32,1989,16.1,42,26,29,10,3,17,33,51.5,16,241,67,27.8,127,83,31,42,5,0,37,31,73,54,0
Marcelo,BRA,DF,Lyon,Ligue 1,34,1987,2,4,3,0,4,0,4,5,80,1,16,9,56.3,7,9,0,4,2,1,2,4,8,12,0
Marcelo,BRA,DF,Real Madrid,La Liga,33,1988,5.8,8,4,4,2,2,4,10,40,6,33,14,42.4,14,9,10,7,2,0,5,6,14,6,0
Marcelo,BRA,DF,Bordeaux,Ligue 1,34,1987,10,7,2,5,2,0,3,5,60,2,54,20,37,37,15,2,9,3,0,6,17,24,41,1
Solly March,ENG,DF,Brighton,Premier League,27,1994,19.4,38,22,15,9,14,9,24,37.5,15,260,72,27.7,71,82,107,33,4,0,29,31,69,23,0
Riccardo Marchizza,ITA,DF,Empoli,Serie A,23,1998,15,20,11,8,10,2,7,16,43.8,9,211,55,26.1,82,96,33,27,7,0,20,18,38,28,0
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,29,1992,34.7,22,11,18,4,0,12,25,48,13,184,64,34.8,114,59,11,50,29,2,21,62,84,123,1
Iván Marcone,ARG,MF,Elche,La Liga,31,1990,9,25,15,17,7,1,9,20,45,11,117,37,31.6,63,45,9,12,3,0,9,21,46,20,0
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,32,1989,18.7,52,33,20,25,7,26,44,59.1,18,237,66,27.8,83,112,42,31,3,0,28,25,77,32,0
Davide Marfella,ITA,GK,Napoli,Serie A,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
José Mari,ESP,MF,Cádiz,La Liga,33,1987,4.3,9,5,2,6,1,2,4,50,2,78,19,24.4,29,42,7,7,1,0,6,6,15,2,0
Pablo Marí,ESP,DF,Arsenal,Premier League,27,1993,2,6,2,2,3,1,4,8,50,4,19,4,21.1,9,8,2,6,4,0,2,6,12,11,0
Pablo Marí,ESP,DF,Udinese,Serie A,27,1993,14.9,18,8,8,8,2,7,13,53.8,6,139,49,35.3,64,65,10,30,14,0,16,37,55,89,0
José María Giménez,URU,DF,Atlético Madrid,La Liga,26,1995,22.7,20,16,16,4,0,9,21,42.9,12,141,51,36.2,87,51,3,30,22,1,8,23,43,107,1
Mariano,DOM,FW,Real Madrid,La Liga,27,1993,3.8,2,2,1,0,1,0,0,,0,63,11,17.5,9,24,30,1,0,0,1,1,3,4,0
Răzvan Marin,ROU,MF,Cagliari,Serie A,25,1996,31.3,46,31,17,25,4,16,51,31.4,35,528,144,27.3,154,272,102,32,4,0,28,25,71,17,0
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,27,1994,20.4,40,30,30,10,0,20,43,46.5,23,184,71,38.6,116,67,1,27,13,1,14,38,78,85,0
Mika Màrmol,ESP,DF,Barcelona,La Liga,20,2001,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,22,1999,0.3,2,1,0,2,0,0,0,,0,7,2,28.6,0,5,2,0,0,0,0,0,2,0,0
Omar Marmoush,EGY,FW,Stuttgart,Bundesliga,22,1999,17.5,29,18,6,14,9,8,21,38.1,13,356,88,24.7,52,161,143,15,1,0,14,15,44,5,0
Marquinhos,BRA,DF,Paris S-G,Ligue 1,27,1994,31.8,35,19,22,10,3,18,35,51.4,17,281,89,31.7,145,103,33,50,22,0,28,50,85,99,0
Roger Martí,ESP,FW,Levante,La Liga,30,1991,23.5,21,14,3,12,6,3,20,15,17,436,94,21.6,21,208,207,14,0,0,14,6,27,9,0
Anthony Martial,FRA,FW,Sevilla,La Liga,25,1995,5.4,4,4,0,1,3,2,6,33.3,4,84,27,32.1,8,34,42,5,0,0,5,3,7,2,0
Anthony Martial,FRA,FW,Manchester Utd,Premier League,25,1995,2.4,1,1,0,0,1,0,1,0,1,28,11,39.3,6,9,13,3,0,0,3,1,2,2,0
Martín,ESP,MF,Cádiz,La Liga,22,1999,1.3,1,1,0,1,0,0,0,,0,22,6,27.3,11,10,1,1,0,0,1,3,4,3,0
Aarón Martín,ESP,DF,Mainz 05,Bundesliga,24,1997,25.5,58,32,34,18,6,19,44,43.2,25,390,132,33.8,152,173,65,34,4,0,30,35,93,48,0
Ander Martin,ESP,FW,Real Sociedad,La Liga,20,2000,1,1,1,0,0,1,0,1,0,1,35,9,25.7,6,20,9,1,0,0,1,3,4,1,0
Andrés Martín,ESP,FW,Rayo Vallecano,La Liga,22,1999,2.1,1,0,0,1,0,1,2,50,1,41,10,24.4,6,19,16,2,0,0,2,3,4,0,0
Carlos Martín,ESP,DF,Atlético Madrid,La Liga,19,2002,0.1,0,0,0,0,0,0,0,,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0
Iván Martín,ESP,MF,Alavés,La Liga,22,1999,1.8,3,1,1,1,1,1,1,100,0,29,8,27.6,5,13,11,2,0,0,2,1,4,0,0
Jonas Martin,FRA,MF,Rennes,Ligue 1,31,1990,23.4,37,21,15,21,1,21,53,39.6,32,334,87,26,111,183,40,26,4,0,22,30,67,29,0
Martinelli,BRA,FW,Arsenal,Premier League,20,2001,20.7,30,19,10,14,6,6,21,28.6,15,341,99,29,58,113,170,41,6,0,35,21,51,15,0
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,28,1992,36,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,1,1,1,1
Iñigo Martínez,ESP,DF,Athletic Club,La Liga,30,1991,26,33,18,23,8,2,15,28,53.6,13,184,59,32.1,117,61,6,37,12,0,25,57,90,142,0
Javi Martínez,ESP,MF,Osasuna,La Liga,21,1999,9.8,24,14,10,9,5,9,28,32.1,19,206,48,23.3,51,99,56,12,2,0,10,17,41,9,0
Josep Martinez,ESP,GK,RB Leipzig,Bundesliga,23,1998,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Lautaro Martínez,ARG,FW,Inter,Serie A,23,1997,25.4,25,18,3,12,10,6,15,40,9,379,104,27.4,24,144,211,25,4,0,21,22,47,7,0
Pablo Martínez,ESP,MF,Levante,La Liga,23,1998,7.3,13,8,6,5,2,6,16,37.5,10,148,31,20.9,36,83,29,11,3,0,8,14,27,5,0
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,25,1996,15.9,39,25,27,8,4,18,34,52.9,16,189,68,36,109,70,10,25,9,0,16,38,77,47,0
Gelson Martins,POR,FW,Monaco,Ligue 1,26,1995,21.2,47,26,11,31,5,19,62,30.6,43,490,143,29.2,87,245,158,27,3,0,24,26,73,6,0
Adam Marušić,MNE,DF,Lazio,Serie A,28,1992,30.2,30,16,15,11,4,14,40,35,26,215,52,24.2,98,83,34,56,9,0,47,61,91,59,0
Omar Mascarell,ESP,MF,Elche,La Liga,28,1993,27.7,43,22,13,24,6,20,57,35.1,37,442,114,25.8,154,240,48,65,16,0,49,41,84,57,1
Andrea Masiello,ITA,DF,Genoa,Serie A,35,1986,5.7,8,8,8,0,0,4,8,50,4,43,14,32.6,27,16,0,11,4,0,7,12,20,21,0
Adam Masina,MAR,DF,Watford,Premier League,27,1994,12,24,14,11,12,1,10,30,33.3,20,162,45,27.8,73,70,19,29,6,0,23,31,55,41,0
Erhan Mašović,SRB,DF,Bochum,Bundesliga,22,1998,17.2,41,22,29,11,1,21,35,60,14,217,67,30.9,131,79,7,42,24,1,18,45,86,75,1
Roberto Massimo,GER,DF,Stuttgart,Bundesliga,20,2000,9.7,12,11,7,4,1,5,15,33.3,10,184,48,26.1,58,73,53,11,0,0,11,12,24,6,0
Arthur Masuaku,COD,DF,West Ham,Premier League,27,1993,7.2,33,19,20,11,2,12,23,52.2,11,120,39,32.5,61,50,9,10,1,0,9,18,51,16,0
Jaime Mata,ESP,FW,Getafe,La Liga,32,1988,7.5,10,4,4,2,4,0,5,0,5,110,26,23.6,14,46,50,5,2,0,3,5,15,5,0
Juan Mata,ESP,MF,Manchester Utd,Premier League,33,1988,2.6,7,6,2,4,1,3,5,60,2,51,15,29.4,17,24,10,1,0,0,1,2,9,2,0
Pape Matar Sarr,SEN,MF,Metz,Ligue 1,18,2002,23.7,57,36,22,28,7,12,40,30,28,419,117,27.9,140,215,64,35,4,0,31,47,104,26,1
Eliot Matazo,BEL,MF,Monaco,Ligue 1,19,2002,8.8,13,11,5,7,1,4,11,36.4,7,167,44,26.3,42,98,27,13,3,0,10,19,32,8,0
Aleš Matějů,CZE,DF,Venezia,Serie A,25,1996,8.1,17,9,12,5,0,5,21,23.8,16,132,39,29.5,73,37,22,17,6,0,11,16,33,13,0
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,24,1997,12.7,7,5,1,5,1,3,13,23.1,10,250,51,20.4,22,138,90,12,3,0,9,4,11,15,0
Nemanja Matić,SRB,MF,Manchester Utd,Premier League,32,1988,15.4,34,28,20,13,1,10,29,34.5,19,232,70,30.2,106,107,19,34,6,0,28,32,66,31,1
Joël Matip,CMR,DF,Liverpool,Premier League,29,1991,31,48,36,24,18,6,17,29,58.6,12,210,89,42.4,117,74,19,38,17,1,21,66,114,121,1
Chrislain Matsima,FRA,DF,Monaco,Ligue 1,19,2002,1.5,4,3,1,3,0,2,7,28.6,5,22,7,31.8,13,9,0,4,4,0,0,2,6,9,0
Azor Matusiwa,NED,MF,Reims,Ligue 1,23,1998,27.4,71,47,31,36,4,26,55,47.3,29,464,138,29.7,178,243,43,57,19,2,38,67,138,53,0
Neal Maupay,FRA,FW,Brighton,Premier League,24,1996,25.3,19,12,3,9,7,5,14,35.7,9,508,143,28.1,43,186,279,21,3,0,18,10,29,3,0
Stephy Mavididi,ENG,FW,Montpellier,Ligue 1,23,1998,25.5,25,13,10,9,6,15,32,46.9,17,442,121,27.4,110,177,155,20,2,0,18,24,49,7,0
Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,23,1997,30.1,71,39,44,24,3,30,54,55.6,24,254,115,45.3,150,88,16,84,31,1,53,97,168,160,1
Eric Maxim Choupo-Moting,CMR,FW,Bayern Munich,Bundesliga,32,1989,4.2,13,9,4,6,3,2,7,28.6,5,78,25,32.1,9,37,32,5,1,0,4,3,16,2,0
Luís Maximiano,POR,GK,Granada,La Liga,22,1999,34.8,2,0,2,0,0,2,5,40,3,7,1,14.3,7,0,0,0,0,0,0,0,2,2,2
Borja Mayoral,ESP,FW,Getafe,La Liga,24,1997,11.6,8,5,1,5,2,3,3,100,0,158,35,22.2,14,67,77,15,5,0,10,9,17,3,0
Borja Mayoral,ESP,FW,Roma,Serie A,24,1997,1.1,0,0,0,0,0,0,0,,0,11,5,45.5,2,4,5,0,0,0,0,0,0,0,0
Derek Mazou-Sacko,FRA,FW,Troyes,Ligue 1,16,2004,0,1,0,0,0,1,1,1,100,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
Pasquale Mazzocchi,ITA,DF,Venezia,Serie A,26,1995,13.8,17,12,13,1,3,7,22,31.8,15,193,58,30.1,84,79,30,27,8,0,19,41,58,35,0
Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,26,1995,14.1,21,15,16,3,2,7,26,26.9,19,187,69,36.9,77,82,28,15,0,0,15,24,45,33,0
Kevin Mbabu,SUI,DF,Wolfsburg,Bundesliga,26,1995,15.5,37,17,25,7,5,10,24,41.7,14,235,73,31.1,98,79,58,38,7,0,31,38,75,40,0
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,22,1998,33.6,14,11,1,4,9,5,15,33.3,10,281,71,25.3,12,66,203,5,0,0,5,14,28,13,0
Ibrahima Mbaye,SEN,DF,Bologna,Serie A,26,1994,1.2,1,0,1,0,0,1,2,50,1,14,1,7.1,10,2,2,2,2,0,0,1,2,8,0
Amadou Mbengue,SEN,DF,Metz,Ligue 1,19,2002,6.8,24,15,12,12,0,6,19,31.6,13,122,33,27,55,62,5,15,3,0,12,10,34,16,0
Bryan Mbeumo,CMR,FW,Brentford,Premier League,21,1999,32.3,38,25,3,18,17,7,18,38.9,11,505,138,27.3,74,222,209,38,8,0,30,23,61,21,0
Jason Mbock,FRA,FW,Angers,Ligue 1,21,1999,0.2,0,0,0,0,0,0,0,,0,11,5,45.5,1,4,6,0,0,0,0,0,0,0,0
Jordi Mboula,ESP,FW,Mallorca,La Liga,22,1999,4.8,5,3,2,2,1,1,6,16.7,5,80,26,32.5,17,32,31,10,2,0,8,2,7,0,0
Moustapha Mbow,SEN,DF,Reims,Ligue 1,21,2000,1,6,4,3,2,1,1,2,50,1,17,6,35.3,11,5,1,0,0,0,0,1,7,7,0
Nathanael Mbuku,FRA,FW,Reims,Ligue 1,19,2002,15.8,22,13,6,9,7,4,10,40,6,251,74,29.5,58,105,88,15,1,0,14,23,45,8,0
James McArthur,SCO,MF,Crystal Palace,Premier League,33,1987,16,37,26,18,17,2,15,40,37.5,25,376,129,34.3,130,197,49,34,9,0,25,34,71,42,0
James Mcatee,ENG,MF,Manchester City,Premier League,18,2002,0.2,0,0,0,0,0,0,2,0,2,9,2,22.2,2,0,7,0,0,0,0,1,1,0,0
Kasey McAteer,ENG,FW,Leicester City,Premier League,19,2001,0,0,0,0,0,0,0,0,,0,4,1,25,0,2,2,0,0,0,0,0,0,0,0
Liam McCarron,SCO,FW,Leeds United,Premier League,20,2001,0.1,0,0,0,0,0,0,0,,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0
Alex McCarthy,ENG,GK,Southampton,Premier League,31,1989,17,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
John McGinn,SCO,MF,Aston Villa,Premier League,26,1994,34.3,104,61,39,51,14,42,104,40.4,62,560,174,31.1,162,298,100,61,7,0,54,52,156,38,0
Weston McKennie,USA,MF,Juventus,Serie A,22,1998,15.2,29,17,13,10,6,8,21,38.1,13,279,89,31.9,105,118,56,26,6,0,20,25,54,17,0
Stuart McKinstry,SCO,MF,Leeds United,Premier League,18,2002,0,0,0,0,0,0,0,0,,0,1,1,100,1,0,0,0,0,0,0,0,0,0,0
Kenny McLean,SCO,MF,Norwich City,Premier League,29,1992,30.1,41,24,15,23,3,17,60,28.3,43,516,115,22.3,210,232,74,32,7,0,25,55,96,55,0
Dwight McNeil,ENG,MF,Burnley,Premier League,21,1999,34.5,68,36,28,32,8,22,74,29.7,52,680,172,25.3,237,288,155,82,12,2,70,67,135,20,0
Scott McTominay,SCO,MF,Manchester Utd,Premier League,24,1996,26.5,69,33,38,24,7,33,66,50,33,490,132,26.9,182,246,62,48,11,0,37,47,116,65,0
Gary Medel,CHI,DF,Bologna,Serie A,33,1987,31.4,34,18,27,7,0,12,30,40,18,286,100,35,172,104,10,50,24,0,26,62,96,128,0
Facundo Medina,ARG,DF,Lens,Ligue 1,22,1999,28.8,74,52,44,26,4,40,69,58,29,351,131,37.3,147,178,26,50,8,2,42,67,141,76,1
Nathan de Medina,BEL,DF,Arminia,Bundesliga,23,1997,8.6,21,12,11,9,1,6,10,60,4,158,49,31,94,53,11,20,3,0,17,19,40,23,0
Ben Mee,ENG,DF,Burnley,Premier League,31,1989,20.4,27,16,15,9,3,11,22,50,11,109,39,35.8,61,42,6,40,26,1,14,35,62,122,0
Admir Mehmedi,SUI,MF,Wolfsburg,Bundesliga,30,1991,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
Hannibal Mejbri,TUN,FW,Manchester Utd,Premier League,18,2003,0.8,0,0,0,0,0,0,0,,0,32,6,18.8,6,13,13,0,0,0,0,1,1,0,0
Farid El Melali,ALG,FW,Angers,Ligue 1,24,1997,0.2,0,0,0,0,0,0,0,,0,6,1,16.7,2,3,1,1,0,0,1,0,0,0,0
Filippo Melegoni,ITA,FW,Genoa,Serie A,22,1999,10.9,19,11,6,5,8,3,17,17.6,14,261,85,32.6,55,116,90,21,2,0,19,8,27,6,0
Óscar Melendo,ESP,MF,Espanyol,La Liga,23,1997,11,11,7,3,5,3,1,10,10,9,120,34,28.3,40,53,27,10,1,0,9,3,14,9,0
Gonzalo Melero,ESP,MF,Levante,La Liga,27,1994,18.8,36,23,16,15,5,16,29,55.2,13,292,75,25.7,104,139,49,23,9,0,14,15,51,23,0
Birger Meling,NOR,DF,Rennes,Ligue 1,26,1994,20.3,51,29,27,14,10,25,42,59.5,17,284,102,35.9,127,88,69,46,8,1,38,32,83,39,0
Arthur Melo,BRA,MF,Juventus,Serie A,24,1996,10.7,22,14,9,12,1,9,26,34.6,17,236,76,32.2,101,107,28,13,2,0,11,11,33,7,1
Houboulang Mendes,FRA,DF,Lorient,Ligue 1,23,1998,35.8,74,42,46,21,7,38,67,56.7,29,465,148,31.8,248,162,55,65,22,0,43,75,149,129,2
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,19,2002,18.4,45,25,26,14,5,25,50,50,25,260,89,34.2,103,108,49,44,5,0,39,38,83,23,1
Pedro Mendes,POR,DF,Montpellier,Ligue 1,30,1990,0.2,0,0,0,0,0,0,0,,0,2,0,0,1,1,0,1,1,0,0,0,0,2,0
Thiago Mendes,BRA,MF,Lyon,Ligue 1,29,1992,20.7,45,32,22,21,2,14,31,45.2,17,298,108,36.2,113,156,29,26,6,0,20,53,98,50,1
Tomás Mendes,ESP,MF,Alavés,La Liga,16,2004,0.1,0,0,0,0,0,0,0,,0,3,1,33.3,1,2,0,0,0,0,0,0,0,1,0
Brais Méndez,ESP,MF,Celta Vigo,La Liga,24,1997,33.6,69,38,26,31,12,24,79,30.4,55,769,220,28.6,194,372,203,67,10,0,57,53,122,35,0
Édgar Méndez,ESP,FW,Alavés,La Liga,31,1990,17.9,30,16,10,13,7,10,28,35.7,18,376,90,23.9,77,178,121,20,0,0,20,16,46,18,0
Arial Mendy,SEN,DF,Clermont Foot,Ligue 1,26,1994,8.8,11,7,8,3,0,8,17,47.1,9,96,20,20.8,34,35,27,10,2,0,8,14,25,9,0
Batista Mendy,FRA,MF,Angers,Ligue 1,21,2000,26.8,47,34,24,19,4,16,41,39,25,416,137,32.9,170,205,41,51,5,0,46,44,91,47,0
Benjamin Mendy,FRA,DF,Manchester City,Premier League,27,1994,0.9,3,1,1,1,1,2,4,50,2,12,2,16.7,3,8,1,0,0,0,0,0,3,3,0
Edouard Mendy,SEN,GK,Chelsea,Premier League,29,1992,34,0,0,0,0,0,0,2,0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,1,5
Ferland Mendy,FRA,DF,Real Madrid,La Liga,26,1995,19.3,26,16,14,9,3,9,20,45,11,138,51,37,63,44,31,32,2,0,30,33,59,20,0
Nampalys Mendy,SEN,MF,Leicester City,Premier League,29,1992,11.5,16,12,9,6,1,6,16,37.5,10,155,56,36.1,65,74,16,16,4,0,12,13,29,9,1
Gideon Mensah,GHA,DF,Bordeaux,Ligue 1,23,1998,13.4,38,15,20,11,7,12,32,37.5,20,227,72,31.7,91,90,46,16,2,1,14,28,66,18,0
Jorge Meré,ESP,DF,Köln,Bundesliga,24,1997,5.4,7,3,3,3,1,3,9,33.3,6,47,15,31.9,27,18,2,9,4,0,5,13,20,34,1
Alex Meret,ITA,GK,Napoli,Serie A,24,1997,6.9,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Fran Mérida,ESP,MF,Espanyol,La Liga,31,1990,3,8,5,4,3,1,5,7,71.4,2,50,7,14,20,21,9,2,0,0,2,3,11,4,0
Mikel Merino,ESP,MF,Real Sociedad,La Liga,25,1996,32.1,76,50,24,42,10,22,61,36.1,39,579,177,30.6,149,315,115,62,11,0,51,37,113,60,2
Quentin Merlin,FRA,DF,Nantes,Ligue 1,19,2002,21.4,53,27,26,22,5,28,57,49.1,29,373,95,25.5,147,169,57,38,3,1,35,41,94,24,0
Martín Merquelanz,ESP,FW,Rayo Vallecano,La Liga,26,1995,1.9,3,2,3,0,0,3,6,50,3,30,5,16.7,6,14,10,3,0,0,3,0,3,1,0
Yıldırım Mert Çetin,TUR,DF,Hellas Verona,Serie A,24,1997,0.5,1,0,1,0,0,0,0,,0,6,1,16.7,2,3,1,2,0,0,2,0,1,2,0
Dries Mertens,BEL,FW,Napoli,Serie A,34,1987,15.4,13,11,1,8,4,2,16,12.5,14,309,96,31.1,23,127,159,6,2,0,4,7,20,2,0
Illan Meslier,FRA,GK,Leeds United,Premier League,21,2000,37.6,0,0,0,0,0,0,0,,0,5,2,40,5,0,0,0,0,0,0,0,0,2,2
Lionel Messi,ARG,FW,Paris S-G,Ligue 1,34,1987,23.9,10,7,2,6,2,3,16,18.8,13,220,49,22.3,20,92,108,8,0,0,8,12,22,0,0
Junior Messias,BRA,FW,Milan,Serie A,30,1991,15.9,34,24,12,13,9,11,29,37.9,18,276,77,27.9,57,103,116,20,2,0,18,33,67,12,0
