Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Press,Pass Types Sw,Pass Types Crs,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Height Ground,Height Low,Height High,Body Parts Left,Body Parts Right,Body Parts Head,Body Parts TI,Body Parts Other,Outcomes Cmp,Outcomes Off,Outcomes Out,Outcomes Int,Outcomes Blocks
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,28,1992,28.0,1618,1210,408,73,3,187,103,191,116,44,63,4,756,358,504,1251,111,24,219,2,1038,4,39,71,93
Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,24,1996,33.0,1583,1559,24,22,5,241,35,8,2,0,2,0,1382,98,103,1357,182,25,0,4,1393,6,18,59,20
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,30,1991,26.7,1630,1546,84,67,1,180,46,2,0,0,0,0,1261,133,236,478,1063,45,3,13,1425,4,20,34,17
Jules Koundé,FRA,DF,Sevilla,La Liga,22,1998,30.4,2124,2034,90,55,1,213,73,11,0,0,0,0,1639,189,296,217,1717,108,34,1,1903,3,25,38,16
Christos Kourfalidis,GRE,MF,Cagliari,Serie A,18,2002,0.2,12,12,0,0,0,4,0,0,0,0,0,0,6,4,2,2,9,0,0,0,8,0,0,1,1
Boubakar Kouyaté,MLI,DF,Metz,Ligue 1,24,1997,29.6,1116,1085,31,27,1,85,32,0,0,0,0,0,807,109,200,325,662,85,4,4,935,3,18,21,16
Cheikhou Kouyaté,SEN,MF,Crystal Palace,Premier League,31,1989,21.9,789,770,19,17,0,125,7,5,0,0,0,0,574,87,128,54,641,47,2,7,657,0,6,24,10
Mateo Kovačić,CRO,MF,Chelsea,Premier League,27,1994,17.3,1193,1173,20,19,11,155,22,5,0,0,0,0,1000,100,93,50,1114,19,0,5,1065,3,7,37,15
Viktor Kovalenko,UKR,MF,Spezia,Serie A,25,1996,14.7,601,567,34,15,0,118,17,9,16,10,3,2,447,62,92,55,494,31,3,7,459,1,10,26,21
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,26,1994,18.2,760,587,173,7,0,98,11,18,0,0,0,0,410,133,217,18,510,42,166,2,555,1,12,26,24
Alex Král,CZE,MF,West Ham,Premier League,23,1998,0.0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Andrej Kramarić,CRO,FW,Hoffenheim,Bundesliga,30,1991,30.1,1057,971,86,13,7,199,23,53,12,2,3,1,748,162,147,151,820,42,26,8,819,6,17,56,31
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,30,1991,8.3,467,444,23,18,0,76,4,5,0,0,0,0,323,72,72,64,367,23,4,2,370,1,12,16,17
Jean-Philippe Krasso,CIV,FW,Saint-Étienne,Ligue 1,24,1997,5.0,106,97,9,1,0,42,2,6,0,0,0,0,74,15,17,69,22,2,1,1,69,0,4,8,5
Julian Kristoffersen,NOR,FW,Salernitana,Serie A,24,1997,0.1,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
Toni Kroos,GER,MF,Real Madrid,La Liga,31,1990,23.4,2258,2056,202,104,3,190,161,31,88,36,23,6,1715,185,358,329,1886,22,10,3,2076,13,17,30,13
Florian Krüger,GER,FW,Arminia,Bundesliga,22,1999,12.5,310,295,15,0,1,64,10,20,3,3,0,0,194,65,51,58,212,11,9,6,212,2,4,17,22
Tim Krul,NED,GK,Norwich City,Premier League,33,1988,29.0,1057,729,328,104,1,72,31,0,0,0,0,0,531,45,481,666,190,0,0,155,730,2,29,7,2
Rade Krunić,BIH,MF,Milan,Serie A,27,1993,15.7,579,557,22,9,2,116,3,8,4,0,1,0,446,73,60,56,461,35,3,5,478,3,4,15,13
Max Kruse,GER,FW,Wolfsburg,Bundesliga,33,1988,12.5,498,477,21,6,5,117,20,22,0,0,0,0,320,101,77,305,138,29,7,9,366,3,10,31,22
Max Kruse,GER,FW,Union Berlin,Bundesliga,33,1988,14.1,481,416,65,22,6,123,31,31,20,8,7,0,269,89,123,315,124,16,7,4,350,2,15,21,14
Lukas Kübler,GER,DF,Freiburg,Bundesliga,28,1992,25.9,1242,1005,237,8,1,166,25,34,0,0,0,0,641,249,352,93,800,80,229,4,907,4,26,41,34
Takefusa Kubo,JPN,FW,Mallorca,La Liga,20,2001,17.8,516,479,37,9,0,115,13,36,19,5,5,1,361,66,89,418,53,26,5,4,363,4,15,28,22
Juraj Kucka,SVK,MF,Watford,Premier League,34,1987,21.3,697,671,26,8,0,141,14,10,1,0,1,0,411,126,160,122,453,63,16,6,488,1,17,36,27
Mykola Kukharevych,UKR,FW,Troyes,Ligue 1,20,2001,0.2,6,6,0,0,0,2,0,0,0,0,0,0,4,2,0,0,3,1,0,1,4,0,0,2,0
Dejan Kulusevski,SWE,MF,Tottenham,Premier League,21,2000,14.0,464,444,20,1,0,82,5,24,1,0,0,0,393,36,35,381,73,2,3,0,389,1,2,13,22
Dejan Kulusevski,SWE,FW,Juventus,Serie A,21,2000,8.6,244,239,5,0,1,57,2,11,1,0,0,0,192,28,24,178,45,9,3,1,196,1,4,10,14
Marash Kumbulla,ALB,DF,Roma,Serie A,21,2000,11.4,632,617,15,14,0,50,20,1,0,0,0,0,507,27,98,123,459,26,0,2,546,0,10,7,14
Fabian Kunze,GER,MF,Arminia,Bundesliga,23,1998,14.0,496,483,13,10,1,102,9,7,0,0,0,0,285,105,106,59,350,47,3,2,370,1,14,19,15
Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,24,1997,22.2,1195,1021,174,22,2,133,16,27,0,0,0,0,732,262,201,147,843,39,152,4,988,0,10,50,22
Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,25,1995,4.4,93,81,12,0,0,25,1,0,0,0,0,0,70,16,7,11,69,5,1,3,70,1,0,4,1
Giorgos Kyriakopoulos,GRE,DF,Sassuolo,Serie A,25,1996,21.9,1283,1105,178,21,0,152,21,62,19,3,15,1,842,213,228,957,157,17,138,1,1061,0,20,33,29
Andrea La Mantia,ITA,FW,Empoli,Serie A,30,1991,5.4,98,97,1,0,0,50,1,4,0,0,0,0,56,24,18,16,53,3,0,2,70,0,2,6,2
Gaëtan Laborde,FRA,FW,Rennes,Ligue 1,27,1994,30.3,656,608,48,1,2,197,8,39,1,1,0,0,351,154,151,340,178,53,2,20,433,4,11,30,32
Gaëtan Laborde,FRA,FW,Montpellier,Ligue 1,27,1994,3.8,97,95,2,0,0,24,1,5,0,0,0,0,45,22,30,40,29,13,2,2,61,0,0,7,5
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,30,1991,19.8,456,443,13,1,3,99,6,7,0,0,0,0,342,73,41,45,378,14,1,6,350,3,5,29,10
Tom Lacoux,FRA,DF,Bordeaux,Ligue 1,19,2002,10.1,411,351,60,4,1,58,12,3,0,0,0,0,258,59,94,28,306,16,56,0,322,1,5,14,20
Lenny Lacroix,FRA,DF,Metz,Ligue 1,18,2003,2.2,76,72,4,4,0,15,2,0,0,0,0,0,49,4,23,8,61,2,0,0,55,0,2,3,3
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,21,2000,27.7,1513,1450,63,62,1,213,40,5,0,0,0,0,1096,132,285,233,1131,90,1,5,1242,7,26,41,26
Alban Lafont,FRA,GK,Nantes,Ligue 1,22,1999,38.0,1114,736,378,92,0,44,31,0,0,0,0,0,456,26,632,22,920,0,0,136,681,2,27,8,2
Víctor Laguardia,ESP,DF,Alavés,La Liga,31,1989,33.8,1216,1130,86,84,0,117,80,2,0,0,0,0,657,118,441,59,964,144,1,2,917,6,34,12,17
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,24,1997,13.8,696,661,35,28,5,148,12,12,0,0,0,0,513,89,94,130,530,18,6,2,558,3,9,25,23
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,28,1992,16.3,767,616,151,3,1,126,5,27,0,0,0,0,407,176,184,108,471,26,148,3,575,5,4,40,30
Diego Lainez,MEX,FW,Betis,La Liga,21,2000,1.6,55,55,0,0,0,12,0,1,0,0,0,0,42,6,7,45,7,1,0,1,45,0,0,0,3
Adam Lallana,ENG,MF,Brighton,Premier League,33,1988,17.3,950,937,13,12,1,165,10,8,0,0,0,0,740,122,88,239,661,29,1,6,831,0,18,28,18
Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,31,1990,13.0,420,412,8,6,0,61,22,3,0,0,0,0,280,41,99,59,310,28,2,2,350,2,7,2,6
Érik Lamela,ARG,FW,Sevilla,La Liga,29,1992,11.3,479,464,15,5,3,101,9,11,7,4,0,1,385,55,39,406,52,10,2,2,409,2,3,18,14
Mohamed Lamine Bayo,GUI,FW,Clermont Foot,Ligue 1,23,1998,26.8,544,478,66,0,1,149,4,9,0,0,0,0,390,83,71,60,429,13,0,6,398,3,14,36,24
Didier Lamkel Zé,CMR,FW,Metz,Ligue 1,24,1996,6.7,180,174,6,0,0,58,4,6,0,0,0,0,119,33,28,19,136,9,0,1,128,2,5,11,8
Sam Lammers,NED,FW,Atalanta,Serie A,24,1997,0.4,19,19,0,0,0,4,0,1,0,0,0,0,13,3,3,8,8,1,0,0,11,0,1,1,0
Sam Lammers,NED,FW,Eint Frankfurt,Bundesliga,24,1997,5.7,135,129,6,0,0,50,0,0,0,0,0,0,70,38,27,55,40,14,1,1,89,2,4,7,7
Tariq Lamptey,GHA,DF,Brighton,Premier League,20,2000,17.3,787,715,72,5,1,113,10,72,0,0,0,0,536,130,121,155,537,19,67,2,607,2,13,20,37
Manuel Lanzini,ARG,MF,West Ham,Premier League,28,1993,19.8,1217,1152,65,10,3,173,20,12,19,16,0,0,991,112,114,100,1068,28,8,6,1103,1,10,23,9
Aymeric Laporte,ESP,DF,Manchester City,Premier League,27,1994,31.4,2853,2798,55,43,3,202,64,5,0,0,0,0,2446,144,263,2050,648,91,12,7,2703,1,17,19,6
Julien Laporte,FRA,DF,Lorient,Ligue 1,27,1993,32.1,1422,1377,45,42,3,167,71,2,0,0,0,0,949,138,335,210,1068,95,3,6,1223,8,39,21,12
Yasser Larouci,ALG,DF,Troyes,Ligue 1,20,2001,3.8,160,134,26,1,0,18,7,11,0,0,0,0,97,32,31,121,6,7,25,0,129,0,1,3,5
Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,28,1992,13.2,287,270,17,0,0,96,11,15,0,0,0,0,168,67,52,184,41,18,2,13,192,4,11,14,23
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,27,1993,22.9,667,658,9,6,0,118,10,5,0,0,0,0,416,57,194,79,459,71,1,0,508,6,14,13,7
Bryan Lasme,FRA,FW,Arminia,Bundesliga,22,1998,9.7,197,189,8,0,0,76,7,16,0,0,0,0,101,56,40,13,127,20,0,5,122,0,7,5,12
Paul Lasne,FRA,MF,Brest,Ligue 1,32,1989,9.4,424,418,6,6,2,59,7,6,0,0,0,0,328,43,53,175,226,15,0,2,356,2,5,6,11
Latasa,ESP,FW,Real Madrid,La Liga,20,2001,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,1,0,0,4,0,0,0,1
Toni Lato,ESP,DF,Valencia,La Liga,23,1997,6.6,310,243,67,7,0,45,13,17,0,0,0,0,147,81,82,197,29,18,60,1,234,1,4,6,7
Armand Lauriente,FRA,FW,Lorient,Ligue 1,22,1998,27.5,722,672,50,10,6,141,18,40,21,8,2,0,555,90,77,71,613,18,5,3,564,1,18,35,24
Darko Lazović,SRB,DF,Hellas Verona,Serie A,30,1990,30.7,1543,1281,262,11,1,175,24,93,6,3,0,0,818,404,321,239,994,47,245,7,1098,11,37,97,76
Manuel Lazzari,ITA,DF,Lazio,Serie A,27,1993,18.5,1033,849,184,18,0,91,16,46,1,1,0,0,717,219,97,147,692,23,165,2,884,1,19,32,23
Théo Le Bris,FRA,MF,Lorient,Ligue 1,18,2002,0.7,16,16,0,0,0,8,0,0,0,0,0,0,9,3,4,0,13,1,0,1,12,0,0,0,0
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,23,1998,16.1,315,308,7,0,0,92,7,28,1,1,0,0,198,52,65,203,59,22,1,0,205,0,12,15,19
Enzo Le Fée,FRA,MF,Lorient,Ligue 1,21,2000,24.4,1213,1090,123,30,5,211,76,33,75,27,26,4,861,132,220,142,1012,34,11,5,956,7,28,48,26
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,31,1989,34.0,1838,1483,355,30,2,203,30,65,1,0,0,0,1064,436,338,1369,86,45,324,2,1448,9,25,79,55
Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,31,1989,9.6,547,531,16,8,0,38,21,2,0,0,0,0,399,39,109,431,83,18,5,0,480,0,11,8,5
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,24,1996,37.0,2109,2049,60,51,0,225,51,0,0,0,0,0,1683,137,289,191,1712,110,3,7,1888,4,45,14,11
Patrick Leal,USA,MF,Venezia,Serie A,18,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Rafael Leão,POR,FW,Milan,Serie A,22,1999,28.9,805,786,19,1,1,169,25,69,2,0,0,0,554,132,119,130,603,20,14,5,579,5,16,48,54
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,35,1985,25.7,733,496,237,40,0,50,24,0,0,0,0,0,418,30,285,69,511,1,0,131,554,1,31,4,2
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,28,1993,38.0,1156,716,440,130,0,45,53,0,0,0,0,0,289,36,831,50,820,0,0,116,605,7,60,18,5
Pierre Lees-Melou,FRA,MF,Norwich City,Premier League,28,1993,25.2,1033,1010,23,10,3,188,62,30,1,1,0,0,634,177,222,159,812,37,10,2,817,2,12,54,26
Wu Lei,CHN,FW,Espanyol,La Liga,29,1991,5.3,101,97,4,0,1,31,3,4,0,0,0,0,49,28,24,12,62,14,1,4,72,1,2,5,3
Maxim Leitsch,GER,DF,Bochum,Bundesliga,23,1998,17.1,806,791,15,10,0,120,19,5,0,0,0,0,587,73,146,619,113,40,5,5,681,4,13,16,10
Lucas Leiva,BRA,MF,Lazio,Serie A,34,1987,18.9,1243,1203,40,39,0,151,12,3,1,0,1,0,1030,105,108,166,991,60,0,3,1146,3,14,12,13
Florian Lejeune,FRA,DF,Alavés,La Liga,30,1991,30.0,1161,1078,83,80,0,137,98,4,0,0,0,0,695,103,363,148,847,104,2,5,928,5,34,13,5
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,28,1993,21.4,1207,920,287,28,0,104,36,48,0,0,0,0,584,254,369,174,711,50,259,3,887,5,24,50,34
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,25,1995,16.0,810,728,82,23,2,120,30,54,41,14,13,1,549,106,155,636,120,19,18,4,637,3,12,30,23
Félix Lemaréchal,CIV,MF,Monaco,Ligue 1,17,2003,0.1,15,15,0,0,0,2,0,0,0,0,0,0,12,1,2,3,11,1,0,0,12,0,0,3,0
Mario Lemina,GAB,MF,Nice,Ligue 1,27,1993,21.9,1193,1174,19,14,3,160,22,6,0,0,0,0,974,99,120,163,971,30,5,5,1054,2,15,24,11
Fabien Lemoine,FRA,MF,Lorient,Ligue 1,34,1987,12.4,877,851,26,22,1,136,30,4,1,0,1,0,651,100,126,80,754,28,3,3,777,0,10,25,5
Tim Lemperle,GER,FW,Köln,Bundesliga,19,2002,1.7,61,58,3,0,0,13,0,4,0,0,0,0,42,13,6,7,42,6,2,1,40,1,3,6,2
Ruben Lendinez,ESP,DF,Valencia,La Liga,18,2003,1.5,51,47,4,1,0,3,2,0,0,0,0,0,34,3,14,4,40,4,3,0,41,0,3,0,0
Clément Lenglet,FRA,DF,Barcelona,La Liga,26,1995,9.2,815,799,16,11,1,63,27,0,0,0,0,0,670,51,94,677,85,30,5,0,740,1,5,19,8
Aaron Lennon,ENG,MF,Burnley,Premier League,34,1987,17.2,384,375,9,1,0,64,11,30,3,3,0,0,254,55,75,36,323,14,3,0,254,3,7,16,32
Bernd Leno,GER,GK,Arsenal,Premier League,29,1992,4.0,111,68,43,6,0,10,0,0,0,0,0,0,47,4,60,8,89,0,0,13,72,1,5,1,0
Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,26,1994,7.4,518,395,123,12,0,60,12,17,21,10,6,2,295,91,132,327,82,10,90,1,376,0,11,24,19
Léo Leroy,FRA,MF,Montpellier,Ligue 1,21,2000,7.0,322,320,2,2,1,53,6,3,0,0,0,0,253,34,35,38,267,12,0,0,263,0,5,14,12
Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,30,1990,0.1,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,32,1988,32.7,769,736,33,6,4,211,10,29,0,0,0,0,571,112,86,102,585,29,1,14,589,2,13,35,38
Jamie Leweling,GER,FW,Greuther Fürth,Bundesliga,20,2001,21.8,424,388,36,1,3,114,16,40,0,0,0,0,292,71,61,76,300,17,15,4,280,1,14,21,31
Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,23,1998,2.9,103,80,23,1,0,14,0,3,0,0,0,0,56,23,24,64,10,6,22,0,81,0,4,4,2
Luca Lezzerini,ITA,GK,Venezia,Serie A,26,1995,5.5,197,133,64,22,0,11,0,0,0,0,0,0,114,9,74,13,138,0,0,39,155,0,2,2,0
Ben Lhassine Kone,CIV,MF,Torino,Serie A,21,2000,0.9,36,36,0,0,0,11,2,0,0,0,0,0,30,1,5,34,0,1,0,0,30,0,2,0,1
Yanis Lhery,FRA,FW,Saint-Étienne,Ligue 1,18,2003,0.8,15,14,1,0,0,5,0,0,0,0,0,0,11,2,2,4,9,0,0,0,11,0,0,0,1
Dimitri Liénard,FRA,DF,Strasbourg,Ligue 1,33,1988,22.7,1438,1154,284,41,0,166,96,116,56,3,44,4,690,290,458,1002,194,36,187,3,1053,1,37,49,44
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,25,1996,31.9,1725,1662,63,57,1,150,52,6,0,0,0,0,1293,134,298,203,1363,112,6,1,1487,3,37,29,14
Matthijs de Ligt,NED,DF,Juventus,Serie A,21,1999,29.7,1664,1606,58,37,0,142,38,5,0,0,0,0,1348,107,209,356,1171,54,11,9,1496,3,16,20,7
Isaac Lihadji,FRA,MF,Lille,Ligue 1,19,2002,2.6,96,91,5,0,2,24,2,8,2,2,0,0,72,11,13,73,14,4,3,1,68,1,1,8,6
Anderson Lima,BRA,MF,Lazio,Serie A,21,1999,0.7,32,32,0,0,0,2,0,1,0,0,0,0,27,3,2,6,26,0,0,0,25,1,2,1,1
Andreas Linde,SWE,GK,Greuther Fürth,Bundesliga,28,1993,12.0,502,384,118,29,0,42,10,0,0,0,0,0,240,17,245,44,366,0,0,65,324,7,17,9,0
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,27,1994,26.2,1295,1266,29,24,5,152,36,0,0,0,0,0,1037,111,147,173,1020,62,5,6,1164,3,9,17,12
Jesper Lindstrøm,DEN,FW,Eint Frankfurt,Bundesliga,21,2000,22.0,608,561,47,9,3,103,21,48,24,6,9,2,427,92,89,82,480,24,8,9,423,0,13,36,36
Karol Linetty,POL,MF,Torino,Serie A,26,1995,10.0,284,271,13,4,0,61,2,3,8,0,3,1,195,46,43,91,165,19,1,2,227,1,2,11,9
Jesse Lingard,ENG,FW,Manchester Utd,Premier League,28,1992,4.1,155,152,3,0,0,14,1,8,0,0,0,0,129,16,10,15,135,3,1,1,132,0,2,3,1
Pol Lirola,ESP,DF,Marseille,Ligue 1,23,1997,19.7,1126,974,152,15,2,170,28,66,2,1,0,0,755,235,136,29,928,22,134,2,913,4,13,41,42
Valentino Livramento,ENG,DF,Southampton,Premier League,18,2002,24.5,1155,940,215,16,2,146,15,55,0,0,0,0,690,217,248,93,794,52,199,2,883,0,33,46,41
Dejan Ljubicic,AUT,MF,Köln,Bundesliga,23,1997,21.9,730,719,11,5,1,143,19,47,0,0,0,0,488,112,130,71,617,24,2,7,516,4,10,40,45
Javier Llabrés,NULL,FW,Mallorca,La Liga,,,1.5,63,61,2,0,0,14,4,5,1,0,0,0,36,15,12,9,49,2,1,1,44,1,3,1,0
Diego Llorente,ESP,DF,Leeds United,Premier League,27,1993,26.0,1343,1298,45,35,2,194,38,2,0,0,0,0,954,141,248,309,925,65,9,8,1107,2,35,37,24
Marcos Llorente,ESP,DF,Atlético Madrid,La Liga,26,1995,27.2,1321,1158,163,1,0,185,23,74,0,0,0,0,884,244,193,65,1035,38,161,6,1060,6,18,45,50
Hugo Lloris,FRA,GK,Tottenham,Premier League,34,1986,38.0,943,621,322,46,1,58,15,0,0,0,0,0,543,41,359,569,155,1,0,149,746,2,13,9,1
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,25,1996,2.6,148,135,13,3,1,25,5,1,10,2,4,1,113,19,16,124,21,1,0,2,117,0,0,10,8
Giovani Lo Celso,ARG,MF,Villarreal,La Liga,25,1996,11.0,539,516,23,6,3,116,9,7,10,4,1,0,409,70,60,464,57,8,1,3,438,5,7,28,16
Julen Lobete,ESP,FW,Real Sociedad,La Liga,20,2000,3.2,59,54,5,1,0,11,0,0,0,0,0,0,49,6,4,7,47,1,0,0,45,0,0,3,2
Stanislav Lobotka,SVK,MF,Napoli,Serie A,26,1994,18.7,1444,1421,23,20,2,207,20,1,2,1,0,0,1268,77,99,129,1273,29,1,4,1344,1,9,23,11
Jürgen Locadia,NED,FW,Bochum,Bundesliga,27,1993,4.9,123,110,13,0,2,33,3,3,0,0,0,0,81,23,19,29,72,11,2,1,97,0,2,8,3
Jürgen Locadia,NED,FW,Brighton,Premier League,27,1993,0.3,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,1
Manuel Locatelli,ITA,MF,Juventus,Serie A,23,1998,24.0,1443,1376,67,60,7,179,63,8,2,1,1,0,1095,110,238,299,1092,24,3,3,1239,5,25,40,17
Banzouzi Locko,FRA,DF,Reims,Ligue 1,19,2002,11.2,463,391,72,2,0,72,11,11,0,0,0,0,290,93,80,266,102,13,70,1,362,2,6,21,14
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,23,1998,13.1,640,537,103,11,0,90,13,41,2,0,0,0,376,137,127,437,65,28,90,3,502,0,13,16,24
Ruben Loftus-Cheek,ENG,MF,Chelsea,Premier League,25,1996,15.5,968,939,29,14,3,153,12,10,0,0,0,0,802,100,66,74,820,27,14,2,877,1,7,20,7
Kevin Long,IRL,DF,Burnley,Premier League,30,1990,4.6,98,97,1,1,0,15,4,0,0,0,0,0,63,9,26,11,65,15,0,0,80,0,5,0,2
Shane Long,IRL,FW,Southampton,Premier League,34,1987,3.4,75,74,1,0,0,35,1,4,0,0,0,0,33,21,21,7,34,7,0,5,46,0,1,2,5
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,23,1997,16.3,606,576,30,16,1,130,18,5,1,1,0,0,434,72,100,113,443,29,1,7,491,2,9,14,12
Ademola Lookman,NGA,FW,Leicester City,Premier League,23,1997,16.1,536,518,18,4,1,125,4,22,4,1,1,1,449,50,37,115,407,7,5,1,418,4,5,30,23
Anthony Lopes,POR,GK,Lyon,Ligue 1,30,1990,33.1,1127,832,295,74,0,74,13,0,0,0,0,0,734,55,338,720,234,3,1,150,946,0,22,4,1
David López,ESP,MF,Espanyol,La Liga,31,1989,8.3,422,407,15,15,1,60,4,0,0,0,0,0,316,39,67,54,322,33,0,0,362,0,5,5,6
Diego López,ESP,GK,Espanyol,La Liga,39,1981,35.3,1143,729,414,120,0,47,27,0,0,0,0,0,595,73,475,164,711,0,0,203,837,3,25,7,3
Javi López,ESP,DF,Alavés,La Liga,19,2002,5.1,205,155,50,5,0,23,4,10,0,0,0,0,112,34,59,144,5,8,45,0,156,1,1,5,5
Maxime Lopez,FRA,MF,Sassuolo,Serie A,23,1997,32.6,2570,2489,81,74,1,301,36,12,2,0,1,0,2169,189,212,298,2219,40,4,7,2357,1,13,46,21
Pau López,ESP,GK,Marseille,Ligue 1,26,1994,29.0,1325,1101,224,61,2,96,25,0,0,0,0,0,947,46,332,873,294,2,0,143,1125,1,25,14,2
Unai López,ESP,MF,Rayo Vallecano,La Liga,25,1995,12.9,818,729,89,35,0,121,66,12,46,17,18,4,540,102,176,45,731,28,2,4,667,4,23,16,16
Dion Lopy,SEN,MF,Reims,Ligue 1,19,2002,18.2,628,617,11,10,0,147,33,0,1,0,1,0,466,79,83,86,498,31,0,1,541,1,10,20,12
Samuel Loric,FRA,DF,Lorient,Ligue 1,21,2000,3.0,128,101,27,0,0,35,3,10,0,0,0,0,59,41,28,75,7,10,27,0,88,0,6,6,8
Anthony Losilla,FRA,MF,Bochum,Bundesliga,35,1986,32.6,1267,1229,38,33,1,221,58,9,0,0,0,0,723,220,324,138,864,165,3,6,998,5,19,39,21
Jonas Lössl,DEN,GK,Brentford,Premier League,32,1989,2.0,62,46,16,3,0,5,2,0,0,0,0,0,29,4,29,0,55,0,0,6,44,0,0,1,0
Marcel Lotka,POL,GK,Hertha BSC,Bundesliga,20,2001,9.8,342,225,117,43,0,19,7,0,0,0,0,0,128,11,203,25,242,0,0,49,211,1,6,3,0
Jordan Lotomba,SUI,DF,Nice,Ligue 1,22,1998,19.8,1004,818,186,17,1,105,17,38,0,0,0,0,646,189,169,69,724,23,169,5,822,4,12,37,35
Johaneko Louisjean,FRA,DF,Bordeaux,Ligue 1,17,2004,0.1,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1,0,5,1,0,0,5,0,0,0,0
Imran Louza,MAR,MF,Watford,Premier League,22,1999,15.7,716,632,84,39,1,91,28,19,31,20,7,2,421,88,207,514,129,54,8,3,536,0,13,20,13
Matteo Lovato,ITA,DF,Cagliari,Serie A,21,2000,13.8,581,532,49,45,0,79,13,0,0,0,0,0,397,55,129,63,440,47,3,0,485,2,11,13,9
Matteo Lovato,ITA,DF,Atalanta,Serie A,21,2000,3.4,196,191,5,5,0,22,3,1,0,0,0,0,150,15,31,16,156,12,0,0,167,0,3,3,2
Eduard Löwen,GER,MF,Bochum,Bundesliga,24,1997,15.7,678,548,130,66,1,145,50,37,56,24,24,0,338,113,227,88,520,28,6,10,447,9,15,22,26
Matthew Lowton,ENG,DF,Burnley,Premier League,32,1989,19.7,871,674,197,17,2,91,30,39,0,0,0,0,355,203,313,56,566,48,180,3,598,5,20,28,37
Anthony Lozano,HON,FW,Cádiz,La Liga,28,1993,18.6,303,286,17,0,2,109,8,23,0,0,0,0,171,62,70,29,210,21,2,2,186,0,2,18,22
Hirving Lozano,MEX,FW,Napoli,Serie A,26,1995,17.9,597,585,12,2,2,103,10,43,1,0,0,0,449,84,64,34,525,20,9,1,468,2,10,29,37
Jean Lucas,BRA,MF,Monaco,Ligue 1,23,1998,16.1,827,774,53,19,5,142,39,32,33,16,14,0,599,88,140,66,717,16,1,16,655,4,16,35,24
Anderson Lucoqui,ANG,DF,Mainz 05,Bundesliga,24,1997,8.3,241,203,38,2,0,36,5,11,0,0,0,0,106,52,83,171,23,8,36,0,153,0,10,13,11
Florentino Luís,POR,MF,Getafe,La Liga,21,1999,11.0,438,433,5,5,1,101,13,3,0,0,0,0,298,60,80,40,341,32,0,1,352,1,9,15,10
José Luis Gayà,ESP,DF,Valencia,La Liga,26,1995,20.8,886,668,218,31,0,90,43,62,2,1,0,1,399,189,298,579,76,34,185,1,643,1,17,23,34
José Luis Morales,ESP,FW,Levante,La Liga,34,1987,30.2,780,709,71,13,1,156,34,77,31,9,16,1,471,158,151,159,556,23,15,7,518,9,21,40,53
