Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types Drib,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types Drib,GCA Types Sh,GCA Types Fld,GCA Types Def
Mattia Destro,ITA,FW,Genoa,Serie A,28,1991,1.7,5,3.00,1,0,2,0,0,2,0,0.00,0,0,0,0,0,0
Gerard Deulofeu,ESP,FW,Watford,Premier League,25,1994,23.3,93,3.99,51,10,14,7,6,5,10,0.43,5,0,1,0,1,3
Deyverson,BRA,FW,Getafe,La Liga,28,1991,2.3,5,2.21,4,0,0,1,0,0,2,0.88,1,0,0,1,0,0
Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,30,1988,14.4,19,1.32,13,0,0,3,3,0,2,0.14,1,0,0,0,1,0
Federico Di Francesco,ITA,FW,SPAL,Serie A,25,1994,12.0,41,3.41,24,3,4,2,6,2,2,0.17,1,0,0,0,1,0
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,25,1993,33.0,62,1.88,55,2,1,1,2,1,5,0.15,5,0,0,0,0,0
Ángel Di María,ARG,FW,Paris S-G,Ligue 1,31,1988,22.2,135,6.08,97,22,9,4,2,1,23,1.04,16,4,2,1,0,0
Boulaye Dia,SEN,FW,Reims,Ligue 1,22,1996,20.1,45,2.24,31,0,5,2,4,3,5,0.25,3,0,1,0,1,0
Fousseni Diabaté,MLI,FW,Amiens,Ligue 1,23,1995,13.2,25,1.89,20,2,2,0,1,0,4,0.30,3,0,1,0,0,0
Moussa Diaby,FRA,FW,Leverkusen,Bundesliga,20,1999,19.7,67,3.40,48,2,12,2,3,0,10,0.51,7,0,2,0,1,0
Mouctar Diakhaby,GUI,DF,Valencia,La Liga,22,1996,16.0,6,0.37,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Bafodé Diakité,FRA,DF,Toulouse,Ligue 1,18,2001,15.2,7,0.46,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,23,1996,13.3,10,0.75,7,1,0,2,0,0,1,0.07,1,0,0,0,0,0
Amad Diallo,CIV,FW,Atalanta,Serie A,17,2002,0.3,1,3.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Habib Diallo,SEN,FW,Metz,Ligue 1,24,1995,24.4,56,2.30,35,0,11,5,4,1,8,0.33,4,0,3,1,0,0
Ibrahima Diallo,FRA,MF,Brest,Ligue 1,20,1999,17.3,20,1.15,16,0,1,0,0,3,3,0.17,3,0,0,0,0,0
Moussa Diarra,MLI,DF,Toulouse,Ligue 1,18,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Dias,FRA,GK,Nîmes,Ligue 1,20,1999,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Amadou Diawara,GUI,MF,Roma,Serie A,22,1997,16.9,34,2.02,31,0,0,1,1,1,2,0.12,2,0,0,0,0,0
Brahim Díaz,ESP,FW,Real Madrid,La Liga,19,1999,0.7,2,2.77,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Víctor Díaz,ESP,DF,Granada,La Liga,31,1988,32.0,45,1.40,33,11,0,1,0,0,8,0.25,5,2,0,1,0,0
Bakaye Dibassy,MLI,DF,Amiens,Ligue 1,29,1989,20.8,8,0.39,5,1,1,0,1,0,0,0.00,0,0,0,0,0,0
Eric Dier,ENG,DF,Tottenham,Premier League,25,1994,14.9,10,0.67,9,0,0,1,0,0,1,0.07,1,0,0,0,0,0
Lucas Digne,FRA,DF,Everton,Premier League,26,1993,33.7,104,3.09,58,37,2,3,3,1,10,0.30,8,2,0,0,0,0
Mitchell Dijks,NED,DF,Bologna,Serie A,26,1993,11.2,16,1.43,14,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Javairô Dilrosun,NED,MF,Hertha BSC,Bundesliga,21,1998,14.5,26,1.79,14,3,6,0,2,1,4,0.28,2,0,2,0,0,0
Federico Dimarco,ITA,DF,Inter,Serie A,21,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Federico Dimarco,ITA,DF,Hellas Verona,Serie A,21,1997,5.8,18,3.11,11,6,0,1,0,0,4,0.69,3,1,0,0,0,0
Tristan Dingomé,CMR,MF,Reims,Ligue 1,28,1991,9.9,26,2.62,23,1,0,1,1,0,2,0.20,2,0,0,0,0,0
Lois Diony,FRA,FW,Saint-Étienne,Ligue 1,26,1992,7.4,12,1.62,6,1,2,0,2,1,1,0.14,0,0,1,0,0,0
Issa Diop,FRA,DF,West Ham,Premier League,22,1997,30.7,9,0.29,6,1,0,2,0,0,1,0.03,1,0,0,0,0,0
Papakouli Diop,SEN,MF,Eibar,La Liga,33,1986,25.0,32,1.28,25,0,0,1,1,5,2,0.08,1,0,0,0,0,1
Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,21,1997,1.3,2,1.50,2,0,0,0,0,0,1,0.75,1,0,0,0,0,0
Axel Disasi,FRA,DF,Reims,Ligue 1,21,1998,27.0,17,0.63,16,1,0,0,0,0,1,0.04,0,1,0,0,0,0
Tiago Djaló,POR,DF,Lille,Ligue 1,19,2000,7.3,3,0.41,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Djené,TOG,DF,Getafe,La Liga,27,1991,34.0,11,0.32,9,1,0,0,0,1,0,0.00,0,0,0,0,0,0
Moussa Djenepo,MLI,MF,Southampton,Premier League,21,1998,10.3,40,3.88,19,0,11,1,8,1,6,0.58,3,0,2,0,1,0
Koffi Djidji,CIV,DF,Torino,Serie A,26,1992,9.5,3,0.32,3,0,0,0,0,0,1,0.11,1,0,0,0,0,0
Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,24,1994,22.9,16,0.70,13,0,0,0,1,2,1,0.04,1,0,0,0,0,0
Berat Djimsiti,ALB,DF,Atalanta,Serie A,26,1993,30.9,26,0.84,22,1,0,3,0,0,1,0.03,0,0,0,1,0,0
Naïs Djouahra,FRA,FW,Real Sociedad,La Liga,19,1999,0.3,3,9.31,2,0,1,0,0,0,1,3.10,1,0,0,0,0,0
Marko Dmitrović,SRB,GK,Eibar,La Liga,27,1992,35.0,8,0.23,2,5,0,1,0,0,0,0.00,0,0,0,0,0,0
Matt Doherty,IRL,DF,Wolves,Premier League,27,1992,31.5,63,2.00,47,1,6,7,2,0,14,0.44,6,0,3,4,1,0
Kasper Dolberg,DEN,FW,Nice,Ligue 1,21,1997,21.0,26,1.24,14,0,3,4,5,0,6,0.29,3,0,1,1,1,0
Keagan Dolly,RSA,MF,Montpellier,Ligue 1,26,1993,1.6,7,4.26,4,1,1,0,0,1,0,0.00,0,0,0,0,0,0
Jaume Doménech,ESP,GK,Valencia,La Liga,28,1990,14.7,1,0.07,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolás Domínguez,ARG,MF,Bologna,Serie A,21,1998,7.8,20,2.58,19,0,1,0,0,0,1,0.13,1,0,0,0,0,0
Giulio Donati,ITA,DF,Lecce,Serie A,29,1990,19.6,41,2.10,33,2,2,2,2,0,6,0.31,3,1,0,1,1,0
Ji Dong-won,KOR,FW,Mainz 05,Bundesliga,28,1991,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Anastasios Donis,GRE,FW,Reims,Ligue 1,22,1996,6.8,12,1.77,5,1,4,2,0,0,0,0.00,0,0,0,0,0,0
Alfredo Donnarumma,ITA,FW,Brescia,Serie A,28,1990,18.7,45,2.40,30,0,4,2,6,3,5,0.27,4,0,0,0,1,0
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,20,1999,35.6,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Gabriel Dos Santos,BRA,DF,Lille,Ligue 1,21,1997,23.2,15,0.65,11,1,0,1,1,1,2,0.09,1,0,0,0,0,1
Mathieu Dossevi,TOG,MF,Toulouse,Ligue 1,31,1988,19.5,74,3.80,41,24,6,1,1,1,4,0.21,4,0,0,0,0,0
Bas Dost,NED,FW,Eint Frankfurt,Bundesliga,30,1989,16.4,41,2.50,33,0,2,3,3,0,6,0.37,4,0,1,1,0,0
Abdoulaye Doucouré,MLI,MF,Watford,Premier League,26,1993,35.1,84,2.40,59,0,10,8,3,4,6,0.17,4,0,0,2,0,0
Mamadou Doucouré,FRA,MF,M'Gladbach,Bundesliga,21,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Moussa Doumbia,MLI,FW,Reims,Ligue 1,24,1994,19.1,61,3.20,41,2,5,3,7,3,4,0.21,1,0,1,0,1,1
Souleyman Doumbia,CIV,DF,Angers,Ligue 1,22,1996,5.0,7,1.40,5,0,2,0,0,0,2,0.40,2,0,0,0,0,0
Souleyman Doumbia,CIV,DF,Rennes,Ligue 1,22,1996,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Doyle,ENG,MF,Manchester City,Premier League,17,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohamed Dräger,TUN,DF,Paderborn 07,Bundesliga,23,1996,16.2,26,1.61,18,4,1,2,1,0,5,0.31,4,0,0,1,0,0
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,28,1991,11.4,13,1.14,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,21,1997,31.0,7,0.23,5,2,0,0,0,0,1,0.03,1,0,0,0,0,0
Julian Draxler,GER,MF,Paris S-G,Ligue 1,25,1993,7.6,20,2.62,15,2,2,1,0,0,7,0.92,4,1,1,1,0,0
Dominick Drexler,GER,MF,Köln,Bundesliga,29,1990,17.6,58,3.29,45,4,3,1,3,2,6,0.34,5,0,0,0,1,0
Danny Drinkwater,ENG,MF,Aston Villa,Premier League,29,1990,2.9,4,1.39,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Danny Drinkwater,ENG,MF,Burnley,Premier League,29,1990,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Josip Drmić,SUI,FW,Norwich City,Premier League,26,1992,7.2,12,1.67,7,0,1,2,1,1,2,0.28,0,0,1,0,0,1
Domingos Duarte,POR,DF,Granada,La Liga,24,1995,34.3,5,0.15,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Léo Duarte,BRA,DF,Milan,Serie A,23,1996,4.5,1,0.22,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Óscar Duarte,CRC,DF,Levante,La Liga,30,1989,5.4,4,0.74,3,0,0,1,0,0,1,0.19,1,0,0,0,0,0
Rubén Duarte,ESP,DF,Alavés,La Liga,23,1995,29.6,37,1.25,24,3,0,4,5,1,6,0.20,2,1,0,1,2,0
Edgaras Dubickas,LTU,DF,Lecce,Serie A,21,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Leo Dubois,FRA,DF,Lyon,Ligue 1,24,1994,15.0,24,1.60,21,1,1,0,1,0,1,0.07,1,0,0,0,0,0
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,30,1989,38.0,2,0.05,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Ondrej Duda,SVK,MF,Norwich City,Premier League,24,1994,8.0,26,3.23,15,6,1,2,1,1,2,0.25,1,0,0,1,0,0
Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,24,1994,5.0,17,3.42,10,1,3,2,1,0,2,0.40,2,0,0,0,0,0
Shane Duffy,IRL,DF,Brighton,Premier League,27,1992,13.8,5,0.36,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Haris Duljević,BIH,FW,Nîmes,Ligue 1,25,1993,5.8,24,4.15,20,0,3,1,0,0,6,1.04,5,0,1,0,0,0
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,27,1991,13.6,6,0.44,5,0,0,0,1,0,1,0.07,1,0,0,0,0,0
Alfred Duncan,GHA,MF,Sassuolo,Serie A,26,1993,9.4,27,2.88,27,0,0,0,0,0,6,0.64,6,0,0,0,0,0
Alfred Duncan,GHA,MF,Fiorentina,Serie A,26,1993,9.9,20,2.03,17,0,1,0,2,0,2,0.20,1,0,0,0,1,0
Lewis Dunk,ENG,DF,Brighton,Premier League,27,1991,35.9,26,0.72,23,2,0,0,0,1,3,0.08,3,0,0,0,0,0
Filip Đuričić,SRB,MF,Sassuolo,Serie A,27,1992,18.1,72,3.97,48,10,6,3,3,2,10,0.55,7,0,1,1,1,0
Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,27,1992,5.7,9,1.59,6,0,1,2,0,0,1,0.18,1,0,0,0,0,0
Riza Durmisi,DEN,DF,Nice,Ligue 1,25,1994,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hugo Duro,ESP,FW,Getafe,La Liga,19,1999,4.2,7,1.67,3,0,0,0,4,0,2,0.48,1,0,0,0,1,0
Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,22,1997,13.1,9,0.69,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Paulo Dybala,ARG,FW,Juventus,Serie A,25,1993,23.9,149,6.22,96,18,14,7,11,3,23,0.96,10,2,4,2,3,2
Edin Džeko,BIH,FW,Roma,Serie A,33,1986,31.7,112,3.53,79,1,12,9,10,1,18,0.57,11,0,1,2,4,0
Blerim Džemaili,SUI,MF,Bologna,Serie A,33,1986,7.8,31,4.00,26,1,0,0,2,2,1,0.13,1,0,0,0,0,0
Bruno Ecuele Manga,GAB,DF,Dijon,Ligue 1,31,1988,28.0,11,0.39,8,0,0,3,0,0,1,0.04,0,0,0,1,0,0
Simone Edera,ITA,MF,Torino,Serie A,22,1997,4.4,17,3.84,6,6,1,2,2,0,2,0.45,1,0,0,1,0,0
Ederson,BRA,GK,Manchester City,Premier League,25,1993,34.1,4,0.12,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0
John Egan,IRL,DF,Sheffield Utd,Premier League,26,1992,35.4,6,0.17,3,0,0,3,0,0,1,0.03,0,0,0,1,0,0
Johannes Eggestein,GER,MF,Werder Bremen,Bundesliga,21,1998,5.7,11,1.94,7,1,1,2,0,0,0,0.00,0,0,0,0,0,0
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,22,1996,31.7,69,2.18,53,0,5,7,2,2,7,0.22,5,0,0,1,0,1
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,24,1995,25.9,40,1.55,27,4,5,1,2,1,4,0.15,3,0,1,0,0,0
Albin Ekdal,SWE,MF,Sampdoria,Serie A,30,1989,26.5,57,2.15,49,0,0,2,5,1,7,0.26,4,0,0,0,3,0
Harvey Elliott,ENG,DF,Liverpool,Premier League,16,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Elif Elmas,MKD,MF,Napoli,Serie A,19,1999,12.6,45,3.57,31,0,8,2,3,1,3,0.24,2,0,0,0,0,1
Ilay Elmkies,ISR,MF,Hoffenheim,Bundesliga,19,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,31,1987,11.5,28,2.44,27,1,0,0,0,0,1,0.09,1,0,0,0,0,0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,25,1994,16.8,10,0.60,8,0,0,1,1,0,3,0.18,2,0,0,1,0,0
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,22,1996,29.1,8,0.28,7,0,0,1,0,0,1,0.03,1,0,0,0,0,0
Rodrigo Ely,BRA,DF,Alavés,La Liga,25,1993,23.6,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Adri Embarba,ESP,MF,Espanyol,La Liga,27,1992,15.2,33,2.17,17,5,4,2,5,0,4,0.26,4,0,0,0,0,0
Breel Embolo,SUI,FW,M'Gladbach,Bundesliga,22,1997,17.2,56,3.25,35,0,5,6,9,1,11,0.64,7,0,0,1,2,1
Emerson,BRA,DF,Betis,La Liga,20,1999,31.5,60,1.90,47,0,3,2,5,3,8,0.25,6,0,1,0,1,0
Renaud Emond,BEL,FW,Nantes,Ligue 1,27,1991,3.2,5,1.54,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0
Alan Empereur,BRA,DF,Hellas Verona,Serie A,25,1994,9.5,4,0.42,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,22,1997,8.8,6,0.68,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Youssef En-Nesyri,MAR,FW,Leganés,La Liga,22,1997,15.4,24,1.56,14,0,2,3,3,2,5,0.32,3,0,0,1,0,1
Björn Engels,BEL,DF,Aston Villa,Premier League,24,1994,16.1,6,0.37,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Sergi Enrich,ESP,FW,Eibar,La Liga,29,1990,20.7,19,0.92,12,0,1,3,3,0,5,0.24,3,0,0,1,1,0
Javier Eraso,ESP,MF,Leganés,La Liga,29,1990,9.1,14,1.55,9,3,0,0,2,0,0,0.00,0,0,0,0,0,0
Christian Eriksen,DEN,MF,Inter,Serie A,27,1992,7.8,37,4.74,24,9,1,1,1,1,6,0.77,5,0,0,1,0,0
Christian Eriksen,DEN,MF,Tottenham,Premier League,27,1992,12.2,41,3.36,31,8,1,0,0,1,3,0.25,2,1,0,0,0,0
Gonzalo Escalante,ARG,MF,Eibar,La Liga,26,1993,18.6,18,0.97,10,1,1,1,4,1,3,0.16,1,0,0,0,2,0
Aarón Escandell,ESP,GK,Granada,La Liga,23,1995,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergio Escudero,ESP,DF,Sevilla,La Liga,29,1989,8.6,12,1.40,9,0,2,1,0,0,1,0.12,0,0,0,1,0,0
Bernardo Espinosa,COL,DF,Espanyol,La Liga,30,1989,25.1,8,0.32,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastiano Esposito,ITA,FW,Inter,Serie A,17,2002,2.2,7,3.17,4,0,0,2,0,1,0,0.00,0,0,0,0,0,0
Vicente Esquerdo,ESP,MF,Valencia,La Liga,20,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexander Esswein,GER,FW,Hertha BSC,Bundesliga,29,1990,2.4,4,1.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Pervis Estupiñán,ECU,DF,Osasuna,La Liga,21,1998,33.1,76,2.30,64,6,3,2,0,1,10,0.30,7,2,0,1,0,0
Oghenekaro Etebo,NGA,MF,Getafe,La Liga,23,1995,6.4,7,1.10,6,0,0,1,0,0,1,0.16,1,0,0,0,0,0
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,32,1987,4.4,12,2.74,2,10,0,0,0,0,1,0.23,1,0,0,0,0,0
Xabier Etxeita,ESP,DF,Getafe,La Liga,31,1987,16.1,5,0.31,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Antony Evans,ENG,MF,Paderborn 07,Bundesliga,20,1998,1.7,8,4.62,4,4,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonny Evans,NIR,DF,Leicester City,Premier League,31,1988,37.6,23,0.61,17,0,1,3,1,1,4,0.11,3,0,0,0,1,0
Edu Expósito,ESP,MF,Eibar,La Liga,22,1996,25.7,44,1.71,31,0,3,6,2,2,3,0.12,2,0,0,1,0,0
Valentin Eysseric,FRA,MF,Fiorentina,Serie A,27,1992,0.5,4,8.57,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Valentin Eysseric,FRA,FW,Hellas Verona,Serie A,27,1992,3.9,18,4.59,13,4,1,0,0,0,1,0.25,1,0,0,0,0,0
Łukasz Fabiański,POL,GK,West Ham,Premier League,34,1985,23.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fabinho,BRA,MF,Liverpool,Premier League,25,1993,23.1,34,1.47,30,0,1,0,1,2,3,0.13,3,0,0,0,0,0
Fábio,BRA,DF,Nantes,Ligue 1,29,1990,9.3,14,1.51,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,32,1987,10.3,45,4.35,35,8,1,0,0,1,8,0.77,7,1,0,0,0,0
Fabricio,ESP,GK,Mallorca,La Liga,31,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ralf Fährmann,GER,GK,Norwich City,Premier League,30,1988,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fayçal Fajr,MAR,MF,Getafe,La Liga,30,1988,4.5,18,4.02,12,6,0,0,0,0,0,0.00,0,0,0,0,0,0
Luca Falbo,ITA,DF,Lazio,Serie A,19,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Filippo Falco,ITA,FW,Lecce,Serie A,27,1992,22.4,125,5.59,87,15,8,8,6,1,13,0.58,7,4,0,2,0,0
Eliseo Falcon,ESP,DF,Levante,La Liga,22,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wladimiro Falcone,ITA,GK,Sampdoria,Serie A,24,1995,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Simon Falette,GUI,DF,Eint Frankfurt,Bundesliga,27,1992,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Iago Falque,ESP,MF,Genoa,Serie A,29,1990,5.8,18,3.12,14,1,1,1,0,1,1,0.17,1,0,0,0,0,0
Iago Falque,ESP,MF,Torino,Serie A,29,1990,1.1,3,2.65,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Akin Famewo,ENG,MF,Norwich City,Premier League,20,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andri Fannar Baldursson,ISL,MF,Bologna,Serie A,17,2002,1.6,4,2.52,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Paolo Faragò,ITA,DF,Cagliari,Serie A,26,1993,14.9,27,1.81,21,4,0,0,1,1,4,0.27,3,0,0,0,0,1
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,27,1991,35.9,60,1.67,43,8,3,3,3,0,4,0.11,3,1,0,0,0,0
Mohamed Fares,ALG,DF,SPAL,Serie A,23,1996,4.7,5,1.07,5,0,0,0,0,0,1,0.21,1,0,0,0,0,0
Diego Farias,BRA,FW,Lecce,Serie A,29,1990,9.2,37,4.04,26,3,5,1,2,0,4,0.44,1,0,1,0,2,0
Ansu Fati,ESP,FW,Barcelona,La Liga,16,2002,11.4,38,3.33,24,2,7,2,3,0,3,0.26,1,0,2,0,0,0
Julien Faussurier,FRA,DF,Brest,Ligue 1,32,1987,22.0,55,2.50,43,8,0,2,1,1,7,0.32,3,2,0,1,0,1
Andrea Favilli,ITA,FW,Genoa,Serie A,22,1997,7.3,12,1.64,10,0,0,0,2,0,0,0.00,0,0,0,0,0,0
Federico Fazio,ARG,DF,Roma,Serie A,32,1987,13.5,7,0.52,6,1,0,0,0,0,3,0.22,2,1,0,0,0,0
Aleix Febas,ESP,MF,Mallorca,La Liga,23,1996,18.8,42,2.24,35,0,1,0,6,0,5,0.27,4,0,0,0,1,0
Zouhair Feddal,MAR,DF,Betis,La Liga,30,1989,15.9,15,0.94,11,0,0,2,0,2,4,0.25,3,0,0,1,0,0
Ljubomir Fejsa,SRB,MF,Alavés,La Liga,30,1988,8.7,3,0.34,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Nabil Fekir,FRA,MF,Betis,La Liga,26,1993,29.3,115,3.92,68,2,16,11,14,4,11,0.38,6,0,0,1,4,0
Felipe,BRA,DF,Atlético Madrid,La Liga,30,1989,23.4,12,0.51,6,0,1,5,0,0,2,0.09,0,0,0,2,0,0
Luiz Felipe,ITA,DF,Lazio,Serie A,22,1997,22.5,15,0.67,13,1,1,0,0,0,6,0.27,5,0,1,0,0,0
Lucas Felippe,BRA,MF,Hellas Verona,Serie A,19,2000,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
João Félix,POR,FW,Atlético Madrid,La Liga,19,1999,19.4,50,2.58,30,2,4,6,8,0,4,0.21,1,1,1,0,1,0
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,21,1997,21.8,6,0.27,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Kiko Femenía,ESP,DF,Watford,Premier League,28,1991,24.9,33,1.33,27,3,1,0,1,1,3,0.12,0,1,1,0,1,0
Zinedine Ferhat,ALG,FW,Nîmes,Ligue 1,26,1993,25.0,91,3.65,48,19,13,4,5,2,6,0.24,4,0,1,1,0,0
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,24,1994,13.2,58,4.40,39,12,1,2,3,1,12,0.91,6,3,0,0,3,0
Edimilson Fernandes,SUI,MF,Mainz 05,Bundesliga,23,1996,16.5,32,1.94,26,0,3,1,1,1,1,0.06,1,0,0,0,0,0
Gedson Fernandes,POR,MF,Tottenham,Premier League,20,1999,0.8,3,3.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gelson Fernandes,SUI,MF,Eint Frankfurt,Bundesliga,32,1986,8.6,6,0.70,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Matheus Fernandes,BRA,MF,Valladolid,La Liga,21,1998,1.8,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aitor Fernández,ESP,GK,Levante,La Liga,28,1991,36.0,4,0.11,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrés Fernández,ESP,GK,Villarreal,La Liga,32,1986,4.0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0
Carlos Fernández,ESP,FW,Granada,La Liga,23,1996,24.5,47,1.92,28,1,4,6,5,3,11,0.45,4,0,1,1,3,2
Federico Fernández,ARG,DF,Newcastle Utd,Premier League,30,1989,29.1,10,0.34,6,0,1,3,0,0,3,0.10,1,0,0,2,0,0
Gabriel Fernández,URU,FW,Celta Vigo,La Liga,25,1994,6.2,4,0.64,3,0,1,0,0,0,1,0.16,1,0,0,0,0,0
Joaquín Fernández,ESP,MF,Valladolid,La Liga,23,1996,18.4,14,0.76,12,1,0,0,1,0,2,0.11,1,0,0,0,1,0
Fernandinho,BRA,DF,Manchester City,Premier League,34,1985,26.6,27,1.01,24,0,0,3,0,0,5,0.19,5,0,0,0,0,0
Fernando,BRA,MF,Sevilla,La Liga,32,1987,29.5,31,1.05,26,0,1,3,1,0,3,0.10,3,0,0,0,0,0
Juan Ferney Otero,COL,FW,Amiens,Ligue 1,24,1995,13.4,29,2.17,18,0,5,1,4,1,3,0.22,2,0,0,0,1,0
Alex Ferrari,ITA,DF,Sampdoria,Serie A,25,1994,11.2,5,0.45,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Facundo Ferreyra,ARG,FW,Espanyol,La Liga,28,1991,6.4,9,1.41,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,27,1992,12.8,34,2.66,24,4,2,1,3,0,0,0.00,0,0,0,0,0,0
Oliver Fink,GER,MF,Düsseldorf,Bundesliga,37,1982,7.5,22,2.93,15,0,1,1,3,2,3,0.40,2,0,0,0,1,0
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,30,1989,10.7,32,2.98,24,0,1,5,1,1,4,0.37,4,0,0,0,0,0
Roberto Firmino,BRA,FW,Liverpool,Premier League,27,1991,33.2,97,2.92,72,0,15,4,3,3,19,0.57,14,0,4,1,0,0
