Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,20,1998,20,1513,76,62.3,16.8,17,85,12,3,21,0,2.60,54,16,+38,+2.26,+0.98,49.7,14.8,+34.9,+2.07,+0.78
Ibrahima Mbaye,SEN,DF,Bologna,Serie A,24,1994,20,1507,75,44.1,16.7,16,88,13,4,24,14,1.20,22,31,-9,-0.54,-0.35,22.6,26.2,-3.5,-0.21,-0.29
Loïc Mbe Soh,FRA,DF,Paris S-G,Ligue 1,18,2001,1,58,58,2.4,0.6,1,58,0,0,,3,0.00,0,1,-1,-1.55,-3.52,0.3,0.7,-0.3,-0.53,-2.36
Nolan Mbemba,CGO,MF,Reims,Ligue 1,24,1995,0,,,,,0,,0,0,,5,,,,,,,,,,,
Isaac Mbenza,BEL,FW,Amiens,Ligue 1,23,1996,3,84,28,3.3,0.9,1,63,0,2,11,1,0.67,1,2,-1,-1.07,-0.41,0.9,1.1,-0.2,-0.23,+0.08
Jason Mbock,FRA,FW,Angers,Ligue 1,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Nathanael Mbuku,FRA,MF,Reims,Ligue 1,17,2002,11,395,36,15.7,4.4,3,70,0,8,23,9,1.73,10,6,+4,+0.91,+0.87,6.5,6.4,+0.1,+0.03,-0.05
James McArthur,SCO,MF,Crystal Palace,Premier League,31,1987,37,3090,84,90.4,34.3,37,84,22,0,,0,1.16,30,38,-8,-0.23,+2.77,30.3,43.9,-13.6,-0.40,+0.59
Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,23,1996,36,2113,59,61.8,23.5,24,76,7,12,24,2,1.44,22,25,-3,-0.13,-0.33,25.6,30.8,-5.2,-0.22,-0.14
Alex McCarthy,ENG,GK,Southampton,Premier League,29,1989,28,2520,90,73.7,28.0,28,90,28,0,,8,1.57,42,35,+7,+0.25,+1.85,41.1,38.0,+3.1,+0.11,+0.32
James McCarthy,IRL,MF,Crystal Palace,Premier League,28,1990,33,1680,51,49.1,18.7,16,84,11,17,20,5,1.09,15,29,-14,-0.75,-0.49,17.8,25.2,-7.4,-0.40,+0.11
John McGinn,SCO,MF,Aston Villa,Premier League,24,1994,28,2312,83,67.6,25.7,27,84,21,1,31,0,0.89,29,41,-12,-0.47,+0.67,29.6,40.3,-10.7,-0.42,+0.82
David McGoldrick,IRL,FW,Sheffield Utd,Premier League,31,1987,28,1815,65,53.1,20.2,22,76,6,6,23,1,1.43,23,18,+5,+0.25,+0.53,24.2,22.4,+1.8,+0.09,+0.55
Michael McGovern,NIR,GK,Norwich City,Premier League,35,1984,2,159,80,4.6,1.8,1,90,1,1,69,18,0.00,1,6,-5,-2.83,-1.62,3.6,3.6,0.0,+0.02,+0.69
Giovanni McGregor,ENG,MF,Crystal Palace,Premier League,20,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Weston McKennie,USA,MF,Schalke 04,Bundesliga,20,1998,28,2074,74,67.8,23.0,24,82,17,4,26,0,1.14,26,41,-15,-0.65,-0.19,23.9,32.2,-8.3,-0.36,+0.17
Kenny McLean,SCO,MF,Norwich City,Premier League,27,1992,37,2968,80,86.8,33.0,32,90,29,5,19,1,0.49,17,62,-45,-1.36,-0.57,32.4,53.7,-21.3,-0.65,-0.13
Dwight McNeil,ENG,MF,Burnley,Premier League,19,1999,38,3338,88,97.6,37.1,38,88,31,0,,0,1.42,41,48,-7,-0.19,-0.19,43.0,45.9,-2.9,-0.08,+1.47
Scott McTominay,SCO,MF,Manchester Utd,Premier League,22,1996,27,1772,66,51.8,19.7,20,84,13,7,14,2,1.85,28,20,+8,+0.41,-0.80,30.0,19.1,+10.9,+0.55,-0.05
Biagio Meccariello,ITA,DF,Lecce,Serie A,28,1991,14,768,55,22.5,8.5,8,81,3,6,21,10,0.64,15,21,-6,-0.70,+0.21,14.4,19.6,-5.2,-0.61,+0.23
Gary Medel,CHI,MF,Bologna,Serie A,31,1987,23,1784,78,52.2,19.8,22,80,9,1,19,2,1.26,24,30,-6,-0.30,+0.08,29.7,25.5,+4.2,+0.21,+0.54
Nicky Medja,SUI,MF,Fiorentina,Serie A,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
Zech Medley,ENG,DF,Arsenal,Premier League,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ben Mee,ENG,DF,Burnley,Premier League,29,1989,32,2880,90,84.2,32.0,32,90,32,0,,0,1.41,36,45,-9,-0.28,-0.61,35.2,40.5,-5.3,-0.17,-0.34
Joshua Mees,GER,MF,Union Berlin,Bundesliga,23,1996,15,325,22,10.6,3.6,1,61,0,14,19,7,1.40,5,3,+2,+0.55,+1.18,5.7,2.9,+2.8,+0.78,+1.30
Admir Mehmedi,SUI,MF,Wolfsburg,Bundesliga,28,1991,21,1200,57,39.2,13.3,14,74,2,7,24,0,1.57,19,15,+4,+0.30,+0.40,16.0,14.5,+1.6,+0.12,-0.16
Jonathan Meier,GER,DF,Mainz 05,Bundesliga,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Soualiho Meïté,FRA,MF,Torino,Serie A,25,1994,33,2201,67,64.4,24.5,23,87,20,10,19,4,1.06,32,52,-20,-0.82,-0.67,29.4,43.8,-14.4,-0.59,-0.14
Farid El Melali,ALG,MF,Angers,Ligue 1,22,1997,8,306,38,12.1,3.4,4,65,0,4,12,1,2.13,6,1,+5,+1.47,+1.88,4.0,1.5,+2.5,+0.73,+0.90
Óscar Melendo,ESP,MF,Espanyol,La Liga,21,1997,24,1115,46,32.6,12.4,12,73,2,12,20,10,0.63,8,18,-10,-0.81,+0.01,7.8,15.1,-7.3,-0.59,-0.43
Gonzalo Melero,ESP,MF,Levante,La Liga,25,1994,25,1236,49,36.1,13.7,14,69,2,11,25,4,1.28,11,17,-6,-0.44,-0.44,13.2,24.4,-11.2,-0.81,-0.49
Arthur Melo,BRA,MF,Barcelona,La Liga,22,1996,21,1182,56,34.6,13.1,14,74,4,7,21,6,2.29,32,11,+21,+1.60,+0.51,21.8,13.3,+8.5,+0.65,-0.23
José Mena Rodríguez,ESP,MF,Sevilla,La Liga,21,1998,0,,,,,0,,0,0,,9,,,,,,,,,,,
Pedro Mendes,POR,DF,Montpellier,Ligue 1,28,1990,16,1376,86,54.6,15.3,16,86,14,0,,0,1.25,17,16,+1,+0.07,+0.07,17.7,17.1,+0.6,+0.04,+0.23
Thiago Mendes,BRA,MF,Lyon,Ligue 1,27,1992,22,1812,82,71.9,20.1,21,85,15,1,24,0,1.36,33,20,+13,+0.65,+0.39,27.0,18.9,+8.1,+0.40,-0.01
Brais Méndez,ESP,MF,Celta Vigo,La Liga,22,1997,31,1477,48,43.2,16.4,15,72,4,16,25,5,0.97,18,25,-7,-0.43,-0.19,15.4,18.6,-3.2,-0.19,-0.15
Édgar Méndez,ESP,MF,Alavés,La Liga,29,1990,16,864,54,25.3,9.6,10,72,4,6,25,0,0.94,5,18,-13,-1.35,-0.93,7.1,14.0,-6.9,-0.72,-0.40
Stiven Mendoza,COL,FW,Amiens,Ligue 1,27,1992,15,1101,73,43.7,12.2,12,85,8,3,29,1,0.80,12,27,-15,-1.23,-0.97,12.5,15.8,-3.3,-0.27,+0.07
Alexandre Mendy,GNB,FW,Brest,Ligue 1,25,1994,20,899,45,35.7,10.0,9,74,2,11,21,4,1.05,14,16,-2,-0.20,-0.14,12.3,16.3,-4.0,-0.40,-0.05
Batista Mendy,FRA,MF,Nantes,Ligue 1,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Benjamin Mendy,FRA,DF,Manchester City,Premier League,25,1994,19,1492,79,43.6,16.6,18,82,12,1,14,8,2.32,49,13,+36,+2.17,+0.72,40.5,12.9,+27.6,+1.66,+0.23
Edouard Mendy,SEN,GK,Rennes,Ligue 1,27,1992,24,2160,90,85.7,24.0,24,90,24,0,,1,1.83,33,19,+14,+0.58,+0.58,31.2,23.6,+7.6,+0.32,+0.45
Ferland Mendy,FRA,DF,Real Madrid,La Liga,24,1995,25,1809,72,52.9,20.1,19,90,18,6,18,6,2.40,35,11,+24,+1.19,+0.02,33.8,16.0,+17.9,+0.89,-0.06
Nampalys Mendy,SEN,MF,Leicester City,Premier League,27,1992,7,291,42,8.5,3.2,4,65,1,3,10,7,1.86,5,3,+2,+0.62,-0.07,6.6,3.4,+3.2,+0.99,+0.59
Hamza Mendyl,MAR,DF,Dijon,Ligue 1,21,1997,18,1441,80,57.2,16.0,16,86,13,2,36,1,1.39,21,21,0,0.00,+0.83,19.7,26.3,-6.6,-0.41,+0.22
Marco Meneghetti,ITA,GK,SPAL,Serie A,18,2001,0,,,,,0,,0,0,,12,,,,,,,,,,,
Phillip Menzel,GER,GK,Wolfsburg,Bundesliga,20,1998,0,,,,,0,,0,0,,8,,,,,,,,,,,
Chris Mepham,WAL,DF,Bournemouth,Premier League,21,1997,12,912,76,26.7,10.1,10,90,10,2,6,11,0.67,6,19,-13,-1.28,-0.85,7.5,14.0,-6.6,-0.65,-0.35
Levent Mercan,GER,MF,Schalke 04,Bundesliga,18,2000,5,71,14,2.3,0.8,1,45,0,4,7,25,0.40,0,3,-3,-3.80,-3.29,0.4,2.1,-1.7,-2.14,-1.76
Alessandro Mercati,ITA,MF,Sassuolo,Serie A,17,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
Jorge Meré,ESP,DF,Köln,Bundesliga,22,1997,11,619,56,20.2,6.9,5,79,3,6,38,14,0.91,12,12,0,0.00,+0.66,11.7,9.3,+2.4,+0.35,+0.59
Alex Meret,ITA,GK,Napoli,Serie A,22,1997,22,1951,89,57.0,21.7,21,90,21,1,61,14,1.45,35,33,+2,+0.09,-0.46,34.9,24.8,+10.1,+0.47,-0.32
Fran Mérida,ESP,MF,Osasuna,La Liga,29,1990,23,1161,50,33.9,12.9,12,76,3,11,22,10,1.04,15,23,-8,-0.62,-0.62,14.6,18.9,-4.4,-0.34,-0.44
Mikel Merino,ESP,MF,Real Sociedad,La Liga,23,1996,36,3139,87,91.8,34.9,35,88,30,1,45,0,1.56,52,43,+9,+0.26,+0.58,42.7,34.7,+8.0,+0.23,+0.88
Sabin Merino,ESP,FW,Leganés,La Liga,27,1992,2,78,39,2.3,0.9,1,66,0,1,12,3,0.00,0,1,-1,-1.15,-0.62,0.6,0.6,0.0,-0.02,+0.03
Yıldırım Mert Çetin,TUR,DF,Roma,Serie A,22,1997,6,257,43,7.5,2.9,2,90,1,4,20,21,3.00,7,2,+5,+1.75,+1.15,6.2,4.0,+2.1,+0.75,+0.12
Dries Mertens,BEL,FW,Napoli,Serie A,32,1987,31,1689,54,49.4,18.8,18,76,8,13,25,2,1.81,36,30,+6,+0.32,+0.06,30.4,20.7,+9.7,+0.52,-0.17
Roque Mesa,ESP,MF,Leganés,La Liga,30,1989,29,2012,69,58.8,22.4,22,79,9,7,40,4,1.00,23,31,-8,-0.36,+0.47,25.2,20.3,+4.9,+0.22,+0.64
Lionel Messi,ARG,FW,Barcelona,La Liga,32,1987,33,2880,87,84.2,32.0,32,89,31,1,45,0,2.18,72,30,+42,+1.31,+0.31,58.8,30.7,+28.1,+0.88,+0.53
Thomas Meunier,BEL,DF,Paris S-G,Ligue 1,27,1991,16,1242,78,51.1,13.8,14,85,11,2,23,5,2.50,37,12,+25,+1.81,-0.16,34.7,12.6,+22.1,+1.60,-0.36
Mexer,MOZ,DF,Bordeaux,Ligue 1,30,1988,19,1488,78,59.0,16.5,16,87,13,3,35,5,1.16,19,18,+1,+0.06,-0.38,14.0,19.7,-5.7,-0.34,-0.53
Max Meyer,GER,MF,Crystal Palace,Premier League,23,1995,17,655,39,19.2,7.3,6,73,1,11,20,16,0.65,5,11,-6,-0.82,-0.40,6.3,11.1,-4.8,-0.66,-0.26
Kingsley Michael,NGA,MF,Bologna,Serie A,19,1999,1,76,76,2.2,0.8,1,76,0,0,,0,1.00,1,1,0,0.00,+0.35,1.3,0.1,+1.2,+1.41,+1.49
Míchel,ESP,MF,Valladolid,La Liga,31,1988,29,2178,75,63.7,24.2,27,79,13,2,22,4,1.14,17,21,-4,-0.17,+0.34,20.4,27.1,-6.6,-0.27,+0.02
Sven Michel,GER,FW,Paderborn 07,Bundesliga,29,1990,29,1376,47,45.0,15.3,13,80,7,16,21,2,0.48,18,46,-28,-1.83,-1.35,18.9,37.0,-18.1,-1.18,-0.65
Miguel,ESP,FW,Valladolid,La Liga,19,1999,7,232,33,6.8,2.6,2,68,0,5,19,6,0.86,1,2,-1,-0.39,-0.11,1.3,2.0,-0.7,-0.26,+0.02
Miguel,ESP,DF,Villarreal,La Liga,22,1997,0,,,,,0,,0,0,,7,,,,,,,,,,,
Florian Miguel,FRA,DF,Nîmes,Ligue 1,22,1996,24,2056,86,81.6,22.8,23,88,18,1,35,1,1.08,23,34,-11,-0.48,+0.29,24.0,34.4,-10.4,-0.46,+0.35
Georges Mikautadze,GEO,FW,Metz,Ligue 1,18,2000,1,8,8,0.3,0.1,0,,0,1,7,2,0.00,0,0,0,0.00,+0.29,0.1,0.2,-0.1,-0.71,-0.47
Nikola Milenković,SRB,DF,Fiorentina,Serie A,21,1997,37,3258,88,95.3,36.2,36,90,36,1,18,0,1.32,50,44,+6,+0.17,+1.83,52.5,45.2,+7.3,+0.20,+1.01
Arkadiusz Milik,POL,FW,Napoli,Serie A,25,1994,26,1747,67,51.1,19.4,19,81,8,7,29,3,1.65,28,24,+4,+0.21,-0.17,32.9,20.2,+12.7,+0.65,+0.10
Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,24,1995,37,3029,82,88.6,33.7,35,85,25,2,34,0,2.03,71,39,+32,+0.95,-0.20,60.4,44.9,+15.5,+0.46,-0.33
Éder Militão,BRA,DF,Real Madrid,La Liga,21,1998,15,1022,68,29.9,11.4,10,87,9,5,31,23,2.33,17,9,+8,+0.70,-0.68,19.5,8.2,+11.3,+0.99,+0.11
Luka Milivojević,SRB,MF,Crystal Palace,Premier League,28,1991,31,2513,81,73.5,27.9,28,88,24,3,17,1,1.03,22,38,-16,-0.57,-0.28,23.5,37.8,-14.3,-0.51,-0.22
Vincenzo Millico,ITA,MF,Torino,Serie A,18,2000,11,216,20,6.3,2.4,0,,0,11,20,22,0.00,0,6,-6,-2.50,-2.05,2.0,5.3,-3.2,-1.35,-0.87
James Milner,ENG,MF,Liverpool,Premier League,33,1986,22,937,43,27.4,10.4,9,83,7,13,15,5,2.91,26,9,+17,+1.63,+0.36,19.5,9.5,+10.0,+0.96,+0.20
Santi Mina,ESP,FW,Celta Vigo,La Liga,23,1995,34,1944,57,56.8,21.6,21,81,10,13,19,1,1.06,20,27,-7,-0.32,-0.02,23.0,23.0,0.0,0.00,+0.25
Yerry Mina,COL,DF,Everton,Premier League,24,1994,29,2284,79,66.8,25.4,25,88,23,4,24,2,1.28,28,37,-9,-0.35,-0.12,32.4,32.1,+0.3,+0.01,-0.03
Joseph Minala,CMR,MF,Lazio,Serie A,22,1996,0,,,,,0,,0,0,,6,,,,,,,,,,,
Takumi Minamino,JPN,FW,Liverpool,Premier League,24,1995,10,249,25,7.3,2.8,2,54,0,8,18,7,1.90,4,2,+2,+0.72,-0.70,4.8,2.5,+2.3,+0.83,+0.01
Tyrone Mings,ENG,DF,Aston Villa,Premier League,26,1993,33,2902,88,84.9,32.2,33,88,32,0,,0,0.97,36,53,-17,-0.53,+1.04,34.2,51.5,-17.3,-0.54,+0.94
Jorge Miramón,ESP,DF,Levante,La Liga,30,1989,32,2432,76,71.1,27.0,27,86,24,5,20,2,1.44,40,38,+2,+0.07,+0.80,31.0,44.2,-13.3,-0.49,+0.03
Juan Miranda,ESP,DF,Schalke 04,Bundesliga,19,2000,11,781,71,25.5,8.7,8,85,5,3,34,16,0.73,7,16,-9,-1.04,-0.60,8.3,14.9,-6.6,-0.76,-0.47
Antonio Mirante,ITA,GK,Roma,Serie A,36,1983,5,450,90,13.2,5.0,5,90,5,0,,21,1.40,5,5,0,0.00,-0.79,7.0,7.4,-0.5,-0.09,-0.84
Simone Missiroli,ITA,MF,SPAL,Serie A,33,1986,34,2798,82,81.8,31.1,31,87,27,3,34,3,0.59,23,61,-38,-1.22,+0.51,33.8,56.0,-22.2,-0.71,+0.17
Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,19,1999,4,195,49,5.7,2.2,2,90,2,2,8,7,0.25,1,4,-3,-1.38,-0.94,1.7,2.5,-0.8,-0.38,+0.08
Stefan Mitrović,SRB,DF,Strasbourg,Ligue 1,29,1990,23,2053,89,84.5,22.8,23,89,22,0,,3,1.39,26,26,0,0.00,0.00,28.8,26.1,+2.7,+0.12,-0.25
Maximilian Mittelstädt,GER,DF,Hertha BSC,Bundesliga,22,1997,26,1887,73,61.7,21.0,19,88,16,7,30,3,1.31,30,37,-7,-0.33,-0.03,23.1,30.0,-7.0,-0.33,-0.03
Henrikh Mkhitaryan,ARM,FW,Roma,Serie A,30,1989,22,1530,70,44.7,17.0,16,86,6,6,25,2,1.86,33,24,+9,+0.53,-0.28,32.9,21.1,+11.8,+0.69,+0.10
Henrikh Mkhitaryan,ARM,FW,Arsenal,Premier League,30,1989,3,112,37,3.3,1.2,1,83,0,2,15,1,1.33,2,0,+2,+1.61,+1.44,1.7,0.5,+1.2,+0.98,+1.21
Anthony Modeste,FRA,FW,Köln,Bundesliga,31,1988,27,1138,42,37.2,12.6,11,77,4,16,18,6,0.85,16,33,-17,-1.34,-1.30,14.6,21.9,-7.3,-0.58,-0.73
Luka Modrić,CRO,MF,Real Madrid,La Liga,33,1985,31,1996,64,58.4,22.2,22,82,10,9,21,1,2.35,45,14,+31,+1.40,+0.51,37.7,17.7,+20.0,+0.90,-0.04
Kevin Möhwald,GER,MF,Werder Bremen,Bundesliga,26,1993,1,74,74,2.4,0.8,0,,0,1,74,1,0.00,2,3,-1,-1.22,-0.43,1.3,0.7,+0.6,+0.75,+0.99
Niklas Moisander,FIN,DF,Werder Bremen,Bundesliga,33,1985,22,1979,90,64.7,22.0,22,90,21,0,,0,0.91,25,40,-15,-0.68,+0.32,25.3,27.7,-2.4,-0.11,+0.32
Jorge Molina,ESP,FW,Getafe,La Liga,37,1982,34,1886,55,55.1,21.0,23,70,5,11,25,2,1.38,20,19,+1,+0.05,-0.25,18.9,20.9,-2.0,-0.09,-0.15
Marco Molla,ALB,GK,Bologna,Serie A,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Florent Mollet,FRA,MF,Montpellier,Ligue 1,27,1991,25,1684,67,66.8,18.7,19,82,10,6,21,0,1.44,27,25,+2,+0.11,+0.21,23.1,26.0,-2.9,-0.15,-0.27
Jon Moncayola,ESP,MF,Osasuna,La Liga,21,1998,27,1496,55,43.7,16.6,15,82,10,12,22,5,1.41,20,22,-2,-0.12,+0.16,17.0,19.8,-2.7,-0.16,-0.21
Monchu,ESP,MF,Barcelona,La Liga,19,1999,0,,,,,0,,0,0,,8,,,,,,,,,,,
Gabriele Moncini,ITA,FW,SPAL,Serie A,23,1996,4,154,39,4.5,1.7,2,68,0,2,9,12,0.00,0,1,-1,-0.58,+0.77,1.9,1.8,0.0,+0.01,+0.79
Thomas Monconduit,FRA,MF,Amiens,Ligue 1,28,1991,19,1364,72,54.1,15.2,15,84,7,4,27,7,0.53,10,25,-15,-0.99,-0.68,12.1,21.3,-9.2,-0.61,-0.66
Kévin Monnet-Paquet,FRA,FW,Saint-Étienne,Ligue 1,30,1988,0,,,,,0,,0,0,,1,,,,,,,,,,,
Nacho Monreal,ESP,DF,Real Sociedad,La Liga,33,1986,29,2390,82,69.9,26.6,27,87,23,2,26,4,1.48,43,32,+11,+0.41,+0.68,32.8,25.9,+6.9,+0.26,+0.34
Nacho Monreal,ESP,DF,Arsenal,Premier League,33,1986,3,270,90,7.9,3.0,3,90,3,0,,0,2.00,4,4,0,0.00,-0.23,2.8,4.3,-1.5,-0.49,-0.33
Joan Monterde,ESP,MF,Levante,La Liga,21,1997,1,9,9,0.3,0.1,0,,0,1,9,3,3.00,1,0,+1,+10.00,+10.18,0.9,0.0,+0.9,+8.79,+9.31
Ilario Monterisi,ITA,DF,Lecce,Serie A,17,2001,1,3,3,0.1,0.0,0,,0,1,3,14,0.00,0,0,0,0.00,+0.87,0.0,0.0,0.0,-0.63,+0.17
Cristóbal Montiel,ESP,MF,Fiorentina,Serie A,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Ángel Montoro,ESP,MF,Granada,La Liga,31,1988,15,973,65,28.5,10.8,11,78,8,4,30,1,1.60,18,12,+6,+0.55,+0.52,12.6,11.8,+0.8,+0.08,+0.12
Martín Montoya,ESP,DF,Brighton,Premier League,28,1991,27,1896,70,55.4,21.1,23,79,13,4,20,7,1.07,19,32,-13,-0.62,-0.50,23.3,32.1,-8.8,-0.42,-0.15
Simon Moore,ENG,GK,Sheffield Utd,Premier League,29,1990,2,180,90,5.3,2.0,2,90,2,0,,25,0.50,3,6,-3,-1.50,-1.58,1.6,3.5,-2.0,-0.98,-0.86
Aaron Mooy,AUS,MF,Brighton,Premier League,28,1990,31,2085,67,61.0,23.2,25,80,14,6,16,5,1.03,19,31,-12,-0.52,-0.32,23.2,36.8,-13.6,-0.59,-0.61
Wesley Moraes,BRA,FW,Aston Villa,Premier League,22,1996,21,1782,85,52.1,19.8,21,85,13,0,,0,1.00,26,31,-5,-0.25,+0.90,21.3,37.9,-16.6,-0.84,-0.34
Alfredo Morales,USA,MF,Düsseldorf,Bundesliga,29,1990,27,1730,64,56.5,19.2,18,86,13,9,20,2,0.89,19,45,-26,-1.35,-1.01,17.5,37.0,-19.5,-1.02,-0.82
Álvaro Morata,ESP,FW,Atlético Madrid,La Liga,26,1992,34,2098,62,61.3,23.3,25,77,11,9,20,0,1.85,30,14,+16,+0.69,+0.14,36.5,18.6,+17.9,+0.77,+0.50
Jan Morávek,CZE,MF,Augsburg,Bundesliga,29,1989,11,474,43,15.5,5.3,4,73,2,7,26,7,1.64,10,13,-3,-0.57,-0.05,8.7,10.3,-1.7,-0.32,+0.07
Steven Moreira,FRA,DF,Toulouse,Ligue 1,24,1994,17,1389,82,55.1,15.4,16,86,14,1,12,4,0.59,11,26,-15,-0.97,+0.70,15.4,22.7,-7.4,-0.48,+0.07
Jérémy Morel,MAD,DF,Rennes,Ligue 1,35,1984,21,1806,86,71.7,20.1,20,89,19,1,17,1,1.67,23,18,+5,+0.25,-0.89,24.2,22.6,+1.6,+0.08,-0.61
Alberto Moreno,ESP,DF,Villarreal,La Liga,27,1992,18,1471,82,43.0,16.3,17,85,13,1,31,1,1.72,27,20,+7,+0.43,+0.11,24.7,18.9,+5.8,+0.36,+0.04
Álex Moreno,ESP,DF,Betis,La Liga,26,1993,31,2265,73,66.2,25.2,25,86,19,6,21,3,1.10,35,41,-6,-0.24,+0.23,33.7,31.4,+2.3,+0.09,+0.45
Gerard Moreno,ESP,FW,Villarreal,La Liga,27,1992,35,2744,78,80.2,30.5,33,81,20,2,28,0,1.63,54,39,+15,+0.49,+0.63,47.3,34.6,+12.7,+0.42,+0.42
Dani Morer,ESP,DF,Barcelona,La Liga,21,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,
Mateu Morey,ESP,DF,Dortmund,Bundesliga,19,2000,5,197,39,6.4,2.2,2,84,1,3,10,16,1.80,3,4,-1,-0.46,-1.84,4.0,3.9,+0.1,+0.03,-0.56
Wes Morgan,JAM,DF,Leicester City,Premier League,35,1984,11,436,40,12.7,4.8,4,90,4,7,11,24,2.27,9,6,+3,+0.62,-0.07,10.2,4.7,+5.5,+1.14,+0.79
Manu Morlanes,ESP,MF,Villarreal,La Liga,20,1999,9,253,28,7.4,2.8,3,63,0,6,11,10,2.11,5,3,+2,+0.71,+0.37,4.5,4.0,+0.6,+0.20,-0.14
Raúl Moro,ESP,DF,Lazio,Serie A,16,2002,1,2,2,0.1,0.0,0,,0,1,2,1,0.00,0,0,0,0.00,-0.97,0.0,0.0,0.0,+1.45,+0.95
Loren Morón,ESP,FW,Betis,La Liga,25,1993,36,2031,56,59.4,22.6,21,81,9,15,21,1,1.11,31,40,-9,-0.40,-0.20,31.5,29.2,+2.3,+0.10,+0.40
Leonardo Morosini,ITA,FW,Brescia,Serie A,23,1995,3,26,9,0.8,0.3,0,,0,3,9,14,0.33,0,2,-2,-6.92,-5.81,0.0,1.2,-1.2,-4.12,-3.22
Ravel Morrison,JAM,MF,Sheffield Utd,Premier League,26,1993,1,13,13,0.4,0.1,0,,0,1,13,1,0.00,0,0,0,0.00,0.00,0.2,0.0,+0.2,+1.27,+1.44
Victor Moses,NGA,DF,Inter,Serie A,28,1990,12,420,35,12.3,4.7,4,76,0,8,14,2,2.25,14,1,+13,+2.79,+1.83,12.9,3.3,+9.6,+2.06,+1.40
Lebo Mothiba,RSA,FW,Strasbourg,Ligue 1,23,1996,21,1047,50,43.1,11.6,12,76,3,9,15,1,1.33,17,21,-4,-0.34,-0.60,18.9,16.1,+2.8,+0.24,+0.15
Harold Moukoudi,CMR,DF,Saint-Étienne,Ligue 1,21,1997,11,990,90,39.3,11.0,11,90,11,0,,5,1.09,11,18,-7,-0.64,-0.11,9.5,14.8,-5.3,-0.48,-0.41
Jessy Moulin,FRA,GK,Saint-Étienne,Ligue 1,33,1986,5,450,90,17.9,5.0,5,90,5,0,,21,1.60,4,4,0,0.00,+0.70,3.3,6.4,-3.1,-0.63,-0.49
Mason Mount,ENG,MF,Chelsea,Premier League,20,1999,37,2867,77,83.8,31.9,32,83,20,5,40,1,1.70,60,44,+16,+0.50,+0.67,54.3,31.3,+23.0,+0.72,-0.20
Lucas Moura,BRA,FW,Tottenham,Premier League,26,1992,35,2242,64,65.6,24.9,25,82,11,10,20,2,1.54,39,29,+10,+0.40,+0.10,30.9,31.7,-0.8,-0.03,+0.36
Aymane Mourid,MAR,MF,Leganés,La Liga,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Lys Mousset,FRA,FW,Sheffield Utd,Premier League,23,1996,30,1240,41,36.3,13.8,11,66,0,19,27,3,1.53,20,15,+5,+0.36,+0.57,16.0,18.7,-2.7,-0.19,-0.04
Wesley Moustache,FRA,DF,Nantes,Ligue 1,20,1999,1,45,45,1.8,0.5,1,45,0,0,,1,1.00,2,2,0,0.00,+0.11,0.5,0.7,-0.2,-0.47,-0.26
João Moutinho,POR,MF,Wolves,Premier League,32,1986,38,3108,82,90.9,34.5,34,89,30,4,22,0,1.55,46,36,+10,+0.29,0.00,41.4,32.1,+9.3,+0.27,-0.59
Samuel Moutoussamy,COD,DF,Nantes,Ligue 1,22,1996,18,523,29,20.8,5.8,3,92,2,15,17,10,1.61,3,9,-6,-1.03,-1.17,5.8,9.3,-3.6,-0.62,-0.52
Toni Moya,ESP,MF,Atlético Madrid,La Liga,21,1998,1,4,4,0.1,0.0,0,,0,1,4,10,3.00,0,0,0,0.00,-0.63,0.0,0.1,-0.1,-2.20,-2.78
Javi Moyano,ESP,DF,Valladolid,La Liga,33,1986,26,2227,86,65.1,24.7,26,86,22,0,,8,1.46,24,20,+4,+0.16,+1.29,24.4,27.6,-3.2,-0.13,+0.44
Nordi Mukiele,FRA,DF,RB Leipzig,Bundesliga,21,1997,25,1783,71,58.3,19.8,21,81,15,4,23,8,2.16,51,23,+28,+1.41,+0.29,39.1,22.4,+16.7,+0.84,-0.42
