Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
Cédric Soares,POR,DF,Arsenal,Premier League,27,1991,5,249,50,7.3,2.8,3,76,0,2,11,1,1.80,4,2,+2,+0.72,+0.55,2.1,4.0,-1.9,-0.70,-0.54
Rafa Soares,POR,DF,Eibar,La Liga,24,1995,6,435,73,12.7,4.8,6,73,3,0,,6,1.50,6,6,0,0.00,+0.51,7.6,6.2,+1.3,+0.28,+0.60
Lasse Sobiech,GER,DF,Köln,Bundesliga,28,1991,1,90,90,2.9,1.0,1,90,1,0,,8,0.00,0,2,-2,-2.00,-1.52,1.1,2.0,-0.9,-0.93,-0.83
Marcel Sobottka,GER,MF,Düsseldorf,Bundesliga,25,1994,18,701,39,22.9,7.8,8,71,2,10,13,9,1.11,4,15,-11,-1.41,-0.65,5.6,13.4,-7.8,-1.00,-0.45
Rubén Sobrino,ESP,FW,Valencia,La Liga,27,1992,13,170,13,5.0,1.9,1,59,0,12,9,12,1.62,4,2,+2,+1.06,+1.31,2.5,2.4,+0.2,+0.09,+0.43
Dominic Solanke,ENG,FW,Bournemouth,Premier League,21,1997,32,1651,52,48.3,18.3,17,81,10,15,18,6,0.78,22,39,-17,-0.93,-0.52,20.7,28.2,-7.5,-0.41,-0.04
Roberto Soldado,ESP,FW,Granada,La Liga,34,1985,33,2347,71,68.6,26.1,30,76,13,3,26,3,1.58,35,33,+2,+0.08,-0.34,27.7,28.5,-0.8,-0.03,-0.08
Carlos Soler,ESP,MF,Valencia,La Liga,22,1997,28,2066,74,60.4,23.0,24,81,12,4,34,1,1.29,26,31,-5,-0.22,-0.08,21.0,30.3,-9.3,-0.41,-0.23
Oumar Solet,FRA,DF,Lyon,Ligue 1,19,2000,1,9,9,0.4,0.1,0,,0,1,8,0,1.00,0,1,-1,-10.00,-10.57,0.0,0.2,-0.2,-1.77,-2.18
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,30,1988,34,3060,90,100.0,34.0,34,90,34,0,,0,1.91,66,40,+26,+0.76,,65.7,42.1,+23.5,+0.69,
Matteo Soncin,ITA,GK,Milan,Serie A,18,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
Kévin Soni,CMR,FW,Espanyol,La Liga,21,1998,1,4,4,0.1,0.0,0,,0,1,4,0,1.00,0,0,0,0.00,+0.82,0.0,0.0,0.0,0.00,+0.30
David Soria,ESP,GK,Getafe,La Liga,26,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.42,43,37,+6,+0.16,,38.0,39.0,-1.1,-0.03,
Bruno Soriano,ESP,MF,Villarreal,La Liga,35,1984,7,263,38,7.7,2.9,1,87,0,6,29,2,1.43,4,3,+1,+0.34,-0.03,3.9,4.6,-0.6,-0.21,-0.59
Juan Soriano,ESP,GK,Leganés,La Liga,21,1997,11,990,90,28.9,11.0,11,90,11,0,,27,0.55,5,18,-13,-1.18,-0.89,9.7,12.7,-2.9,-0.27,-0.31
Roberto Soriano,ITA,MF,Bologna,Serie A,28,1991,29,2469,85,72.2,27.4,29,85,18,0,,0,1.31,35,40,-5,-0.18,+0.57,40.5,35.7,+4.7,+0.17,+0.80
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,20,1999,18,514,29,15.0,5.7,4,63,0,14,19,20,1.00,9,16,-7,-1.23,-1.54,8.5,9.1,-0.6,-0.10,-0.30
Tomáš Souček,CZE,MF,West Ham,Premier League,24,1995,13,1040,80,30.4,11.6,12,86,10,1,10,0,1.00,18,18,0,0.00,+0.49,14.6,15.1,-0.5,-0.04,+0.50
Mazire Soula,FRA,FW,Angers,Ligue 1,21,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
Adama Soumaoro,FRA,DF,Lille,Ligue 1,27,1992,6,415,69,16.5,4.6,4,90,4,2,27,7,1.67,7,5,+2,+0.43,+0.18,8.4,4.4,+4.0,+0.86,+0.61
Adama Soumaoro,FRA,DF,Genoa,Serie A,27,1992,8,637,80,18.6,7.1,7,85,6,1,45,4,1.38,13,14,-1,-0.14,+0.67,11.1,9.5,+1.6,+0.22,+0.66
Boubakary Soumaré,FRA,MF,Lille,Ligue 1,20,1999,20,1213,61,48.1,13.5,15,77,7,5,11,6,1.40,12,19,-7,-0.52,-1.55,16.3,16.2,+0.1,+0.01,-0.66
Bryan Soumaré,FRA,MF,Dijon,Ligue 1,20,1999,12,384,32,15.2,4.3,4,69,1,8,13,9,0.58,3,3,0,0.00,+0.42,4.7,5.3,-0.5,-0.13,+0.44
Arnaud Souquet,FRA,DF,Montpellier,Ligue 1,27,1992,24,2016,84,80.0,22.4,22,89,21,2,27,1,1.42,26,24,+2,+0.09,+0.27,22.8,26.1,-3.2,-0.14,-0.39
Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,22,1997,29,1746,60,57.1,19.4,18,84,13,11,22,2,1.31,34,32,+2,+0.10,+0.31,30.5,26.9,+3.6,+0.19,+0.16
Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,23,1996,34,3036,89,88.8,33.7,34,89,33,0,,1,1.65,63,33,+30,+0.89,+1.83,54.1,41.0,+13.1,+0.39,-0.55
Nikolas Špalek,SVK,MF,Brescia,Serie A,22,1997,25,1579,63,46.2,17.5,20,71,3,5,33,11,0.84,18,33,-15,-0.85,+0.56,20.3,34.6,-14.3,-0.82,+0.20
Leonardo Spinazzola,ITA,DF,Roma,Serie A,26,1993,24,1548,65,45.3,17.2,18,78,12,6,23,10,1.83,26,22,+4,+0.23,-0.83,29.6,22.0,+7.7,+0.44,-0.36
Marco Sportiello,ITA,GK,Atalanta,Serie A,27,1992,6,525,88,15.4,5.8,5,88,4,1,86,31,2.00,17,5,+12,+2.06,+0.88,11.8,3.6,+8.2,+1.41,+0.41
Mattia Sprocati,ITA,FW,Parma,Serie A,26,1993,20,590,30,17.3,6.6,4,70,1,16,20,18,0.90,8,9,-1,-0.15,-0.15,6.8,11.5,-4.6,-0.71,-0.36
Bassem Srarfi,TUN,FW,Nice,Ligue 1,22,1997,3,133,44,5.3,1.5,1,76,0,2,29,5,2.00,2,2,0,0.00,-0.11,1.7,1.5,+0.2,+0.12,+0.38
Dennis Srbeny,GER,FW,Paderborn 07,Bundesliga,25,1994,17,1119,66,36.6,12.4,14,73,3,3,30,0,0.47,12,26,-14,-1.13,-0.06,12.6,24.9,-12.3,-0.99,-0.26
Dennis Srbeny,GER,MF,Norwich City,Premier League,25,1994,8,47,6,1.4,0.5,0,,0,8,6,10,0.88,2,1,+1,+1.91,+3.25,2.5,1.1,+1.3,+2.54,+3.21
Jerry St. Juste,NED,DF,Mainz 05,Bundesliga,22,1996,25,2113,85,69.1,23.5,24,88,20,1,8,1,1.16,30,43,-13,-0.55,+0.21,28.5,39.9,-11.4,-0.49,-0.32
Jack Stacey,ENG,DF,Bournemouth,Premier League,23,1996,19,1549,82,45.3,17.2,17,89,14,2,21,9,0.84,20,27,-7,-0.41,+0.46,19.9,25.1,-5.3,-0.31,+0.16
Kostas Stafylidis,GRE,DF,Hoffenheim,Bundesliga,25,1993,7,398,57,13.0,4.4,4,85,3,3,20,14,1.43,7,10,-3,-0.68,-0.78,4.5,6.8,-2.3,-0.52,-0.54
Benjamin Stambouli,FRA,DF,Schalke 04,Bundesliga,28,1990,9,810,90,26.5,9.0,9,90,9,0,,0,1.67,14,9,+5,+0.56,+1.56,13.0,9.6,+3.5,+0.38,+1.09
Jozo Stanić,CRO,DF,Augsburg,Bundesliga,20,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,
Adrian Stanilewicz,POL,DF,Leverkusen,Bundesliga,19,2000,0,,,,,0,,0,0,,11,,,,,,,,,,,
Junior Stanislas,ENG,MF,Bournemouth,Premier League,29,1989,15,712,47,20.8,7.9,7,69,1,8,28,4,0.53,9,16,-7,-0.88,-0.29,9.5,10.3,-0.8,-0.10,+0.37
Filip Stankovic,SRB,GK,Inter,Serie A,17,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Leonardo Stanzani,ITA,FW,Bologna,Serie A,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Niklas Stark,GER,DF,Hertha BSC,Bundesliga,24,1995,21,1731,82,56.6,19.2,20,84,15,1,45,6,1.00,26,40,-14,-0.73,-0.93,23.0,30.1,-7.1,-0.37,-0.11
Richard Stearman,ENG,DF,Sheffield Utd,Premier League,31,1987,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jed Steer,ENG,GK,Aston Villa,Premier League,26,1992,1,7,7,0.2,0.1,1,7,0,0,,12,0.00,0,0,0,0.00,+0.69,0.0,0.1,-0.1,-1.78,-1.10
Renato Steffen,SUI,MF,Wolfsburg,Bundesliga,27,1991,27,1585,59,51.8,17.6,19,76,6,8,18,5,1.37,31,25,+6,+0.34,+0.58,27.5,20.2,+7.4,+0.42,+0.42
Zack Steffen,USA,GK,Düsseldorf,Bundesliga,24,1995,17,1530,90,50.0,17.0,17,90,17,0,,0,0.88,18,36,-18,-1.06,-0.29,16.1,30.2,-14.2,-0.83,-0.35
Maarten Stekelenburg,NED,GK,Everton,Premier League,36,1982,0,,,,,0,,0,0,,24,,,,,,,,,,,
Nils Stendera,GER,MF,Eint Frankfurt,Bundesliga,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Dale Stephens,ENG,MF,Brighton,Premier League,30,1989,33,2530,77,74.0,28.1,28,88,24,5,11,2,1.12,31,42,-11,-0.39,+0.01,30.6,39.1,-8.5,-0.30,+0.19
Jack Stephens,ENG,DF,Southampton,Premier League,25,1994,28,2451,88,71.7,27.2,27,89,25,1,45,6,1.43,38,38,0,0.00,+0.84,38.8,38.7,+0.1,0.00,-0.07
Mariusz Stępiński,POL,FW,Hellas Verona,Serie A,24,1995,21,706,34,20.6,7.8,7,65,2,14,18,14,1.10,12,11,+1,+0.13,+0.29,11.0,12.7,-1.7,-0.22,-0.17
Raheem Sterling,ENG,FW,Manchester City,Premier League,24,1994,33,2651,80,77.5,29.5,30,86,19,3,25,3,2.00,71,31,+40,+1.36,-1.80,70.5,28.9,+41.6,+1.41,-0.55
Enda Stevens,IRL,DF,Sheffield Utd,Premier League,29,1990,38,3345,88,97.8,37.2,38,88,36,0,,0,1.42,39,39,0,0.00,0.00,40.4,46.6,-6.2,-0.17,0.00
Marco Stiepermann,GER,MF,Norwich City,Premier League,28,1991,24,1180,49,34.5,13.1,14,73,0,10,16,10,0.50,13,32,-19,-1.45,-0.24,13.5,24.5,-11.0,-0.84,-0.32
Lars Stindl,GER,MF,M'Gladbach,Bundesliga,30,1988,25,1432,57,46.8,15.9,14,82,2,11,26,2,1.80,30,20,+10,+0.63,-0.26,31.3,17.9,+13.5,+0.85,+0.29
Kevin Stöger,AUT,MF,Düsseldorf,Bundesliga,25,1993,17,1268,75,41.4,14.1,14,87,11,3,19,0,0.88,18,24,-6,-0.43,+0.83,14.9,20.4,-5.6,-0.39,+0.46
Vlatko Stojanovski,MKD,FW,Nîmes,Ligue 1,22,1997,6,123,21,4.9,1.4,1,63,0,5,12,11,0.17,0,1,-1,-0.73,-0.21,1.1,2.1,-1.0,-0.75,-0.24
John Stones,ENG,DF,Manchester City,Premier League,25,1994,16,1122,70,32.8,12.5,12,87,11,4,19,5,2.19,33,16,+17,+1.36,-0.59,27.4,11.3,+16.1,+1.29,-0.36
Thomas Strakosha,ALB,GK,Lazio,Serie A,24,1995,38,3420,90,100.0,38.0,38,90,38,0,,0,2.05,79,42,+37,+0.97,,68.4,49.5,+18.9,+0.50,
Simon Straudi,ITA,DF,Werder Bremen,Bundesliga,20,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
Gabriel Strefezza,BRA,DF,SPAL,Serie A,22,1997,32,2110,66,61.7,23.4,24,79,11,8,27,3,0.53,16,53,-37,-1.58,-0.69,23.2,40.1,-16.9,-0.72,+0.07
Tobias Strobl,GER,MF,M'Gladbach,Bundesliga,29,1990,10,615,62,20.1,6.8,6,85,4,4,27,9,1.60,14,11,+3,+0.44,-0.41,10.7,10.1,+0.7,+0.10,-0.75
Christian Strohdiek,GER,DF,Paderborn 07,Bundesliga,31,1988,16,1363,85,44.5,15.1,16,85,15,0,,16,0.38,18,40,-22,-1.45,-0.66,16.9,30.8,-13.9,-0.92,-0.17
Kevin Strootman,NED,MF,Marseille,Ligue 1,29,1990,25,1416,57,56.2,15.7,15,88,13,10,9,0,2.00,21,17,+4,+0.25,-0.40,22.1,19.5,+2.6,+0.17,+0.03
Jens Stryger Larsen,DEN,DF,Udinese,Serie A,28,1991,33,2789,85,81.5,31.0,32,86,24,1,22,0,1.18,27,32,-5,-0.16,+1.12,32.0,36.3,-4.3,-0.14,+0.83
Stefano Sturaro,ITA,MF,Genoa,Serie A,26,1993,16,1252,78,36.6,13.9,15,81,9,1,34,2,1.31,18,24,-6,-0.43,+0.40,19.9,19.7,+0.2,+0.02,+0.52
Damián Suárez,URU,DF,Getafe,La Liga,31,1988,30,2592,86,75.8,28.8,30,86,24,0,,2,1.53,37,26,+11,+0.38,+0.93,30.0,28.5,+1.6,+0.05,+0.34
Denis Suárez,ESP,MF,Celta Vigo,La Liga,25,1994,26,1630,63,47.7,18.1,20,77,7,6,17,3,1.04,18,21,-3,-0.17,+0.29,19.8,18.7,+1.1,+0.06,+0.33
Luis Suárez,URU,FW,Barcelona,La Liga,32,1987,28,1998,71,58.4,22.2,22,82,14,6,33,0,2.14,54,18,+36,+1.62,+0.86,37.7,22.3,+15.4,+0.69,-0.24
Mathías Suárez,URU,DF,Montpellier,Ligue 1,23,1996,1,60,60,2.4,0.7,1,60,0,0,,9,0.00,0,1,-1,-1.50,-1.57,0.9,0.3,+0.6,+0.96,+1.05
Danijel Subašić,CRO,GK,Monaco,Ligue 1,34,1984,0,,,0.0,0.0,0,,0,0,,17,3.00,4,1,+3,,,,,,,
Neven Subotić,SRB,DF,Union Berlin,Bundesliga,30,1988,23,1965,85,64.2,21.8,23,85,16,0,,8,1.04,26,38,-12,-0.55,-0.14,23.2,35.4,-12.2,-0.56,-0.51
Isaac Success,NGA,FW,Watford,Premier League,23,1996,5,70,14,2.0,0.8,0,,0,5,14,7,0.80,0,3,-3,-3.86,-3.19,0.6,1.9,-1.3,-1.69,-1.39
Marek Suchý,CZE,DF,Augsburg,Bundesliga,31,1988,7,397,57,13.0,4.4,4,84,3,3,21,13,0.14,3,13,-10,-2.27,-2.00,4.3,7.9,-3.6,-0.81,-0.49
Niklas Süle,GER,DF,Bayern Munich,Bundesliga,23,1995,8,641,80,20.9,7.1,8,80,7,0,,0,1.88,20,9,+11,+1.54,-0.58,15.3,6.2,+9.0,+1.27,-0.15
Ki Sung-yueng,KOR,MF,Mallorca,La Liga,30,1989,1,9,9,0.3,0.1,0,,0,1,9,0,3.00,0,1,-1,-10.00,-9.37,0.0,0.3,-0.3,-2.86,-2.30
Ki Sung-yueng,KOR,MF,Newcastle Utd,Premier League,30,1989,3,137,46,4.0,1.5,1,73,0,2,32,2,0.33,0,6,-6,-3.94,-3.56,0.7,1.7,-1.0,-0.65,+0.02
Stoppila Sunzu,ZAM,DF,Metz,Ligue 1,30,1989,17,1352,80,53.7,15.0,14,87,12,3,46,1,0.94,13,23,-10,-0.67,-0.82,16.2,18.6,-2.4,-0.16,+0.18
Andrew Surman,ENG,MF,Bournemouth,Premier League,32,1986,5,235,47,6.9,2.6,2,89,1,3,19,24,1.20,2,6,-4,-1.53,-0.94,4.0,5.9,-1.9,-0.74,-0.38
Sam Surridge,ENG,FW,Bournemouth,Premier League,21,1998,4,27,7,0.8,0.3,0,,0,4,7,8,0.75,0,2,-2,-6.67,-6.06,1.0,1.4,-0.4,-1.40,-1.02
Suso,ESP,FW,Sevilla,La Liga,25,1993,17,785,46,23.0,8.7,8,68,1,9,27,0,1.88,16,10,+6,+0.69,+0.21,12.1,9.0,+3.1,+0.36,0.00
Suso,ESP,FW,Milan,Serie A,25,1993,16,1359,85,39.7,15.1,15,88,12,1,34,4,1.31,13,21,-8,-0.53,-1.62,18.8,20.4,-1.6,-0.10,-0.71
Bosko Sutalo,CRO,DF,Atalanta,Serie A,19,2000,7,280,40,8.2,3.1,3,72,1,4,16,6,2.71,7,3,+4,+1.29,-0.03,5.6,2.9,+2.7,+0.86,-0.23
Markus Suttner,AUT,DF,Düsseldorf,Bundesliga,32,1987,21,1339,64,43.8,14.9,16,77,10,5,20,3,1.00,17,24,-7,-0.47,+0.78,14.6,23.6,-8.9,-0.60,+0.11
Mattias Svanberg,SWE,MF,Bologna,Serie A,20,1999,25,1051,42,30.7,11.7,12,71,2,13,16,11,1.20,16,29,-13,-1.11,-1.11,13.6,22.5,-8.9,-0.77,-1.04
Sanasi Sy,FRA,DF,Amiens,Ligue 1,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Seydou Sy,SEN,GK,Monaco,Ligue 1,23,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,
Issiaga Sylla,GUI,DF,Toulouse,Ligue 1,25,1994,28,2520,90,100.0,28.0,28,90,28,0,,0,0.46,22,58,-36,-1.29,,29.8,44.1,-14.3,-0.51,
Moussa Sylla,FRA,FW,Monaco,Ligue 1,19,1999,1,10,10,0.4,0.1,0,,0,1,9,0,0.00,0,0,0,0.00,0.00,0.0,0.1,-0.1,-0.70,-0.99
Eddy Sylvestre,FRA,MF,Nice,Ligue 1,19,1999,1,37,37,1.5,0.4,0,,0,1,36,2,3.00,1,1,0,0.00,-0.11,0.4,0.6,-0.2,-0.44,-0.20
Ádám Szalai,HUN,FW,Mainz 05,Bundesliga,31,1987,27,1147,42,37.5,12.7,12,76,4,15,16,4,1.22,15,20,-5,-0.39,+0.36,18.7,18.4,+0.3,+0.03,+0.66
Ádám Szalai,HUN,FW,Hoffenheim,Bundesliga,31,1987,0,,,,,0,,0,0,,1,,,,,,,,,,,
Wojciech Szczęsny,POL,GK,Juventus,Serie A,29,1990,29,2591,89,75.8,28.8,29,89,28,0,,7,2.10,57,33,+24,+0.83,-0.14,49.7,34.0,+15.7,+0.55,-0.67
Andrea Tabanelli,ITA,MF,Lecce,Serie A,29,1990,13,964,74,28.2,10.7,11,81,8,2,39,2,1.15,15,17,-2,-0.19,+0.95,13.8,20.9,-7.1,-0.66,+0.18
Tachi,ESP,DF,Alavés,La Liga,21,1997,6,238,40,7.0,2.6,2,90,1,4,15,14,1.33,3,4,-1,-0.38,+0.30,2.8,4.2,-1.5,-0.55,-0.14
Panagiotis Tachtsidis,GRE,MF,Lecce,Serie A,28,1991,28,2003,72,58.6,22.3,24,80,17,4,22,5,0.61,23,53,-30,-1.35,-1.16,29.3,48.0,-18.6,-0.84,-0.11
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,23,1996,25,2092,84,68.4,23.2,22,90,21,3,41,6,2.00,41,27,+14,+0.60,+0.32,40.8,30.0,+10.9,+0.47,+0.44
Flavien Tait,FRA,MF,Rennes,Ligue 1,26,1993,17,885,52,35.1,9.8,9,82,5,8,18,5,1.65,14,9,+5,+0.51,+0.01,14.6,11.6,+2.9,+0.30,+0.07
Mahdi Talal,FRA,FW,Amiens,Ligue 1,21,1997,2,20,10,0.8,0.2,0,,0,2,9,5,2.00,0,0,0,0.00,+0.68,0.0,0.0,0.0,-0.17,+0.14
Adrien Tameze,CMR,MF,Nice,Ligue 1,25,1994,8,519,65,20.6,5.8,6,81,4,2,18,5,1.25,8,11,-3,-0.52,-0.79,7.6,8.3,-0.7,-0.12,+0.14
Adrien Tameze,CMR,MF,Atalanta,Serie A,25,1994,7,211,30,6.2,2.3,2,90,2,5,6,10,2.71,10,3,+7,+2.99,+1.78,7.0,3.0,+4.0,+1.69,+0.66
Japhet Tanganga,ENG,DF,Tottenham,Premier League,20,1999,6,525,88,15.4,5.8,6,88,5,0,,9,0.83,6,7,-1,-0.17,-0.64,6.5,13.1,-6.6,-1.13,-1.15
Adil Taoui,FRA,MF,Toulouse,Ligue 1,17,2001,2,25,13,1.0,0.3,0,,0,2,12,2,0.00,0,0,0,0.00,+1.30,0.5,0.4,+0.1,+0.22,+0.74
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,20,1999,14,1058,76,34.6,11.8,12,87,11,2,6,0,2.07,28,20,+8,+0.68,+0.28,18.2,15.6,+2.6,+0.22,-0.17
Matt Targett,ENG,DF,Aston Villa,Premier League,23,1995,28,2291,82,67.0,25.5,27,83,22,1,54,2,1.00,30,40,-10,-0.39,+0.88,29.9,45.3,-15.4,-0.60,+0.23
Rodrigo Tarín,ESP,DF,Leganés,La Liga,23,1996,14,951,68,27.8,10.6,12,78,9,2,8,8,1.07,9,17,-8,-0.76,-0.28,9.3,12.5,-3.2,-0.30,-0.35
James Tarkowski,ENG,DF,Burnley,Premier League,26,1992,38,3420,90,100.0,38.0,38,90,38,0,,0,1.42,43,50,-7,-0.18,,43.9,48.2,-4.3,-0.11,
Ciprian Tătărușanu,ROU,GK,Lyon,Ligue 1,33,1986,2,180,90,7.1,2.0,2,90,2,0,,23,1.50,4,2,+2,+1.00,+0.50,2.4,1.9,+0.5,+0.24,-0.18
Júlio Tavares,CPV,FW,Dijon,Ligue 1,30,1988,23,1997,87,79.2,22.2,22,89,21,1,33,0,1.22,24,29,-5,-0.23,+0.64,24.8,36.4,-11.6,-0.52,-0.09
Nikola Tavares,CRO,DF,Crystal Palace,Premier League,20,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
Charlie Taylor,ENG,DF,Burnley,Premier League,25,1993,24,1945,81,56.9,21.6,22,85,20,2,41,6,1.63,24,18,+6,+0.28,+1.07,24.1,29.6,-5.5,-0.25,-0.33
Neil Taylor,WAL,DF,Aston Villa,Premier League,30,1989,14,1091,78,31.9,12.1,11,85,10,3,52,13,0.79,11,25,-14,-1.15,-0.69,9.9,18.5,-8.6,-0.71,-0.05
Aurélien Tchouaméni,FRA,MF,Monaco,Ligue 1,19,2000,3,65,22,2.6,0.7,0,,0,3,21,3,1.33,0,1,-1,-1.38,-1.42,1.4,0.9,+0.4,+0.56,+0.28
Aurélien Tchouaméni,FRA,MF,Bordeaux,Ligue 1,19,2000,15,1110,74,44.0,12.3,13,83,8,2,17,5,1.60,21,13,+8,+0.65,+0.78,11.8,15.1,-3.3,-0.27,-0.25
Georg Teigl,AUT,DF,Augsburg,Bundesliga,28,1991,3,111,37,3.6,1.2,1,90,1,2,11,7,1.00,1,6,-5,-4.05,-3.66,0.9,3.1,-2.2,-1.78,-1.45
Álvaro Tejero,ESP,DF,Eibar,La Liga,23,1996,18,1447,80,42.3,16.1,16,85,13,2,45,14,1.17,17,19,-2,-0.12,+0.56,18.3,22.4,-4.1,-0.25,0.00
Bernard Tekpetey,GHA,FW,Düsseldorf,Bundesliga,21,1997,9,448,50,14.6,5.0,5,68,1,4,27,12,0.56,3,10,-7,-1.41,-0.58,5.2,5.1,+0.1,+0.02,+0.79
Nathan Tella,ENG,FW,Southampton,Premier League,20,1999,1,3,3,0.1,0.0,0,,0,1,3,2,3.00,0,0,0,0.00,+0.24,0.1,0.0,+0.1,+3.11,+3.09
Cristian Tello,ESP,MF,Betis,La Liga,27,1991,27,787,29,23.0,8.7,5,73,1,22,19,6,0.70,13,18,-5,-0.57,-0.33,11.1,13.8,-2.7,-0.31,-0.32
Lino Tempelmann,GER,MF,Freiburg,Bundesliga,20,1999,1,33,33,1.1,0.4,1,33,0,0,,16,3.00,0,0,0,0.00,-0.03,0.1,0.8,-0.7,-2.04,-1.49
Arnau Tenas,ESP,GK,Barcelona,La Liga,18,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Łukasz Teodorczyk,POL,FW,Udinese,Serie A,28,1991,14,222,16,6.5,2.5,1,70,0,13,12,18,1.07,4,4,0,0.00,+0.39,4.5,4.3,+0.2,+0.06,+0.38
Hidde ter Avest,NED,DF,Udinese,Serie A,22,1997,20,686,34,20.1,7.6,6,74,2,14,17,12,1.25,10,18,-8,-1.05,-0.85,9.2,12.4,-3.2,-0.41,-0.15
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,27,1992,36,3240,90,94.7,36.0,36,90,36,0,,1,2.17,79,36,+43,+1.19,-1.31,61.5,35.2,+26.3,+0.73,-1.22
Simon Terodde,GER,FW,Köln,Bundesliga,31,1988,23,813,35,26.6,9.0,7,82,4,16,15,6,1.09,11,16,-5,-0.55,-0.03,13.9,13.0,+1.0,+0.11,+0.31
Filippo Terracciano,ITA,MF,Hellas Verona,Serie A,16,2003,0,,,,,0,,0,0,,8,,,,,,,,,,,
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,29,1990,7,624,89,18.2,6.9,7,89,6,0,,31,2.29,14,5,+9,+1.30,+1.49,13.2,9.5,+3.7,+0.54,+0.47
Martin Terrier,FRA,FW,Lyon,Ligue 1,22,1997,23,1198,52,47.5,13.3,13,77,6,10,20,3,1.35,16,12,+4,+0.30,-0.45,16.4,11.7,+4.7,+0.36,-0.10
Aleksa Terzić,SRB,DF,Fiorentina,Serie A,19,1999,2,8,4,0.2,0.1,0,,0,2,4,29,3.00,1,0,+1,+11.25,+11.20,0.1,0.0,+0.1,+1.00,+0.85
Kenny Tete,NED,DF,Lyon,Ligue 1,23,1995,18,1072,60,42.5,11.9,9,86,8,9,33,5,1.06,15,14,+1,+0.08,-0.79,14.9,10.7,+4.3,+0.36,-0.08
Alexander Tettey,NOR,MF,Norwich City,Premier League,33,1986,30,2338,78,68.4,26.0,28,82,13,2,25,3,0.67,17,46,-29,-1.12,+0.55,23.0,40.0,-16.9,-0.65,-0.07
Florian Thauvin,FRA,FW,Marseille,Ligue 1,26,1993,2,22,11,0.9,0.2,0,,0,2,10,0,2.00,0,2,-2,-8.18,-8.69,0.4,1.9,-1.5,-6.32,-6.52
Demba Thiam,SEN,GK,SPAL,Serie A,21,1998,2,180,90,5.3,2.0,2,90,2,0,,36,0.50,2,4,-2,-1.00,+0.33,0.9,4.7,-3.8,-1.90,-1.22
Malick Thiaw,GER,DF,Schalke 04,Bundesliga,17,2001,4,76,19,2.5,0.8,0,,0,4,19,5,0.25,1,1,0,0.00,+0.60,0.8,1.3,-0.5,-0.59,-0.18
Niclas Thiede,GER,GK,Freiburg,Bundesliga,20,1999,1,69,69,2.3,0.8,0,,0,1,69,16,0.00,0,1,-1,-1.30,-1.36,0.5,1.0,-0.5,-0.67,-0.10
Jan Thielmann,GER,FW,Köln,Bundesliga,17,2002,12,554,46,18.1,6.2,7,63,0,5,23,7,1.42,9,10,-1,-0.16,+0.45,6.9,9.4,-2.5,-0.40,-0.34
Sada Thioub,SEN,MF,Angers,Ligue 1,24,1995,23,1508,66,59.8,16.8,15,86,10,8,27,1,1.30,17,17,0,0.00,+0.44,15.0,19.2,-4.2,-0.25,-0.47
Bobby Thomas,ENG,DF,Burnley,Premier League,,,0,,,,,0,,0,0,,4,,,,,,,,,,,
Jordan Thomas,ENG,FW,Norwich City,Premier League,18,2001,1,1,1,0.0,0.0,0,,0,1,1,3,0.00,0,0,0,0.00,+1.29,0.0,0.1,-0.1,-7.14,-6.51
Luke Thomas,ENG,DF,Leicester City,Premier League,18,2001,3,267,89,7.8,3.0,3,89,2,0,,0,1.00,2,4,-2,-0.67,-1.47,5.3,1.8,+3.5,+1.18,+0.79
Romain Thomas,FRA,DF,Angers,Ligue 1,31,1988,27,2340,87,92.9,26.0,27,87,25,0,,1,1.44,27,31,-4,-0.15,+0.35,23.7,28.1,-4.4,-0.17,-1.53
