Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Sergio Floccari,ITA,FW,SPAL,Serie A,37,1981,10.5,3,0,0,23,19,10,16,5,6,0,0,0,45,25,58,30.1
Alessandro Florenzi,ITA,DF,Roma,Serie A,28,1991,11.1,5,0,0,11,14,2,25,7,13,0,0,0,115,12,12,50.0
Alessandro Florenzi,ITA,DF,Valencia,La Liga,28,1991,8.4,1,1,0,6,5,0,22,10,10,0,0,0,75,2,8,20.0
Phil Foden,ENG,FW,Manchester City,Premier League,19,2000,10.0,0,0,0,11,21,1,22,3,9,0,0,0,61,8,17,32.0
Mamadou Fofana,MLI,DF,Metz,Ligue 1,21,1998,17.6,4,0,0,25,3,0,1,17,36,0,1,0,168,25,26,49.0
Seko Fofana,CIV,MF,Udinese,Serie A,24,1995,25.0,4,0,0,24,23,0,20,16,12,0,1,0,209,9,20,31.0
Wesley Fofana,FRA,DF,Saint-Étienne,Ligue 1,18,2000,13.5,4,0,0,14,14,0,2,21,14,0,0,0,146,70,21,76.9
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,20,1999,6.8,1,0,0,11,6,1,5,6,15,0,0,0,76,8,7,53.3
Youssouf Fofana,FRA,MF,Strasbourg,Ligue 1,20,1999,11.2,0,0,0,13,6,1,6,11,14,0,0,0,95,18,9,66.7
Thomas Foket,BEL,DF,Reims,Ligue 1,24,1994,27.0,3,0,0,31,34,0,45,23,36,0,1,0,213,22,32,40.7
Lamine Fomba,FRA,MF,Nîmes,Ligue 1,21,1998,15.3,5,0,0,47,10,0,5,17,31,0,0,0,165,42,46,47.7
José Fonte,POR,DF,Lille,Ligue 1,35,1983,24.5,4,0,0,19,12,0,4,16,15,0,2,0,239,67,35,65.7
Pablo Fornals,ESP,MF,West Ham,Premier League,23,1996,24.1,3,0,0,20,22,7,37,15,29,0,0,0,187,9,49,15.5
Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,27,1991,12.7,1,0,0,15,20,1,11,6,12,0,0,0,69,7,15,31.8
Hernâni Fortes,POR,MF,Levante,La Liga,27,1991,7.3,3,1,1,5,17,5,38,4,3,0,0,0,47,1,8,11.1
Ben Foster,ENG,GK,Watford,Premier League,36,1983,38.0,1,0,0,2,5,0,0,0,0,0,2,0,222,1,0,100.0
Lyle Foster,RSA,FW,Monaco,Ligue 1,18,2000,0.7,0,0,0,1,0,1,0,0,0,0,0,0,4,1,2,33.3
Timothy Fosu-Mensah,NED,DF,Manchester Utd,Premier League,21,1998,1.5,1,0,0,6,0,1,2,4,1,0,0,0,9,1,2,33.3
Dimitri Foulquier,FRA,DF,Granada,La Liga,26,1993,12.4,4,0,0,18,19,0,11,5,8,0,0,0,113,13,23,36.1
Dimitri Foulquier,FRA,DF,Watford,Premier League,26,1993,0.7,0,0,0,0,1,0,0,1,1,0,0,0,4,0,2,0.0
Juan Foyth,ARG,DF,Tottenham,Premier League,21,1998,0.8,1,0,0,3,0,0,0,3,4,0,0,0,11,1,0,100.0
Gianluca Frabotta,ITA,DF,Juventus,Serie A,20,1999,1.0,0,0,0,2,0,0,1,1,1,0,0,0,5,2,0,100.0
Raphael Framberger,GER,DF,Augsburg,Bundesliga,23,1995,13.1,3,0,0,19,8,1,15,11,24,0,1,0,130,23,19,54.8
Simon Francis,ENG,DF,Bournemouth,Premier League,34,1985,10.8,5,1,1,8,1,0,13,7,12,0,0,0,118,48,28,63.2
Mike Frantz,GER,MF,Freiburg,Bundesliga,32,1986,3.9,2,0,0,8,6,0,6,1,4,0,0,0,36,8,8,50.0
Ryan Fraser,SCO,MF,Bournemouth,Premier League,25,1994,23.0,2,0,0,13,36,1,98,10,8,0,0,0,139,10,26,27.8
Fred,BRA,MF,Manchester Utd,Premier League,26,1993,24.0,8,0,0,50,46,1,27,28,51,0,0,0,326,8,16,33.3
Ryan Fredericks,ENG,DF,West Ham,Premier League,26,1992,24.9,7,0,0,28,22,0,53,20,48,0,0,0,200,28,39,41.8
Kieron Freeman,WAL,FW,Sheffield Utd,Premier League,27,1992,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0
Luke Freeman,ENG,MF,Sheffield Utd,Premier League,27,1992,4.1,2,0,0,6,4,0,4,7,4,0,0,0,36,5,4,55.6
Remo Freuler,SUI,MF,Atalanta,Serie A,27,1992,26.0,3,0,0,51,39,0,25,21,48,0,0,0,283,14,23,37.8
Samúel Friðjónsson,ISL,MF,Paderborn 07,Bundesliga,23,1996,2.1,1,0,0,3,1,0,0,2,2,0,0,0,28,1,4,20.0
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,21,1998,24.3,9,0,0,37,44,0,51,31,44,0,0,0,191,22,15,59.5
Marvin Friedrich,GER,DF,Union Berlin,Bundesliga,23,1995,31.0,11,1,1,43,15,0,8,36,35,0,0,0,308,99,71,58.2
Jorge de Frutos,ESP,MF,Valladolid,La Liga,22,1997,0.7,0,0,0,2,0,0,1,0,0,0,0,0,6,0,1,0.0
Christian Fuchs,AUT,DF,Leicester City,Premier League,33,1986,8.6,0,0,0,4,0,1,11,14,9,0,0,0,79,22,17,56.4
Angelo Fulgini,FRA,MF,Angers,Ligue 1,22,1996,17.5,3,1,1,28,69,1,32,22,23,0,0,0,147,18,26,40.9
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,26,1993,4.5,2,0,0,9,9,3,4,0,1,0,0,0,13,24,30,44.4
Ramiro Funes Mori,ARG,DF,Villarreal,La Liga,28,1991,5.0,1,0,0,7,6,0,0,3,1,0,0,0,56,11,9,55.0
Daniel Fuzato,BRA,GK,Roma,Serie A,22,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Matteo Gabbia,ITA,DF,Milan,Serie A,19,1999,7.6,1,0,0,14,4,0,0,3,4,0,1,0,88,28,12,70.0
Manolo Gabbiadini,ITA,FW,Sampdoria,Serie A,27,1991,22.6,2,0,0,33,41,14,29,11,11,1,0,0,91,27,71,27.6
Gabriel,BRA,GK,Lecce,Serie A,26,1992,33.3,4,0,0,1,5,0,0,0,0,0,1,1,159,0,0,
Ruben Gabrielsen,NOR,DF,Toulouse,Ligue 1,27,1992,7.3,0,1,0,2,5,0,0,5,7,0,0,0,53,22,12,64.7
Mijat Gaćinović,SRB,MF,Eint Frankfurt,Bundesliga,24,1995,11.6,2,0,0,20,24,0,13,12,17,0,0,0,91,5,9,35.7
Luca Gagliano,ITA,FW,Cagliari,Serie A,19,2000,0.6,0,0,0,4,1,0,0,1,0,0,0,0,4,2,4,33.3
Roberto Gagliardini,ITA,MF,Inter,Serie A,25,1994,20.0,5,0,0,38,29,4,11,20,27,1,0,0,162,26,20,56.5
Riccardo Gagliolo,SWE,DF,Parma,Serie A,29,1990,28.9,7,0,0,34,41,2,56,27,39,0,2,0,233,17,29,37.0
Nicolás Gaitán,ARG,MF,Lille,Ligue 1,31,1988,0.6,0,0,0,3,0,0,1,0,1,0,0,0,8,2,2,50.0
Marvin Gakpa,FRA,MF,Metz,Ligue 1,25,1993,5.2,0,0,0,6,3,0,13,4,7,0,0,0,48,2,7,22.2
Enric Gallego,ESP,FW,Getafe,La Liga,32,1986,1.8,0,0,0,7,2,0,1,2,2,0,0,0,8,7,17,29.2
Enric Gallego,ESP,FW,Osasuna,La Liga,32,1986,9.8,5,1,0,37,10,10,3,3,6,0,0,0,35,85,75,53.1
Kévin Gameiro,FRA,FW,Valencia,La Liga,32,1987,17.6,0,0,0,17,17,13,20,6,12,0,0,0,77,7,40,14.9
Fran Gámez,ESP,DF,Mallorca,La Liga,28,1991,19.6,5,0,0,28,8,2,43,20,40,0,1,1,183,12,13,48.0
Idrissa Gana Gueye,SEN,MF,Paris S-G,Ligue 1,29,1989,18.4,2,0,0,43,24,1,5,22,47,0,0,0,195,17,13,56.7
Ignatius Ganago,CMR,FW,Nice,Ligue 1,20,1999,13.8,0,0,0,16,27,3,10,4,8,2,0,0,65,10,20,33.3
Ezequiel Garay,ARG,DF,Valencia,La Liga,32,1986,16.0,2,0,0,14,1,0,3,8,7,0,1,0,125,27,17,61.4
Dani García,ESP,MF,Athletic Club,La Liga,29,1990,33.7,11,0,0,64,43,0,3,28,43,0,2,0,455,52,45,53.6
David García,ESP,DF,Osasuna,La Liga,25,1994,31.0,7,0,0,58,14,0,0,17,27,0,0,0,413,151,58,72.2
Eric García,ESP,DF,Manchester City,Premier League,18,2001,8.8,1,0,0,11,2,0,1,10,4,0,0,0,65,10,12,45.5
Javi García,ESP,MF,Betis,La Liga,32,1987,4.2,2,0,0,5,6,0,0,1,1,0,0,1,37,15,6,71.4
Manu García,ESP,MF,Alavés,La Liga,33,1986,21.9,11,1,1,66,42,3,5,13,38,0,2,0,241,59,46,56.2
Raúl García,ESP,DF,Valladolid,La Liga,30,1989,11.2,2,0,0,8,8,1,45,8,13,0,0,0,79,14,12,53.8
Raúl García,ESP,DF,Getafe,La Liga,30,1989,2.7,0,0,0,3,5,0,18,3,5,0,0,0,26,4,0,100.0
Raúl García,ESP,MF,Athletic Club,La Liga,33,1986,31.9,11,0,0,78,63,18,34,16,37,2,0,0,196,186,159,53.9
Rubén García,ESP,MF,Osasuna,La Liga,26,1993,24.3,6,0,0,50,34,7,64,9,26,0,0,0,162,29,57,33.7
Unai García,ESP,DF,Osasuna,La Liga,27,1992,6.0,0,0,0,4,4,0,3,2,5,0,0,0,72,25,16,61.0
Víctor García,ESP,FW,Valladolid,La Liga,22,1997,1.0,0,0,0,0,0,0,2,0,2,0,0,0,10,1,1,50.0
James Garner,ENG,MF,Manchester Utd,Premier League,18,2001,0.1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,
Manuel Garrido,ESP,FW,Leganés,La Liga,18,2000,1.3,1,0,0,8,0,0,0,0,0,0,0,0,3,3,5,37.5
Mario Gaspar,ESP,DF,Villarreal,La Liga,28,1990,21.8,2,0,0,36,13,0,23,15,20,0,0,0,164,44,39,53.0
Daniele Gastaldello,ITA,DF,Brescia,Serie A,36,1983,4.3,1,0,0,1,4,0,2,1,8,0,1,0,37,8,8,50.0
Dwight Gayle,ENG,FW,Newcastle Utd,Premier League,28,1990,9.4,2,0,0,8,13,2,5,1,10,0,0,0,25,23,46,33.3
Paulo Gazzaniga,ARG,GK,Tottenham,Premier League,27,1992,17.9,1,0,0,1,3,0,0,0,0,0,1,0,80,0,0,
Jean-Philippe Gbamin,CIV,MF,Everton,Premier League,23,1995,1.5,0,0,0,2,2,0,0,0,4,0,0,0,15,2,2,50.0
Yann Gboho,FRA,FW,Rennes,Ligue 1,18,2001,2.5,1,0,0,8,6,1,2,1,2,0,0,0,11,2,8,20.0
David de Gea,ESP,GK,Manchester Utd,Premier League,28,1990,38.0,2,0,0,0,7,0,0,0,0,0,0,0,145,0,0,
Theodor Gebre Selassie,CZE,DF,Werder Bremen,Bundesliga,32,1986,27.0,2,0,0,25,23,2,32,33,30,1,0,0,173,61,42,59.2
Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,21,1998,12.6,3,0,0,28,17,1,13,7,10,0,0,0,103,6,15,28.6
Jérémy Gélin,FRA,DF,Rennes,Ligue 1,22,1997,10.3,1,0,0,7,10,0,1,12,6,0,0,0,90,18,18,50.0
Christian Gentner,GER,MF,Union Berlin,Bundesliga,33,1985,27.1,4,0,0,39,41,4,25,26,36,1,0,0,291,31,33,48.4
Yannick Gerhardt,GER,MF,Wolfsburg,Bundesliga,25,1994,9.2,1,0,0,12,20,1,9,7,20,0,0,0,111,10,10,50.0
Valère Germain,FRA,FW,Marseille,Ligue 1,29,1990,15.0,1,0,0,16,14,2,24,3,19,1,0,0,78,30,54,35.7
Gervinho,CIV,FW,Parma,Serie A,32,1987,25.2,3,0,0,12,14,18,23,7,7,0,0,0,84,2,9,18.2
Anwar El Ghazi,NED,FW,Aston Villa,Premier League,24,1995,22.8,3,0,0,21,19,12,68,11,10,0,0,0,122,31,52,37.3
Rachid Ghezzal,ALG,MF,Fiorentina,Serie A,27,1992,9.2,5,0,0,25,17,1,20,8,17,1,0,0,68,8,7,53.3
Andrea Ghezzi,ITA,MF,Brescia,Serie A,18,2001,0.4,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0.0
Paolo Ghiglione,ITA,DF,Genoa,Serie A,22,1997,19.1,4,0,0,25,24,3,86,14,19,0,0,0,136,11,14,44.0
Andrea Ghion,ITA,MF,Sassuolo,Serie A,19,2000,0.5,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,
Saman Ghoddos,IRN,FW,Amiens,Ligue 1,25,1993,2.6,1,0,0,8,1,1,6,2,2,0,0,0,20,1,1,50.0
Faouzi Ghoulam,ALG,DF,Napoli,Serie A,28,1991,4.2,2,0,0,6,6,0,17,4,3,0,0,0,25,5,10,33.3
Morgan Gibbs-White,ENG,MF,Wolves,Premier League,19,2000,1.4,0,0,0,1,4,0,2,0,1,0,0,0,13,3,3,50.0
Niko Gießelmann,GER,DF,Düsseldorf,Bundesliga,27,1991,22.9,6,0,0,28,43,1,45,17,23,0,0,0,199,40,23,63.5
Rafał Gikiewicz,POL,GK,Union Berlin,Bundesliga,31,1987,33.0,0,0,0,2,4,0,0,0,0,0,2,0,184,0,0,
José Antonio Martínez Gil,ESP,DF,Granada,La Liga,26,1993,13.2,0,0,0,5,8,0,2,8,11,0,0,0,137,38,18,67.9
Billy Gilmour,SCO,MF,Chelsea,Premier League,18,2001,2.2,0,0,0,3,2,0,0,2,4,0,0,0,31,3,5,37.5
Daniel Ginczek,GER,FW,Wolfsburg,Bundesliga,28,1991,8.5,2,0,0,9,9,5,4,1,3,0,0,0,40,21,27,43.8
Matthias Ginter,GER,DF,M'Gladbach,Bundesliga,25,1994,30.9,2,0,0,14,22,2,3,23,20,0,0,0,322,96,59,61.9
Andrei Girotto,BRA,DF,Nantes,Ligue 1,27,1992,24.2,6,1,1,33,21,2,2,22,54,0,0,0,267,64,50,56.1
Olivier Giroud,FRA,FW,Chelsea,Premier League,32,1986,11.0,1,0,0,19,11,9,2,1,3,0,0,0,47,44,41,51.8
Klaus Gjasula,ALB,MF,Paderborn 07,Bundesliga,29,1989,25.3,17,0,0,59,16,0,4,27,47,0,0,0,307,60,42,58.8
Kamil Glik,POL,DF,Monaco,Ligue 1,31,1988,23.0,5,0,0,28,16,1,0,18,13,0,2,0,161,59,36,62.1
Serge Gnabry,GER,FW,Bayern Munich,Bundesliga,24,1995,24.4,0,0,0,16,28,16,73,17,25,0,0,0,152,5,17,22.7
Joris Gnagnon,FRA,DF,Rennes,Ligue 1,22,1997,14.2,2,0,0,16,8,0,2,5,15,0,0,0,95,53,23,69.7
Eddy Gnahoré,FRA,MF,Amiens,Ligue 1,25,1993,12.6,4,1,1,29,7,1,3,13,20,0,0,0,144,13,12,52.0
Ben Godfrey,ENG,DF,Norwich City,Premier League,21,1998,29.4,3,1,0,14,12,0,2,17,22,0,1,1,275,72,37,66.1
Diego Godín,URU,DF,Inter,Serie A,33,1986,18.1,5,0,0,32,16,3,5,25,29,0,0,0,173,56,36,60.9
Akaki Gogia,GER,MF,Union Berlin,Bundesliga,27,1992,1.3,0,0,0,2,3,0,4,1,1,0,0,0,7,4,1,80.0
Mauro Goicoechea,URU,GK,Toulouse,Ligue 1,31,1988,2.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,
Edoardo Goldaniga,ITA,DF,Genoa,Serie A,25,1993,8.7,4,0,0,15,22,0,10,11,7,0,0,0,94,22,25,46.8
Benjamin Goller,GER,FW,Werder Bremen,Bundesliga,20,1999,3.2,0,0,0,4,5,0,2,0,6,0,0,0,23,3,7,30.0
Pierluigi Gollini,ITA,GK,Atalanta,Serie A,24,1995,32.0,3,0,0,0,10,0,0,0,0,0,0,0,185,0,0,
Aleksandr Golovin,RUS,MF,Monaco,Ligue 1,23,1996,22.9,6,1,1,36,39,2,40,28,35,0,0,0,200,9,9,50.0
André Gomes,POR,MF,Everton,Premier League,26,1993,16.2,6,0,0,47,23,0,8,5,24,0,1,0,171,13,15,46.4
Angel Gomes,ENG,MF,Manchester Utd,Premier League,18,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Ibai Gómez,ESP,FW,Athletic Club,La Liga,29,1989,7.7,0,0,0,3,3,5,37,3,3,0,0,0,54,2,6,25.0
Joe Gomez,ENG,DF,Liverpool,Premier League,22,1997,22.3,7,0,0,24,17,0,5,19,15,0,1,0,351,72,44,62.1
Maxi Gómez,URU,FW,Valencia,La Liga,22,1996,23.8,5,0,0,49,58,32,8,4,7,0,0,0,62,78,78,50.0
Moi Gómez,ESP,FW,Villarreal,La Liga,25,1994,25.8,1,0,0,26,29,8,68,20,16,2,0,0,181,10,31,24.4
Papu Gómez,ARG,MF,Atalanta,Serie A,31,1988,31.6,2,0,0,18,86,3,88,10,24,0,0,0,211,4,19,17.4
Sergi Gómez,ESP,DF,Sevilla,La Liga,27,1992,8.0,4,0,0,7,2,0,1,2,4,0,0,0,71,24,23,51.1
Alfred Gomis,SEN,GK,Dijon,Ligue 1,25,1993,18.0,0,0,0,0,2,0,0,0,0,0,0,0,129,0,0,
Maxime Gonalons,FRA,MF,Granada,La Liga,30,1989,16.7,7,0,0,46,28,0,1,12,39,0,0,0,179,39,29,57.4
Mathieu Goncalves,FRA,DF,Toulouse,Ligue 1,18,2001,3.5,1,0,0,5,1,0,0,1,4,0,2,1,30,2,2,50.0
Jérôme Gondorf,GER,MF,Freiburg,Bundesliga,31,1988,1.3,1,0,0,4,2,0,0,0,5,0,0,0,13,2,2,50.0
Álvaro González,ESP,DF,Marseille,Ligue 1,29,1990,18.1,4,1,0,17,15,0,0,13,8,0,0,1,129,36,20,64.3
Bruno González,ESP,DF,Getafe,La Liga,29,1990,2.0,1,0,0,6,2,1,1,2,2,0,1,0,18,2,4,33.3
Bruno González,ESP,DF,Levante,La Liga,29,1990,5.1,0,0,0,3,2,0,0,5,4,0,0,1,47,7,4,63.6
Édgar González,ESP,MF,Betis,La Liga,22,1997,7.6,3,0,0,9,7,0,0,5,7,0,1,0,69,23,7,76.7
Gonzalo,ESP,DF,Levante,La Liga,22,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Anthony Gordon,ENG,MF,Everton,Premier League,18,2001,4.9,0,0,0,10,12,1,8,1,6,0,0,0,23,0,7,0.0
Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,24,1995,16.8,2,0,0,24,28,0,6,19,21,2,0,0,180,27,27,50.0
Andoni Gorosabel,ESP,DF,Real Sociedad,La Liga,22,1996,7.9,2,0,0,12,12,0,22,13,9,0,0,0,74,11,10,52.4
Robin Gosens,GER,DF,Atalanta,Serie A,25,1994,29.1,3,0,0,38,43,6,72,17,32,0,0,0,225,43,23,65.2
Dan Gosling,ENG,MF,Bournemouth,Premier League,29,1990,14.0,3,0,0,25,24,2,3,12,20,0,0,0,130,22,30,42.3
Mario Götze,GER,FW,Dortmund,Bundesliga,27,1992,5.8,0,0,0,6,11,5,10,2,8,0,0,0,27,2,9,18.2
Prince-Désir Gouano,FRA,DF,Amiens,Ligue 1,25,1993,3.0,0,0,0,3,2,0,1,4,2,0,0,0,16,3,2,60.0
Amine Gouiri,FRA,FW,Lyon,Ligue 1,19,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,28,1991,18.3,5,0,0,13,6,1,2,20,25,0,0,0,182,29,25,53.7
Max Gradel,CIV,MF,Toulouse,Ligue 1,31,1987,18.2,4,0,0,27,47,2,54,10,28,2,0,0,132,15,43,25.9
Samuel Grandsir,FRA,FW,Brest,Ligue 1,22,1996,16.6,0,0,0,20,20,6,50,7,19,0,0,0,93,6,22,21.4
Esteban Granero,ESP,MF,Espanyol,La Liga,32,1987,5.3,5,0,0,12,8,0,10,4,7,0,0,0,44,6,13,31.6
Alberto Grassi,ITA,MF,Parma,Serie A,24,1995,7.1,6,0,0,9,12,1,6,16,7,1,1,0,66,6,5,54.5
Andre Gray,JAM,FW,Watford,Premier League,28,1991,8.4,1,0,0,10,3,6,8,0,5,0,0,0,38,14,33,29.8
Demarai Gray,ENG,MF,Leicester City,Premier League,23,1996,6.9,1,0,0,3,11,3,22,5,5,1,0,0,63,3,7,30.0
Jack Grealish,ENG,FW,Aston Villa,Premier League,23,1995,35.9,8,0,0,37,180,4,67,15,28,0,0,0,253,17,35,32.7
Mason Greenwood,ENG,FW,Manchester Utd,Premier League,17,2001,14.7,0,0,0,11,17,3,13,7,13,0,0,0,70,6,14,30.0
Michael Gregoritsch,AUT,MF,Augsburg,Bundesliga,25,1994,3.4,0,0,0,3,4,1,1,4,3,0,0,0,19,6,7,46.2
Michael Gregoritsch,AUT,FW,Schalke 04,Bundesliga,25,1994,9.2,2,0,0,13,6,2,4,2,4,0,0,0,33,44,44,50.0
Clément Grenier,FRA,MF,Rennes,Ligue 1,28,1991,9.3,2,0,0,12,11,0,7,6,10,0,0,0,81,11,5,68.8
Antoine Griezmann,FRA,FW,Barcelona,La Liga,28,1991,28.3,2,0,0,15,24,16,29,10,18,0,0,0,128,24,30,44.4
Vincenzo Grifo,ITA,MF,Hoffenheim,Bundesliga,26,1993,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
Vincenzo Grifo,ITA,MF,Freiburg,Bundesliga,26,1993,18.0,1,1,0,10,15,6,45,12,9,0,0,0,146,10,18,35.7
Florian Grillitsch,AUT,MF,Hoffenheim,Bundesliga,23,1995,26.8,3,0,0,29,53,0,8,36,45,0,0,0,344,34,26,56.7
Jérémy Grimm,FRA,FW,Strasbourg,Ligue 1,32,1987,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arnaut Groeneveld,NED,MF,Bournemouth,Premier League,22,1997,7.0,0,0,0,0,6,5,6,5,5,0,0,0,36,3,10,23.1
Christian Groß,GER,DF,Werder Bremen,Bundesliga,30,1989,9.7,2,0,0,14,8,0,3,7,12,0,1,0,77,9,13,40.9
Pascal Groß,GER,FW,Brighton,Premier League,28,1991,20.0,4,0,0,23,17,8,65,9,21,0,0,1,123,15,33,31.3
Carlos Gruezo,ECU,MF,Augsburg,Bundesliga,24,1995,9.8,3,0,0,16,7,0,1,4,18,0,0,0,91,9,9,50.0
Marko Grujić,SRB,MF,Hertha BSC,Bundesliga,23,1996,26.8,9,0,0,72,28,0,4,20,34,0,1,0,269,94,48,66.2
Vicente Guaita,ESP,GK,Crystal Palace,Premier League,32,1987,35.0,1,0,0,0,5,0,0,0,0,0,0,1,164,0,1,0.0
Andrés Guardado,MEX,MF,Betis,La Liga,32,1986,22.7,9,0,0,33,23,1,9,18,18,0,1,0,204,14,28,33.3
Sergi Guardiola,ESP,FW,Valladolid,La Liga,28,1991,29.5,6,0,0,56,75,20,33,4,11,1,0,0,118,27,86,23.9
Nemanja Gudelj,SRB,MF,Sevilla,La Liga,27,1991,13.5,6,0,0,27,21,0,2,12,12,0,1,0,126,20,21,48.8
Gonçalo Guedes,POR,MF,Valencia,La Liga,22,1996,14.1,3,0,0,18,53,6,28,7,21,0,0,0,84,4,15,21.1
Mattéo Guendouzi,FRA,MF,Arsenal,Premier League,20,1999,19.4,6,0,0,25,59,0,6,22,13,1,0,0,192,11,18,37.9
Raphaël Guerreiro,POR,DF,Dortmund,Bundesliga,25,1993,25.9,3,0,0,11,21,0,45,30,29,0,0,0,251,10,20,33.3
Adrián Guerrero,ESP,DF,Valencia,La Liga,21,1998,1.4,1,0,0,3,1,0,2,1,1,0,0,0,6,0,0,
Ander Guevara,ESP,MF,Real Sociedad,La Liga,22,1997,10.4,4,0,0,27,11,0,2,7,18,0,0,0,142,14,18,43.8
Babacar Guèye,SEN,FW,Paderborn 07,Bundesliga,24,1994,1.2,0,0,0,4,1,1,0,0,0,0,0,0,3,1,2,33.3
John Guidetti,SWE,FW,Alavés,La Liga,27,1992,1.1,0,0,0,0,2,0,0,0,2,0,0,0,3,1,1,50.0
Josuha Guilavogui,FRA,MF,Wolfsburg,Bundesliga,28,1990,22.9,7,1,1,49,14,5,3,40,28,0,1,0,298,60,31,65.9
Frederic Guilbert,FRA,DF,Aston Villa,Premier League,24,1994,22.7,7,0,0,45,26,2,64,30,38,0,0,0,220,42,60,41.2
Hugo Guillamón,ESP,DF,Valencia,La Liga,19,2000,5.5,3,0,0,11,9,0,1,3,8,0,0,0,35,6,11,35.3
Bruno Guimarães,BRA,MF,Lyon,Ligue 1,21,1997,3.0,1,0,0,7,9,0,0,1,9,0,0,0,30,1,0,100.0
Sehrou Guirassy,GUI,FW,Amiens,Ligue 1,23,1996,21.3,6,0,0,41,65,14,6,5,4,4,0,0,81,90,105,46.2
Rafik Guitane,FRA,MF,Rennes,Ligue 1,20,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Péter Gulácsi,HUN,GK,RB Leipzig,Bundesliga,29,1990,32.0,0,0,0,0,1,0,0,0,0,0,0,0,212,0,0,
Manuel Gulde,GER,DF,Freiburg,Bundesliga,28,1991,15.2,0,0,0,7,12,2,7,12,20,0,0,0,150,39,32,54.9
Sinan Gümüş,TUR,FW,Genoa,Serie A,25,1994,1.1,0,0,0,2,4,0,1,0,0,0,0,0,5,0,1,0.0
İlkay Gündoğan,GER,MF,Manchester City,Premier League,28,1990,22.4,7,0,0,21,18,2,8,27,19,0,1,0,220,18,7,72.0
Angus Gunn,ENG,GK,Southampton,Premier League,23,1996,10.0,0,0,0,0,3,0,0,0,0,0,0,0,38,0,0,
Christian Günter,GER,DF,Freiburg,Bundesliga,26,1993,33.7,2,0,0,26,26,3,146,10,23,1,0,0,196,11,31,26.2
Koray Günter,GER,DF,Hellas Verona,Serie A,24,1994,30.4,7,0,0,48,16,0,4,42,23,0,2,0,368,92,75,55.1
Régis Gurtner,FRA,GK,Amiens,Ligue 1,32,1986,28.0,0,0,0,0,6,0,0,0,0,0,0,0,127,0,1,0.0
Luiz Gustavo,BRA,MF,Marseille,Ligue 1,32,1987,2.1,0,0,0,8,1,0,1,4,6,0,0,0,18,2,2,50.0
Jonathan de Guzmán,NED,MF,Eint Frankfurt,Bundesliga,31,1987,1.0,1,0,0,5,2,0,6,0,1,0,0,0,18,1,1,50.0
Erling Haaland,NOR,FW,Dortmund,Bundesliga,19,2000,11.8,0,0,0,10,8,3,4,5,5,1,0,0,44,21,23,47.7
Janik Haberer,GER,MF,Freiburg,Bundesliga,25,1994,19.1,5,1,1,36,47,0,9,17,23,0,0,0,231,34,57,37.4
Alexander Hack,GER,DF,Mainz 05,Bundesliga,25,1993,8.9,2,0,0,13,14,0,0,18,16,0,1,0,104,38,22,63.3
Munir El Haddadi,MAR,FW,Sevilla,La Liga,23,1995,13.9,1,0,0,15,49,9,32,4,19,0,0,0,82,20,31,39.2
André Hahn,GER,FW,Augsburg,Bundesliga,28,1990,7.8,6,1,1,26,10,7,15,7,5,0,0,0,57,27,19,58.7
Amadou Haidara,MLI,MF,RB Leipzig,Bundesliga,21,1998,8.4,1,0,0,20,6,1,7,5,21,0,1,0,109,15,17,46.9
Achraf Hakimi,MAR,DF,Dortmund,Bundesliga,20,1998,30.2,5,0,0,27,56,2,89,24,37,0,0,0,275,18,21,46.2
Sébastien Haller,CIV,FW,West Ham,Premier League,25,1994,25.2,1,0,0,53,49,18,8,6,17,1,0,0,121,200,195,50.6
Marcel Halstenberg,GER,DF,RB Leipzig,Bundesliga,27,1991,28.0,6,1,1,26,17,1,27,28,20,0,0,0,331,62,27,69.7
