Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Lukas Klünter,GER,DF,Hertha BSC,Bundesliga,23,1996,20.9,5,0,0,35,26,3,26,17,23,0,1,0,184,28,23,54.9
Robin Knoche,GER,DF,Wolfsburg,Bundesliga,27,1992,17.7,2,0,0,9,5,3,4,25,25,0,0,0,204,50,38,56.8
Robin Koch,GER,DF,Freiburg,Bundesliga,23,1996,30.1,3,0,0,32,20,0,4,18,24,0,1,0,290,110,57,65.9
Giorgi Kochorashvili,GEO,MF,Levante,La Liga,20,1999,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Jonathan Kodjia,CIV,FW,Aston Villa,Premier League,29,1989,1.3,1,0,0,2,2,0,0,0,0,0,0,0,5,5,4,55.6
Kenan Kodro,BIH,FW,Athletic Club,La Liga,25,1993,4.0,0,0,0,4,7,3,1,1,0,0,0,0,16,19,16,54.3
Dominik Kohr,GER,MF,Eint Frankfurt,Bundesliga,25,1994,16.1,5,1,0,34,19,1,13,18,39,0,0,0,167,22,38,36.7
Koke,ESP,MF,Atlético Madrid,La Liga,27,1992,30.0,5,0,0,32,35,1,35,22,54,1,1,0,291,28,30,48.3
Aleksandar Kolarov,SRB,DF,Roma,Serie A,33,1985,30.4,6,0,0,34,31,3,81,18,25,0,2,0,254,44,32,57.9
Sead Kolašinac,BIH,DF,Arsenal,Premier League,26,1993,18.9,4,0,0,25,18,5,29,15,18,0,0,0,193,24,18,57.1
Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,27,1991,14.5,6,0,0,20,6,1,22,24,12,0,2,0,127,25,16,61.0
Ghislain Konan,CIV,DF,Reims,Ligue 1,23,1995,14.8,2,1,1,19,23,0,36,26,25,0,1,0,151,20,34,37.0
Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,20,1999,6.3,2,0,0,4,5,0,3,5,7,0,0,0,72,18,3,85.7
Moussa Konaté,SEN,FW,Amiens,Ligue 1,26,1993,6.8,0,0,0,14,11,1,1,0,4,0,0,0,22,15,28,34.9
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,26,1993,20.1,5,0,0,46,43,3,0,24,47,0,2,1,226,41,40,50.6
Kouadio Koné,FRA,MF,Toulouse,Ligue 1,18,2001,9.7,5,1,1,24,29,0,1,20,25,0,0,0,92,9,16,36.0
Lamine Koné,CIV,DF,Strasbourg,Ligue 1,30,1989,16.4,4,0,0,19,11,2,4,20,20,0,0,0,150,33,13,71.7
Moussa Koné,SEN,FW,Nîmes,Ligue 1,22,1996,1.6,0,0,0,3,3,3,0,1,2,0,0,0,6,2,11,15.4
Youssouf Koné,MLI,DF,Lyon,Ligue 1,24,1995,9.1,1,1,0,3,9,0,20,6,15,0,0,0,74,6,6,50.0
Ezri Konsa,ENG,DF,Aston Villa,Premier League,21,1997,22.7,3,0,0,21,35,1,8,14,18,0,1,0,205,48,45,51.6
Pascal Köpke,GER,FW,Hertha BSC,Bundesliga,23,1995,1.3,0,0,0,3,4,2,1,0,0,0,0,0,8,4,9,30.8
Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,33,1985,24.3,3,0,0,18,13,2,0,16,16,0,1,0,226,55,33,62.5
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,26,1992,32.9,4,0,0,37,42,4,223,15,47,0,0,0,318,21,8,72.4
Christian Kouamé,CIV,FW,Fiorentina,Serie A,21,1997,3.3,0,0,0,7,7,0,1,4,1,0,0,0,16,10,20,33.3
Christian Kouamé,CIV,FW,Genoa,Serie A,21,1997,10.2,1,0,0,21,23,6,4,1,3,2,0,0,62,30,35,46.2
Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,26,1992,24.0,2,0,0,0,2,0,0,1,0,0,0,0,140,0,0,
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,28,1991,23.4,7,1,0,42,17,0,4,17,41,0,1,1,238,50,27,64.9
Efthimis Koulouris,GRE,FW,Toulouse,Ligue 1,23,1996,17.1,1,0,0,15,13,5,13,4,6,0,0,0,81,30,72,29.4
Jules Koundé,FRA,DF,Sevilla,La Liga,20,1998,25.7,6,0,0,23,13,0,9,12,17,0,1,0,249,105,36,74.5
Leonardo Koutris,GRE,DF,Mallorca,La Liga,24,1995,1.0,0,0,0,3,0,0,1,0,0,0,1,0,13,2,4,33.3
Cheikhou Kouyaté,SEN,MF,Crystal Palace,Premier League,29,1989,28.1,4,0,0,39,30,2,9,18,45,0,0,0,256,83,62,57.2
Mateo Kovačić,CRO,MF,Chelsea,Premier League,25,1994,23.0,8,0,0,22,55,0,14,12,55,0,0,0,244,8,19,29.6
Dawid Kownacki,POL,FW,Düsseldorf,Bundesliga,22,1997,12.1,4,0,0,24,26,2,13,11,13,0,0,0,87,33,43,43.4
İsmail Köybaşı,TUR,DF,Granada,La Liga,30,1989,2.6,1,0,0,4,2,0,5,1,6,0,0,0,15,4,6,40.0
Thomas Kraft,GER,GK,Hertha BSC,Bundesliga,31,1988,4.0,1,0,0,0,2,0,0,0,0,0,0,0,17,0,0,
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,24,1994,11.3,0,0,0,3,8,0,11,6,12,0,0,0,84,10,8,55.6
Andrej Kramarić,CRO,FW,Hoffenheim,Bundesliga,28,1991,15.8,3,0,0,6,20,7,20,2,2,0,0,0,78,8,19,29.6
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,28,1991,16.3,4,0,0,33,26,1,7,11,28,0,0,0,203,24,11,68.6
Tom Krauß,GER,MF,RB Leipzig,Bundesliga,18,2001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Ladislav Krejčí,CZE,DF,Bologna,Serie A,27,1992,11.7,1,0,0,18,5,3,19,11,9,0,0,0,73,11,9,55.0
Rene Krhin,SVN,DF,Nantes,Ligue 1,29,1990,3.6,0,0,0,2,3,0,0,6,3,0,1,0,53,15,3,83.3
Felix Kroos,GER,MF,Union Berlin,Bundesliga,28,1991,4.2,1,0,0,14,3,0,1,2,12,0,0,0,43,4,5,44.4
Toni Kroos,GER,MF,Real Madrid,La Liga,29,1990,29.5,2,0,0,30,49,2,49,12,41,0,0,0,208,11,10,52.4
Tim Krul,NED,GK,Norwich City,Premier League,31,1988,36.0,4,0,0,1,5,0,0,0,0,0,1,1,160,0,0,
Rade Krunić,BIH,MF,Milan,Serie A,25,1993,6.0,3,0,0,14,18,0,2,5,11,0,0,0,58,9,10,47.4
Lukas Kübler,GER,DF,Freiburg,Bundesliga,26,1992,2.3,1,0,0,3,1,0,2,4,0,0,0,0,18,4,3,57.1
Takefusa Kubo,JPN,MF,Mallorca,La Liga,18,2001,25.7,4,0,0,38,78,4,57,19,25,2,0,0,148,9,25,26.5
Juraj Kucka,SVK,MF,Parma,Serie A,32,1987,21.5,5,1,0,55,56,3,26,15,35,1,0,0,180,83,66,55.7
Dejan Kulusevski,SWE,FW,Parma,Serie A,19,2000,32.6,3,0,0,58,43,6,56,21,21,1,0,0,249,12,34,26.1
Marash Kumbulla,ALB,DF,Hellas Verona,Serie A,19,2000,21.7,7,1,1,49,24,1,1,35,39,0,0,0,181,68,35,66.0
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,24,1995,20.7,6,0,0,27,17,0,16,22,28,0,1,0,261,17,28,37.8
Jasmin Kurtić,SVN,MF,Parma,Serie A,30,1989,18.5,5,0,0,22,20,1,37,10,20,0,0,0,133,23,16,59.0
Jasmin Kurtić,SVN,MF,SPAL,Serie A,30,1989,15.7,5,0,0,21,37,1,58,9,16,0,0,0,98,30,28,51.7
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,26,1992,9.5,4,0,0,20,9,1,19,14,9,1,0,0,84,20,14,58.8
Dereck Kutesa,SUI,FW,Reims,Ligue 1,21,1997,5.9,0,0,0,5,6,2,8,0,7,0,0,0,36,3,8,27.3
Ahmed Kutucu,TUR,FW,Schalke 04,Bundesliga,19,2000,7.5,2,0,0,11,5,4,9,4,9,0,0,0,42,11,21,34.4
Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,22,1997,10.9,4,0,0,22,12,0,23,16,21,0,0,0,95,29,11,72.5
Giorgos Kyriakopoulos,GRE,DF,Sassuolo,Serie A,23,1996,18.3,4,0,0,22,32,2,32,8,27,0,0,0,145,18,24,42.9
Antonino La Gumina,ITA,FW,Sampdoria,Serie A,23,1996,2.1,0,0,0,1,3,1,0,0,1,0,0,0,3,5,13,27.8
Andrea La Mantia,ITA,FW,Lecce,Serie A,28,1991,6.1,1,0,0,18,18,3,3,3,0,0,1,0,21,33,17,66.0
Gaëtan Laborde,FRA,FW,Montpellier,Ligue 1,25,1994,24.9,1,0,0,40,33,7,33,9,18,1,0,0,137,92,96,48.9
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,28,1991,20.8,8,0,0,56,56,13,17,10,19,1,0,0,102,22,64,25.6
Riccardo Ladinetti,ITA,MF,Cagliari,Serie A,18,2000,1.4,0,0,0,1,1,0,2,2,2,0,0,0,10,0,1,0.0
Alban Lafont,FRA,GK,Nantes,Ligue 1,20,1999,27.0,3,0,0,3,3,0,1,0,0,0,2,0,149,0,0,
Víctor Laguardia,ESP,DF,Alavés,La Liga,29,1989,29.5,9,1,0,37,8,2,4,17,17,0,0,0,298,60,27,69.0
Jack Lahne,SWE,FW,Amiens,Ligue 1,17,2001,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,22,1997,23.5,8,1,1,72,27,0,7,23,60,0,0,0,270,21,28,42.9
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,26,1992,30.1,9,0,0,42,34,0,87,23,36,0,0,0,244,36,34,51.4
Diego Lainez,MEX,MF,Betis,La Liga,19,2000,3.9,0,0,0,8,13,0,14,0,5,0,0,0,15,3,12,20.0
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,27,1991,22.7,1,0,0,21,22,2,71,17,26,0,0,0,193,19,11,63.3
Adam Lallana,ENG,MF,Liverpool,Premier League,31,1988,4.2,1,0,0,8,11,1,5,6,12,0,0,0,51,7,11,38.9
Érik Lamela,ARG,MF,Tottenham,Premier League,27,1992,13.5,3,0,0,40,33,1,10,9,21,1,0,0,92,5,19,20.8
Tariq Lamptey,GHA,DF,Chelsea,Premier League,18,2000,0.4,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,
Tariq Lamptey,GHA,DF,Brighton,Premier League,18,2000,6.5,2,0,0,13,20,0,13,9,3,0,0,0,57,4,8,33.3
Loïck Landre,FRA,DF,Nîmes,Ligue 1,27,1992,10.3,2,0,0,13,12,1,0,10,10,0,0,0,94,11,6,64.7
Michael Lang,SUI,DF,Werder Bremen,Bundesliga,28,1991,6.0,0,0,0,7,3,1,14,3,5,0,0,0,44,10,7,58.8
Sebastian Langkamp,GER,DF,Werder Bremen,Bundesliga,31,1988,3.5,3,0,0,5,5,0,0,1,3,0,0,0,42,8,4,66.7
Henri Lansbury,ENG,MF,Aston Villa,Premier League,28,1990,2.2,0,0,0,5,1,0,2,0,2,0,0,0,26,2,6,25.0
Manuel Lanzini,ARG,MF,West Ham,Premier League,26,1993,15.3,1,0,0,8,29,4,14,9,9,1,0,0,126,6,14,30.0
Gianluca Lapadula,PER,FW,Lecce,Serie A,29,1990,19.8,8,1,0,46,62,24,12,1,14,1,0,0,76,52,77,40.3
Aymeric Laporte,ESP,DF,Manchester City,Premier League,25,1994,12.2,1,0,0,10,10,0,0,14,8,0,0,0,136,28,14,66.7
Danilo Larangeira,BRA,DF,Bologna,Serie A,35,1984,29.3,11,1,1,45,23,4,3,13,21,0,0,0,287,79,53,59.8
Larra,ESP,FW,Athletic Club,La Liga,21,1997,2.8,0,0,0,7,3,1,9,0,1,1,0,0,8,5,8,38.5
Gautier Larsonneur,FRA,GK,Brest,Ligue 1,22,1997,26.6,2,0,0,2,5,0,0,0,0,0,1,0,157,0,0,
Kevin Lasagna,ITA,FW,Udinese,Serie A,26,1992,28.5,1,0,0,53,37,15,27,15,18,0,0,0,144,41,86,32.3
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,25,1993,23.1,5,0,0,25,19,2,0,22,10,0,0,0,259,83,38,68.6
Paul Lasne,FRA,MF,Brest,Ligue 1,30,1989,13.6,1,0,0,14,16,1,11,3,17,0,0,0,109,15,16,48.4
Toni Lato,ESP,DF,Osasuna,La Liga,21,1997,5.2,3,0,0,13,3,0,12,4,12,0,0,0,61,9,21,30.0
Danny Latza,GER,MF,Mainz 05,Bundesliga,29,1989,15.3,7,0,0,45,25,0,7,14,22,1,0,0,174,26,28,48.1
Vincent Laurini,FRA,DF,Parma,Serie A,30,1989,9.8,4,0,0,18,23,0,15,9,23,0,2,0,64,7,13,35.0
Wesley Lautoa,NCL,MF,Dijon,Ligue 1,31,1987,20.8,3,0,0,36,34,1,2,31,42,0,0,0,222,23,30,43.4
Diego Laxalt,URU,DF,Milan,Serie A,26,1993,1.9,1,0,0,4,2,0,11,0,2,0,0,0,15,2,5,28.6
Diego Laxalt,URU,DF,Torino,Serie A,26,1993,6.6,3,0,0,12,9,0,11,5,10,0,0,0,58,6,11,35.3
Valentino Lazaro,AUT,DF,Newcastle Utd,Premier League,23,1996,5.3,0,1,0,5,4,0,3,1,2,0,0,0,39,4,9,30.8
Valentino Lazaro,AUT,DF,Inter,Serie A,23,1996,3.6,2,0,0,7,2,0,11,1,6,0,0,0,29,2,3,40.0
Darko Lazović,SRB,DF,Hellas Verona,Serie A,28,1990,36.0,4,0,0,17,15,20,125,12,14,0,1,0,246,18,29,38.3
Manuel Lazzari,ITA,DF,Lazio,Serie A,25,1993,28.3,6,0,0,23,48,7,119,4,13,0,1,0,146,3,18,14.3
Mickaël Le Bihan,FRA,FW,Nice,Ligue 1,29,1990,1.1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3,25.0
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,22,1996,26.6,6,0,0,30,25,0,2,14,27,0,3,0,272,91,50,64.5
Damien Le Tallec,FRA,MF,Montpellier,Ligue 1,29,1990,27.3,3,0,0,45,25,0,10,27,35,0,0,0,256,62,59,51.2
James Lea Siliki,CMR,MF,Rennes,Ligue 1,23,1996,12.0,4,0,0,35,35,0,14,5,19,0,0,0,110,7,4,63.6
Rafael Leão,POR,FW,Milan,Serie A,20,1999,15.6,0,0,0,17,19,6,37,1,4,1,0,0,69,30,33,47.6
Adrien Lebeau,FRA,MF,Strasbourg,Ligue 1,20,1999,0.1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0
Mathew Leckie,AUS,DF,Hertha BSC,Bundesliga,28,1991,2.2,0,0,0,4,2,0,2,2,4,0,0,0,24,5,2,71.4
Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,28,1991,28.0,1,0,0,0,5,0,0,0,0,0,0,0,144,0,0,
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,26,1993,25.0,5,0,0,42,36,1,32,30,43,0,0,0,213,14,13,51.9
Jordan Lefort,FRA,DF,Amiens,Ligue 1,25,1993,9.4,2,0,0,6,7,0,6,11,4,0,0,0,80,13,9,59.1
Wu Lei,CHN,FW,Espanyol,La Liga,27,1991,19.1,3,0,0,22,18,14,24,10,9,0,0,0,91,31,42,42.5
Toni Leistner,GER,DF,Köln,Bundesliga,28,1990,11.2,3,0,0,17,6,0,1,17,15,0,0,0,145,52,15,77.6
Moritz Leitner,GER,MF,Norwich City,Premier League,26,1992,7.6,1,0,0,10,15,0,3,5,9,0,0,0,77,5,6,45.5
Lucas Leiva,BRA,MF,Lazio,Serie A,32,1987,20.1,10,1,1,51,23,0,6,39,41,0,0,0,269,44,26,62.9
Florian Lejeune,FRA,DF,Newcastle Utd,Premier League,28,1991,4.9,0,0,0,6,4,0,1,6,6,0,0,0,64,13,4,76.5
Iñigo Lekue,ESP,FW,Athletic Club,La Liga,26,1993,6.9,0,0,0,16,3,1,25,1,15,0,1,0,48,9,10,47.4
Nicolas Lemaître,FRA,GK,Reims,Ligue 1,22,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,23,1995,10.3,2,0,0,8,13,0,9,5,9,0,0,0,77,9,8,52.9
Tim Lemperle,GER,FW,Köln,Bundesliga,17,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Clément Lenglet,FRA,DF,Barcelona,La Liga,24,1995,26.9,11,2,2,36,26,2,0,15,38,0,1,0,256,65,32,67.0
Aaron Lennon,ENG,MF,Burnley,Premier League,32,1987,5.5,4,0,0,11,7,0,9,8,9,0,0,0,30,3,8,27.3
Bernd Leno,GER,GK,Arsenal,Premier League,27,1992,29.4,2,0,0,0,5,0,0,0,0,0,0,0,150,0,0,
Christopher Lenz,GER,DF,Union Berlin,Bundesliga,24,1994,25.2,2,0,0,34,26,1,61,39,35,0,0,0,236,44,38,53.7
Donovan Léon,GUF,GK,Brest,Ligue 1,26,1992,1.4,0,0,0,1,2,0,0,0,0,0,1,0,6,0,0,
Pedro León,ESP,MF,Eibar,La Liga,32,1986,21.1,4,0,0,23,19,10,90,13,15,0,0,0,128,38,46,45.2
Sergio León,ESP,FW,Levante,La Liga,30,1989,7.5,2,0,0,13,10,13,5,2,4,0,0,0,25,11,15,42.3
Lukas Lerager,DEN,MF,Genoa,Serie A,26,1993,15.4,5,0,0,35,26,2,11,8,19,0,0,0,149,33,26,55.9
Mehdi Léris,FRA,MF,Sampdoria,Serie A,21,1998,5.7,0,0,0,11,11,0,19,2,9,0,0,0,43,5,11,31.3
Jefferson Lerma,COL,MF,Bournemouth,Premier League,24,1994,30.0,13,1,1,51,44,1,3,34,49,0,0,0,452,53,36,59.6
Karlo Letica,CRO,GK,SPAL,Serie A,22,1997,10.0,1,0,0,0,1,0,0,0,0,0,0,0,39,0,0,
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,30,1988,30.7,5,0,0,35,51,18,28,4,12,1,0,0,105,62,47,56.9
Jamal Lewis,NIR,DF,Norwich City,Premier League,21,1998,25.6,4,0,0,21,26,2,35,20,31,0,0,0,206,12,25,32.4
Aaron Leya Iseka,BEL,FW,Toulouse,Ligue 1,21,1997,8.6,2,0,0,21,10,6,3,2,5,1,0,0,31,20,38,34.5
Stephan Lichtsteiner,SUI,DF,Augsburg,Bundesliga,35,1984,14.9,5,1,1,15,23,1,19,9,9,0,0,1,130,18,14,56.3
Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,31,1988,16.5,3,0,0,17,10,2,50,21,28,0,1,0,170,11,15,42.3
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,23,1996,20.2,3,0,0,10,26,0,3,19,8,0,0,0,147,35,22,61.4
Matthijs de Ligt,NED,DF,Juventus,Serie A,19,1999,27.2,5,0,0,32,22,0,1,14,27,1,3,0,259,69,39,63.9
Isaac Lihadji,FRA,DF,Marseille,Ligue 1,17,2002,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,33.3
Lillo,ESP,DF,Osasuna,La Liga,30,1989,2.2,2,0,0,4,3,1,6,1,2,0,0,0,18,4,1,80.0
Anderson Lima,BRA,MF,Lazio,Serie A,19,1999,0.7,0,0,0,6,4,0,0,1,4,0,0,0,7,0,0,
Lucas Lima,BRA,FW,Nantes,Ligue 1,27,1991,3.0,0,0,0,6,6,0,12,0,4,0,0,0,30,2,4,33.3
Anthony Limbombe,BEL,FW,Nantes,Ligue 1,25,1994,1.7,0,0,0,2,3,1,7,1,0,0,0,0,8,0,3,0.0
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,25,1994,34.4,6,0,0,26,9,0,1,25,16,0,0,1,406,95,49,66.0
Karol Linetty,POL,MF,Sampdoria,Serie A,24,1995,22.4,4,0,0,50,38,0,30,16,32,0,0,0,217,14,23,37.8
Jesse Lingard,ENG,MF,Manchester Utd,Premier League,26,1992,10.4,3,0,0,31,12,0,5,6,9,0,0,0,52,1,10,9.1
Pol Lirola,ESP,DF,Fiorentina,Serie A,21,1997,29.4,4,0,0,19,11,1,67,24,20,0,1,0,228,11,22,33.3
Diego Llorente,ESP,DF,Real Sociedad,La Liga,25,1993,25.9,7,1,1,23,17,3,1,19,21,1,2,0,301,63,47,57.3
Fernando Llorente,ESP,FW,Napoli,Serie A,34,1985,5.6,1,0,0,12,9,3,1,1,1,0,0,0,15,28,23,54.9
Marcos Llorente,ESP,MF,Atlético Madrid,La Liga,24,1995,15.2,4,0,0,30,22,4,18,6,22,1,0,0,125,15,21,41.7
Gautier Lloris,FRA,DF,Nice,Ligue 1,24,1995,3.0,1,0,0,1,1,0,0,2,4,0,0,1,20,5,4,55.6
Hugo Lloris,FRA,GK,Tottenham,Premier League,32,1986,20.1,0,0,0,0,1,0,0,0,0,0,0,0,93,0,0,
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,23,1996,16.6,6,0,0,36,57,0,18,14,33,0,0,0,167,7,24,22.6
Stanislav Lobotka,SVK,MF,Napoli,Serie A,24,1994,8.4,0,0,0,8,17,0,1,6,10,0,0,0,68,2,7,22.2
Stanislav Lobotka,SVK,MF,Celta Vigo,La Liga,24,1994,15.4,1,0,0,10,30,1,3,7,17,0,0,0,147,8,12,40.0
Jürgen Locadia,NED,FW,Hoffenheim,Bundesliga,25,1993,5.9,1,0,0,9,8,6,4,0,4,0,0,0,20,9,10,47.4
Jürgen Locadia,NED,MF,Brighton,Premier League,25,1993,1.0,0,0,0,0,2,0,0,0,1,0,0,0,8,1,2,33.3
Manuel Locatelli,ITA,MF,Sassuolo,Serie A,21,1998,28.7,9,0,0,54,65,0,26,16,58,0,0,1,271,28,33,45.9
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,21,1998,26.6,6,1,1,45,47,11,80,22,46,0,0,0,225,27,31,46.6
Ruben Loftus-Cheek,ENG,MF,Chelsea,Premier League,23,1996,2.3,0,0,0,2,3,0,1,0,0,0,0,0,23,1,4,20.0
Enzo Loiodice,FRA,MF,Dijon,Ligue 1,18,2000,2.1,0,0,0,7,0,0,0,3,5,0,0,0,15,1,4,20.0
Kevin Long,IRL,DF,Burnley,Premier League,28,1990,6.3,0,0,0,10,6,0,0,1,8,0,0,0,64,22,16,57.9
Shane Long,IRL,FW,Southampton,Premier League,32,1987,15.5,0,0,0,35,26,12,21,2,15,0,0,0,81,114,127,47.3
Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,19,2000,6.4,1,0,0,6,7,0,3,6,3,0,0,0,57,4,3,57.1
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,21,1997,15.3,2,1,0,19,29,0,20,19,21,0,0,0,170,12,20,37.5
Ademola Lookman,NGA,MF,RB Leipzig,Bundesliga,21,1997,3.4,0,0,0,9,4,0,10,2,5,0,1,0,34,1,3,25.0
Anthony Lopes,POR,GK,Lyon,Ligue 1,28,1990,26.0,1,0,0,0,6,0,0,0,0,0,0,1,133,0,0,
Rony Lopes,POR,FW,Sevilla,La Liga,23,1995,1.5,0,0,0,0,2,0,1,1,1,0,0,0,13,0,3,0.0
Rony Lopes,POR,FW,Monaco,Ligue 1,23,1995,0.9,0,0,0,0,4,1,0,0,1,0,0,0,3,1,4,20.0
Adrián López,ESP,FW,Osasuna,La Liga,31,1988,16.0,0,0,0,14,9,6,18,6,6,0,0,0,65,43,67,39.1
David López,ESP,DF,Espanyol,La Liga,29,1989,27.3,5,1,1,37,27,1,5,23,30,0,0,0,342,68,53,56.2
Diego López,ESP,GK,Espanyol,La Liga,37,1981,35.9,5,1,1,0,6,0,0,0,2,0,0,0,210,0,0,
Javi López,ESP,DF,Espanyol,La Liga,33,1986,15.4,5,1,1,30,23,0,23,11,26,0,0,0,181,31,17,64.6
Javi López,ESP,DF,Alavés,La Liga,17,2002,1.0,0,0,0,1,0,0,2,0,3,0,1,0,6,1,0,100.0
Lluis López,ESP,DF,Espanyol,La Liga,22,1997,3.3,1,0,0,5,1,0,0,1,1,0,0,0,25,4,2,66.7
Maxime Lopez,FRA,MF,Marseille,Ligue 1,21,1997,12.3,2,0,0,13,7,1,17,7,10,0,0,0,80,2,13,13.3
Pau López,ESP,GK,Roma,Serie A,24,1994,32.0,3,0,0,1,2,0,0,0,0,0,0,0,162,0,0,
Roberto López,ESP,MF,Real Sociedad,La Liga,19,2000,0.6,0,0,0,0,3,0,1,0,2,0,0,0,8,3,3,50.0
Unai López,ESP,MF,Athletic Club,La Liga,23,1995,19.9,6,0,0,50,24,1,42,13,27,0,0,0,212,24,24,50.0
Losada,ESP,MF,Celta Vigo,La Liga,17,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0
Albert Lottin,FRA,MF,Bordeaux,Ligue 1,17,2001,0.5,0,0,0,0,1,0,0,3,3,0,0,0,3,1,0,100.0
Imran Louza,MAR,MF,Nantes,Ligue 1,20,1999,22.3,4,0,0,47,36,0,23,13,45,0,1,0,191,22,53,29.3
Matteo Lovato,ITA,DF,Hellas Verona,Serie A,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0
Dejan Lovren,CRO,DF,Liverpool,Premier League,30,1989,8.6,1,0,0,5,10,0,0,8,9,0,0,0,107,39,21,65.0
Eduard Löwen,GER,MF,Augsburg,Bundesliga,22,1997,7.5,0,0,0,14,18,2,7,2,10,0,0,0,53,14,20,41.2
Eduard Löwen,GER,MF,Hertha BSC,Bundesliga,22,1997,3.5,0,0,0,4,3,0,2,7,6,0,0,0,35,5,2,71.4
Matthew Lowton,ENG,DF,Burnley,Premier League,30,1989,17.0,2,0,0,18,11,0,28,16,24,0,1,0,135,24,14,63.2
Hirving Lozano,MEX,FW,Napoli,Serie A,24,1995,11.4,3,0,0,25,42,6,34,3,7,0,0,0,60,10,16,38.5
Pol Lozano,ESP,MF,Espanyol,La Liga,19,1999,1.9,0,1,0,8,1,0,0,0,4,0,0,0,25,2,0,100.0
Jan Luca Rumpf,GER,DF,Paderborn 07,Bundesliga,20,1999,1.0,0,0,0,2,1,0,0,1,3,0,0,0,10,2,4,33.3
Jean Lucas,BRA,MF,Lyon,Ligue 1,21,1998,2.2,3,0,0,8,7,0,3,4,9,0,0,0,25,1,7,12.5
Fabio Lucioni,ITA,DF,Lecce,Serie A,31,1987,34.8,8,1,0,26,20,0,3,30,29,0,2,1,270,63,48,56.8
José Luis Gayà,ESP,DF,Valencia,La Liga,24,1995,22.1,5,0,0,18,31,2,70,10,24,1,0,0,147,19,32,37.3
José Luis Morales,ESP,FW,Levante,La Liga,32,1987,28.0,3,0,0,18,14,15,72,11,7,0,0,0,134,16,22,42.1
José Luis Palomino,ARG,DF,Atalanta,Serie A,29,1990,27.6,5,0,0,56,22,1,7,33,51,0,1,0,339,83,39,68.0
José Luis Rodríguez,PAN,FW,Alavés,La Liga,21,1998,0.2,0,0,0,3,1,0,0,0,0,0,0,0,2,0,1,0.0
David Luiz,BRA,DF,Arsenal,Premier League,32,1987,31.2,5,2,0,30,14,1,5,19,20,0,3,0,210,58,34,63.0
Douglas Luiz,BRA,MF,Aston Villa,Premier League,21,1998,29.0,8,0,0,64,40,0,17,21,33,0,1,0,320,32,33,49.2
Jordan Lukaku,BEL,DF,Lazio,Serie A,25,1994,4.4,2,0,0,6,1,1,15,0,3,0,0,0,28,2,1,66.7
Romelu Lukaku,BEL,FW,Inter,Serie A,26,1993,33.1,2,0,0,53,27,23,31,2,4,0,0,0,106,83,73,53.2
