Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Blocks Int,Blocks Tkl+Int,Blocks Clr,Blocks Err
Joaquín Correa,ARG,FW,Lazio,Serie A,24,1994,22.2,15,11,5,7,3,3,23,13.0,20,357,95,26.6,43,148,166,8,2,0,6,5,20,9,0
Rober Correa,ESP,DF,Eibar,La Liga,26,1992,10.3,16,9,10,4,2,7,14,50.0,7,92,25,27.2,30,41,21,21,5,0,16,5,21,49,0
Thierry Correia,POR,DF,Valencia,La Liga,20,1999,2.9,7,5,5,2,0,1,3,33.3,2,32,15,46.9,20,11,1,6,0,0,6,1,8,13,0
Antonio Cortés,ESP,FW,Granada,La Liga,19,2000,2.0,3,3,2,1,0,0,1,0.0,1,41,12,29.3,6,13,22,2,0,0,2,0,3,0,0
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,26,1993,15.4,32,21,18,9,5,10,22,45.5,12,230,68,29.6,57,106,67,27,2,0,25,11,43,40,0
Diego Costa,ESP,FW,Atlético Madrid,La Liga,30,1988,15.0,10,9,2,5,3,2,10,20.0,8,200,59,29.5,18,94,88,14,3,0,11,3,13,12,0
Douglas Costa,BRA,FW,Juventus,Serie A,28,1990,8.9,5,5,4,1,0,1,10,10.0,9,114,25,21.9,22,52,40,10,0,0,10,6,11,3,0
Jaume Costa,ESP,DF,Valencia,La Liga,31,1988,15.4,26,18,16,8,2,12,28,42.9,16,149,39,26.2,78,51,20,37,6,0,31,8,34,64,0
Angelo da Costa Júnior,BRA,GK,Bologna,Serie A,35,1983,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Nuno da Costa,CPV,FW,Strasbourg,Ligue 1,28,1991,5.9,11,6,2,6,3,3,10,30.0,7,130,31,23.8,9,59,62,12,1,0,11,5,16,3,0
David Costas,ESP,DF,Celta Vigo,La Liga,24,1995,3.8,7,4,6,1,0,0,3,0.0,3,26,9,34.6,19,4,3,6,4,0,2,7,14,19,0
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,32,1987,28.0,0,0,0,0,0,0,3,0.0,3,7,3,42.9,7,0,0,0,0,0,0,0,0,3,0
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,27,1991,18.0,11,7,0,7,4,3,9,33.3,6,252,68,27.0,4,88,160,10,2,0,8,7,18,29,0
Senou Coulibaly,MLI,DF,Dijon,Ligue 1,24,1994,7.4,12,5,8,4,0,3,6,50.0,3,80,20,25.0,60,18,2,16,11,0,5,12,24,53,0
Yoann Court,FRA,FW,Brest,Ligue 1,29,1990,16.3,57,32,32,20,5,20,69,29.0,49,328,79,24.1,84,156,88,23,0,0,23,12,69,17,0
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,27,1992,34.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,0,0,3,2
Philippe Coutinho,BRA,MF,Bayern Munich,Bundesliga,27,1992,15.7,28,25,1,17,10,4,16,25.0,12,235,92,39.1,20,124,91,14,2,0,12,6,34,3,0
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,20,1999,6.2,6,4,4,2,0,0,3,0.0,3,53,11,20.8,39,14,0,13,6,0,7,7,13,27,0
Alessio Cragno,ITA,GK,Cagliari,Serie A,25,1994,16.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0
Aaron Cresswell,ENG,DF,West Ham,Premier League,29,1989,30.3,48,29,25,18,5,24,59,40.7,35,355,118,33.2,186,130,39,64,10,0,54,15,63,92,2
Domenico Criscito,ITA,DF,Genoa,Serie A,32,1986,22.8,69,44,46,17,6,27,61,44.3,34,310,99,31.9,174,104,32,53,15,0,38,38,107,83,1
Bryan Cristante,ITA,MF,Roma,Serie A,24,1995,18.0,25,14,7,14,4,10,27,37.0,17,301,71,23.6,98,150,53,21,4,0,17,11,36,31,0
Sebastián Cristóforo,URU,MF,Eibar,La Liga,25,1993,9.7,42,24,14,17,11,9,28,32.1,19,257,80,31.1,68,127,62,31,3,0,28,7,49,2,0
Sebastián Cristóforo,URU,MF,Fiorentina,Serie A,25,1993,1.0,5,4,3,1,1,2,6,33.3,4,19,8,42.1,10,7,2,2,1,0,1,2,7,0,0
Juan Cuadrado,COL,DF,Juventus,Serie A,31,1988,29.5,75,40,39,30,6,32,66,48.5,34,347,104,30.0,151,142,54,51,9,0,42,24,99,55,0
Cucho,COL,FW,Mallorca,La Liga,20,1999,16.5,19,11,9,9,1,4,15,26.7,11,259,61,23.6,58,120,81,20,2,0,18,9,28,14,0
Marc Cucurella,ESP,MF,Getafe,La Liga,21,1998,36.0,88,62,31,45,12,27,82,32.9,55,938,303,32.3,229,461,248,76,8,1,68,29,117,41,0
Iván Cuéllar,ESP,GK,Leganés,La Liga,35,1984,27.0,0,0,0,0,0,0,2,0.0,2,2,0,0.0,2,0,0,0,0,0,0,0,0,3,1
Jaume Cuéllar,BOL,FW,SPAL,Serie A,17,2001,0.8,1,1,0,0,1,0,1,0.0,1,14,4,28.6,0,5,9,1,0,0,1,0,1,0,0
Mickaël Cuisance,FRA,MF,Bayern Munich,Bundesliga,19,1999,3.4,5,3,1,2,2,1,11,9.1,10,87,19,21.8,16,39,32,5,1,0,4,1,6,2,0
Matheus Cunha,BRA,FW,Hertha BSC,Bundesliga,20,1999,8.3,12,9,6,5,1,4,11,36.4,7,177,45,25.4,25,82,70,17,1,0,16,6,18,2,0
Matheus Cunha,BRA,FW,RB Leipzig,Bundesliga,20,1999,3.1,7,4,0,2,5,0,3,0.0,3,109,23,21.1,8,50,51,5,2,0,3,3,10,0,0
Felipe Curcio,BRA,DF,Brescia,Serie A,25,1993,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0
Patrick Cutrone,ITA,FW,Wolves,Premier League,21,1998,3.3,6,4,3,1,2,1,5,20.0,4,95,26,27.4,9,43,43,1,1,0,0,0,6,1,0
Patrick Cutrone,ITA,FW,Fiorentina,Serie A,21,1998,9.3,8,6,3,2,3,0,15,0.0,15,224,49,21.9,31,95,98,9,2,0,7,3,11,5,0
Wylan Cyprien,FRA,MF,Nice,Ligue 1,24,1995,19.7,22,16,7,14,1,7,34,20.6,27,336,92,27.4,86,208,42,14,2,0,12,16,38,15,0
Rafael Czichos,GER,DF,Köln,Bundesliga,29,1990,24.5,49,37,32,15,2,17,43,39.5,26,250,94,37.6,155,90,5,52,22,1,30,14,63,169,2
Lennart-Marten Czyborra,GER,DF,Atalanta,Serie A,20,1999,0.2,0,0,0,0,0,0,0,,0,7,4,57.1,1,3,3,2,0,0,2,0,0,0,0
Marco D'Alessandro,ITA,MF,SPAL,Serie A,28,1991,8.7,19,9,6,7,6,3,11,27.3,8,136,39,28.7,44,52,40,12,0,0,12,5,24,7,0
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,30,1988,15.6,34,20,18,9,7,14,36,38.9,22,276,75,27.2,96,128,52,24,5,0,19,14,48,30,0
Felice D'Amico,ITA,MF,Sampdoria,Serie A,18,2000,0.0,2,1,1,0,1,1,1,100.0,0,5,1,20.0,3,1,1,0,0,0,0,0,2,0,0
Lucas Da Cunha,FRA,MF,Rennes,Ligue 1,18,2001,0.8,1,1,1,0,0,0,1,0.0,1,19,7,36.8,9,5,5,0,0,0,0,0,1,0,0
Jacopo Da Riva,ITA,FW,Atalanta,Serie A,18,2000,0.0,0,0,0,0,0,0,0,,0,4,0,0.0,0,1,3,0,0,0,0,0,0,0,0
Damien Da Silva,FRA,DF,Rennes,Ligue 1,31,1988,24.9,31,17,21,9,1,6,19,31.6,13,159,59,37.1,97,55,7,38,18,1,20,20,51,198,2
Moanes Dabbur,ISR,FW,Sevilla,La Liga,27,1992,0.3,1,1,0,0,1,0,0,,0,5,3,60.0,0,1,4,0,0,0,0,0,1,1,0
Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,27,1992,8.5,8,7,1,4,3,4,10,40.0,6,152,40,26.3,22,56,74,12,2,0,10,5,13,1,0
Bryan Dabo,BFA,MF,SPAL,Serie A,27,1992,12.5,28,14,14,11,3,4,18,22.2,14,212,60,28.3,79,94,39,17,3,0,14,8,36,13,0
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,20,1998,7.4,7,4,3,1,3,3,9,33.3,6,87,26,29.9,40,32,15,12,1,0,11,7,14,11,0
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,23,1996,6.2,16,7,6,8,2,5,19,26.3,14,129,39,30.2,38,71,20,9,2,0,7,5,21,8,0
Leon Dajaku,GER,DF,Bayern Munich,Bundesliga,18,2001,0.1,0,0,0,0,0,0,1,0.0,1,4,1,25.0,1,2,1,0,0,0,0,1,1,0,0
Felipe dal Belo,BRA,DF,SPAL,Serie A,35,1984,11.1,14,8,7,7,0,9,18,50.0,9,112,32,28.6,59,52,1,21,12,0,9,7,21,36,0
Christian Dalle Mura,ITA,MF,Fiorentina,Serie A,17,2002,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Diogo Dalot,POR,DF,Manchester Utd,Premier League,20,1999,0.7,3,2,3,0,0,2,4,50.0,2,8,4,50.0,3,2,3,1,0,0,1,0,3,4,0
Charlie Daniels,ENG,DF,Bournemouth,Premier League,32,1986,1.4,1,0,0,1,0,1,1,100.0,0,26,5,19.2,20,6,0,5,1,0,4,4,5,4,1
Danilo,BRA,DF,Juventus,Serie A,28,1991,16.0,34,17,20,7,7,14,25,56.0,11,155,50,32.3,64,64,27,22,4,0,18,15,49,46,0
Scott Dann,ENG,DF,Crystal Palace,Premier League,32,1987,14.1,12,5,10,2,0,7,14,50.0,7,41,16,39.0,29,12,0,17,6,0,11,11,23,80,0
Kevin Danso,AUT,DF,Southampton,Premier League,20,1998,3.1,8,4,4,4,0,5,8,62.5,3,41,10,24.4,26,13,2,9,4,0,5,2,10,15,0
Dante,BRA,DF,Nice,Ligue 1,35,1983,21.0,36,19,28,8,0,14,21,66.7,7,166,60,36.1,119,41,6,47,19,0,28,18,54,103,0
Andrea Danzi,ITA,MF,Hellas Verona,Serie A,20,1999,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Sergi Darder,ESP,MF,Espanyol,La Liga,25,1993,29.5,48,25,12,26,10,12,48,25.0,36,630,153,24.3,131,344,155,33,0,0,33,20,68,28,1
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,28,1990,25.1,56,39,19,28,9,7,47,14.9,40,630,173,27.5,138,350,142,49,8,0,41,24,80,29,2
Matteo Darmian,ITA,DF,Parma,Serie A,29,1989,29.8,72,39,44,25,3,33,77,42.9,44,477,127,26.6,247,160,70,73,20,0,53,16,88,84,0
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,18,2000,24.8,78,49,35,29,14,30,53,56.6,23,429,184,42.9,167,161,101,56,4,0,52,24,102,54,0
Ben Davies,WAL,DF,Tottenham,Premier League,26,1993,15.9,30,13,13,14,3,5,24,20.8,19,214,63,29.4,98,91,25,43,13,0,30,12,42,67,1
Tom Davies,ENG,MF,Everton,Premier League,21,1998,22.5,36,18,13,16,7,8,51,15.7,43,425,99,23.3,157,210,58,34,4,0,30,28,64,35,1
Keinan Davis,ENG,FW,Aston Villa,Premier League,21,1998,6.1,2,2,0,2,0,0,3,0.0,3,88,19,21.6,3,50,35,5,1,0,4,0,2,3,0
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,24,1995,7.7,17,8,11,5,1,6,13,46.2,7,114,34,29.8,65,42,7,11,6,0,5,12,29,53,0
Craig Dawson,ENG,DF,Watford,Premier League,29,1990,26.2,30,19,15,13,2,14,31,45.2,17,187,74,39.6,109,66,12,56,35,1,21,20,50,166,1
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,28,1991,31.0,44,28,11,18,15,11,58,19.0,47,555,177,31.9,82,231,242,31,2,0,29,11,55,19,1
Sebastien De Maio,FRA,DF,Udinese,Serie A,32,1987,16.7,21,15,15,5,1,7,12,58.3,5,144,46,31.9,95,43,6,44,23,0,21,20,41,94,2
Rodrigo De Paul,ARG,MF,Udinese,Serie A,25,1994,31.4,63,37,36,20,7,21,73,28.8,52,693,186,26.8,290,285,118,51,6,0,45,23,86,10,0
Mattia De Sciglio,ITA,DF,Juventus,Serie A,26,1992,5.2,11,5,7,4,0,6,12,50.0,6,48,16,33.3,23,20,5,12,1,0,11,7,18,15,0
Lorenzo De Silvestri,ITA,DF,Torino,Serie A,31,1988,24.9,16,9,4,9,3,11,32,34.4,21,235,62,26.4,77,91,67,46,7,0,39,11,27,86,0
Lucas Deaux,FRA,MF,Nîmes,Ligue 1,30,1988,14.8,55,34,21,28,6,19,59,32.2,40,391,139,35.5,140,217,34,25,6,0,19,10,65,44,0
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,34,1985,19.7,52,26,26,21,5,20,48,41.7,28,250,79,31.6,121,93,36,46,14,1,32,33,85,99,0
Troy Deeney,ENG,FW,Watford,Premier League,31,1988,24.7,24,17,2,14,8,9,30,30.0,21,461,107,23.2,53,231,177,20,2,0,18,6,30,22,0
Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,28,1991,10.9,11,9,4,5,2,3,16,18.8,13,226,60,26.5,30,104,92,14,0,0,14,3,14,6,0
Alessandro Deiola,ITA,MF,Cagliari,Serie A,23,1995,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Alessandro Deiola,ITA,MF,Lecce,Serie A,23,1995,8.0,19,12,8,11,0,10,21,47.6,11,152,45,29.6,62,69,21,15,4,0,11,6,25,19,0
Romain Del Castillo,FRA,FW,Rennes,Ligue 1,23,1996,13.8,25,19,9,12,4,8,34,23.5,26,348,81,23.3,67,181,100,16,5,0,11,7,32,7,0
Thomas Delaine,FRA,DF,Metz,Ligue 1,27,1992,13.9,27,14,20,6,1,9,21,42.9,12,204,48,23.5,105,77,22,28,2,0,26,12,39,28,0
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,27,1991,9.2,25,16,11,12,2,6,15,40.0,9,155,50,32.3,55,84,16,16,7,0,9,23,48,38,0
Paul Delecroix,FRA,GK,Metz,Ligue 1,30,1988,1.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Cristian Dell'Orco,ITA,DF,Lecce,Serie A,25,1994,11.2,30,16,23,5,2,10,17,58.8,7,118,37,31.4,63,36,19,20,6,0,14,11,41,37,0
Andy Delort,ALG,FW,Montpellier,Ligue 1,27,1991,25.3,32,20,9,12,11,13,29,44.8,16,347,103,29.7,45,141,161,22,8,0,14,7,39,11,0
Fabian Delph,ENG,MF,Everton,Premier League,29,1989,13.2,29,11,11,11,7,11,32,34.4,21,189,55,29.1,76,87,26,22,6,0,16,13,42,19,1
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,23,1996,24.3,12,9,1,6,5,3,18,16.7,15,292,77,26.4,9,107,176,21,7,0,14,4,16,27,1
Ousmane Dembélé,FRA,FW,Barcelona,La Liga,22,1997,4.0,0,0,0,0,0,0,3,0.0,3,58,10,17.2,9,31,18,4,0,0,4,0,0,0,0
Merih Demiral,TUR,DF,Juventus,Serie A,21,1998,4.6,11,7,8,3,0,3,5,60.0,2,34,10,29.4,22,9,3,7,5,1,2,1,12,29,0
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,26,1993,17.5,33,22,7,20,6,8,28,28.6,20,324,117,36.1,90,168,66,27,5,0,22,19,52,12,0
Diego Demme,GER,MF,Napoli,Serie A,27,1991,10.0,21,13,15,4,2,9,28,32.1,19,201,57,28.4,80,92,29,8,1,0,7,4,25,12,0
Diego Demme,GER,MF,RB Leipzig,Bundesliga,27,1991,13.5,45,28,19,20,6,16,43,37.2,27,304,97,31.9,98,165,41,29,2,0,27,12,57,26,1
Jason Denayer,BEL,DF,Lyon,Ligue 1,24,1995,23.7,22,16,16,6,0,7,15,46.7,8,144,53,36.8,99,40,5,42,30,0,12,11,33,105,0
Leander Dendoncker,BEL,MF,Wolves,Premier League,24,1995,31.1,68,40,41,19,8,23,62,37.1,39,573,164,28.6,254,255,64,53,13,0,40,23,91,95,3
Kevin Denkey,TOG,FW,Nîmes,Ligue 1,18,2000,6.7,11,9,2,6,3,4,11,36.4,7,135,40,29.6,12,85,38,6,1,0,5,0,11,1,0
Stefano Denswil,NED,DF,Bologna,Serie A,26,1993,24.9,53,35,32,18,3,30,48,62.5,18,281,80,28.5,140,108,33,50,10,0,40,20,73,112,2
Fabio Depaoli,ITA,MF,Sampdoria,Serie A,22,1997,20.6,46,26,22,18,6,15,38,39.5,23,399,91,22.8,133,165,101,42,3,0,39,14,60,33,0
Memphis Depay,NED,FW,Lyon,Ligue 1,25,1994,11.3,9,9,5,2,2,2,8,25.0,6,159,45,28.3,22,72,65,4,0,0,4,4,13,2,0
Kastriot Dermaku,ALB,DF,Parma,Serie A,27,1992,11.4,9,6,7,2,0,3,11,27.3,8,124,37,29.8,86,37,1,27,18,0,9,7,16,75,0
Daniele Dessena,ITA,MF,Brescia,Serie A,32,1987,20.8,24,15,12,10,2,10,31,32.3,21,300,72,24.0,86,149,65,21,3,0,18,6,30,24,0
Mattia Destro,ITA,FW,Bologna,Serie A,28,1991,2.1,3,3,0,2,1,1,2,50.0,1,43,9,20.9,2,22,19,1,0,0,1,2,5,0,0
Mattia Destro,ITA,FW,Genoa,Serie A,28,1991,1.7,0,0,0,0,0,0,0,,0,29,6,20.7,1,8,20,1,0,0,1,2,2,0,0
Gerard Deulofeu,ESP,FW,Watford,Premier League,25,1994,23.3,29,21,15,8,6,13,66,19.7,53,511,133,26.0,114,208,189,16,0,0,16,26,55,6,0
Deyverson,BRA,FW,Getafe,La Liga,28,1991,2.3,0,0,0,0,0,0,2,0.0,2,44,7,15.9,4,14,26,2,1,0,1,1,1,5,0
Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,30,1988,14.4,3,2,0,2,1,0,7,0.0,7,208,57,27.4,13,74,121,3,0,0,3,0,3,11,0
Federico Di Francesco,ITA,FW,SPAL,Serie A,25,1994,12.0,7,6,3,3,1,2,18,11.1,16,169,43,25.4,26,78,65,13,3,0,10,4,11,3,0
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,25,1993,33.0,62,43,32,21,9,33,72,45.8,39,398,125,31.4,179,154,65,48,13,1,35,13,75,73,0
Ángel Di María,ARG,FW,Paris S-G,Ligue 1,31,1988,22.2,21,13,4,9,8,7,42,16.7,35,410,104,25.4,67,175,168,20,3,0,17,10,31,1,0
Boulaye Dia,SEN,FW,Reims,Ligue 1,22,1996,20.1,21,13,12,5,4,2,16,12.5,14,319,92,28.8,45,142,132,16,2,0,14,9,30,20,0
Fousseni Diabaté,MLI,FW,Amiens,Ligue 1,23,1995,13.2,18,10,7,7,4,3,11,27.3,8,378,99,26.2,101,187,90,15,0,0,15,8,26,8,1
Moussa Diaby,FRA,FW,Leverkusen,Bundesliga,20,1999,19.7,9,4,3,6,0,2,13,15.4,11,238,70,29.4,33,119,86,15,0,0,15,8,17,1,0
Mouctar Diakhaby,GUI,DF,Valencia,La Liga,22,1996,16.0,14,10,10,3,1,3,10,30.0,7,124,39,31.5,77,42,5,23,14,0,9,4,18,101,1
Bafodé Diakité,FRA,DF,Toulouse,Ligue 1,18,2001,15.2,21,14,15,6,0,11,19,57.9,8,122,41,33.6,83,35,4,23,9,0,14,15,36,76,3
Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,23,1996,13.3,17,10,8,8,1,6,15,40.0,9,150,56,37.3,74,70,6,22,6,0,16,8,25,40,0
Amad Diallo,CIV,FW,Atalanta,Serie A,17,2002,0.3,1,1,0,1,0,0,0,,0,8,5,62.5,0,3,5,0,0,0,0,0,1,0,0
Habib Diallo,SEN,FW,Metz,Ligue 1,24,1995,24.4,3,2,1,1,1,0,8,0.0,8,463,90,19.4,20,235,208,10,3,0,7,4,7,39,0
Ibrahima Diallo,FRA,MF,Brest,Ligue 1,20,1999,17.3,48,38,21,25,2,10,23,43.5,13,317,102,32.2,114,180,23,15,2,0,13,15,63,27,1
Moussa Diarra,MLI,DF,Toulouse,Ligue 1,18,2000,1.0,3,1,2,1,0,1,1,100.0,0,15,4,26.7,9,6,0,0,0,0,0,3,6,4,0
Lucas Dias,FRA,GK,Nîmes,Ligue 1,20,1999,3.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Amadou Diawara,GUI,MF,Roma,Serie A,22,1997,16.9,48,32,14,25,9,10,32,31.3,22,318,95,29.9,113,169,36,23,1,0,22,18,66,19,3
Brahim Díaz,ESP,FW,Real Madrid,La Liga,19,1999,0.7,1,1,0,1,0,0,0,,0,14,2,14.3,4,6,4,1,0,0,1,2,3,0,0
Víctor Díaz,ESP,DF,Granada,La Liga,31,1988,32.0,79,45,35,39,5,27,67,40.3,40,405,120,29.6,180,169,56,88,24,0,64,27,106,131,0
Bakaye Dibassy,MLI,DF,Amiens,Ligue 1,29,1989,20.8,35,19,24,10,1,13,21,61.9,8,199,64,32.2,123,67,9,54,20,0,34,34,69,98,1
Eric Dier,ENG,DF,Tottenham,Premier League,25,1994,14.9,25,14,13,10,2,6,22,27.3,16,204,54,26.5,92,93,19,26,11,0,15,6,31,78,0
Lucas Digne,FRA,DF,Everton,Premier League,26,1993,33.7,87,39,58,22,7,30,67,44.8,37,498,134,26.9,249,158,91,69,10,0,59,24,111,145,1
Mitchell Dijks,NED,DF,Bologna,Serie A,26,1993,11.2,16,10,8,6,2,8,12,66.7,4,113,38,33.6,50,48,15,21,1,0,20,5,21,27,1
Javairô Dilrosun,NED,MF,Hertha BSC,Bundesliga,21,1998,14.5,15,6,9,3,3,6,21,28.6,15,205,48,23.4,74,84,47,45,1,0,44,19,34,5,0
Federico Dimarco,ITA,DF,Inter,Serie A,21,1997,0.3,1,1,0,1,0,0,0,,0,8,5,62.5,5,2,1,1,0,0,1,0,1,1,0
Federico Dimarco,ITA,DF,Hellas Verona,Serie A,21,1997,5.8,10,6,3,5,2,5,10,50.0,5,86,28,32.6,23,38,25,8,2,0,6,2,12,16,0
Tristan Dingomé,CMR,MF,Reims,Ligue 1,28,1991,9.9,11,7,3,5,3,2,19,10.5,17,212,57,26.9,29,123,60,11,0,0,11,4,15,2,0
Lois Diony,FRA,FW,Saint-Étienne,Ligue 1,26,1992,7.4,8,8,0,6,2,2,9,22.2,7,170,50,29.4,3,85,82,3,0,0,3,0,8,0,0
Issa Diop,FRA,DF,West Ham,Premier League,22,1997,30.7,32,16,22,10,0,15,32,46.9,17,243,84,34.6,156,79,8,48,22,0,26,32,64,189,3
Papakouli Diop,SEN,MF,Eibar,La Liga,33,1986,25.0,43,27,10,27,6,15,44,34.1,29,414,113,27.3,93,253,68,37,8,0,29,20,63,50,1
Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,21,1997,1.3,1,1,0,1,0,0,1,0.0,1,24,3,12.5,11,13,0,3,0,0,3,1,2,2,0
Axel Disasi,FRA,DF,Reims,Ligue 1,21,1998,27.0,34,23,23,10,1,13,25,52.0,12,187,61,32.6,111,64,12,44,25,0,19,11,45,155,1
Tiago Djaló,POR,DF,Lille,Ligue 1,19,2000,7.3,9,8,4,4,1,5,11,45.5,6,78,30,38.5,37,35,6,8,1,0,7,5,14,48,0
Djené,TOG,DF,Getafe,La Liga,27,1991,34.0,51,28,35,16,0,16,29,55.2,13,274,101,36.9,163,101,10,24,9,0,15,32,83,232,0
Moussa Djenepo,MLI,MF,Southampton,Premier League,21,1998,10.3,29,18,18,6,5,8,23,34.8,15,265,79,29.8,67,120,78,24,2,0,22,7,36,12,0
Koffi Djidji,CIV,DF,Torino,Serie A,26,1992,9.5,29,13,20,9,0,4,15,26.7,11,169,41,24.3,109,55,5,41,22,0,19,9,38,55,1
Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,24,1994,22.9,65,40,40,24,1,25,41,61.0,16,304,105,34.5,167,126,11,30,10,0,20,38,103,138,1
Berat Djimsiti,ALB,DF,Atalanta,Serie A,26,1993,30.9,55,25,22,32,1,28,53,52.8,25,368,131,35.6,168,180,20,38,17,0,21,31,86,157,1
Naïs Djouahra,FRA,FW,Real Sociedad,La Liga,19,1999,0.3,0,0,0,0,0,0,0,,0,4,0,0.0,0,3,1,0,0,0,0,0,0,0,0
Marko Dmitrović,SRB,GK,Eibar,La Liga,27,1992,35.0,0,0,0,0,0,0,3,0.0,3,5,0,0.0,5,0,0,1,0,0,1,0,0,2,0
Matt Doherty,IRL,DF,Wolves,Premier League,27,1992,31.5,65,33,36,25,4,26,50,52.0,24,379,107,28.2,181,142,56,64,5,0,59,19,84,78,1
Kasper Dolberg,DEN,FW,Nice,Ligue 1,21,1997,21.0,16,8,1,4,11,9,25,36.0,16,379,87,23.0,17,154,208,18,4,0,14,9,25,28,0
Keagan Dolly,RSA,MF,Montpellier,Ligue 1,26,1993,1.6,3,1,1,1,1,1,5,20.0,4,53,19,35.8,11,25,17,2,0,0,2,2,5,0,0
Jaume Doménech,ESP,GK,Valencia,La Liga,28,1990,14.7,0,0,0,0,0,0,2,0.0,2,0,0,,0,0,0,0,0,0,0,0,0,0,2
Nicolás Domínguez,ARG,MF,Bologna,Serie A,21,1998,7.8,22,16,15,6,1,11,26,42.3,15,235,72,30.6,75,128,32,14,1,0,13,8,30,9,0
Giulio Donati,ITA,DF,Lecce,Serie A,29,1990,19.6,32,25,22,6,4,11,35,31.4,24,182,57,31.3,95,58,29,36,12,1,24,16,48,40,1
Ji Dong-won,KOR,FW,Mainz 05,Bundesliga,28,1991,1.1,0,0,0,0,0,0,1,0.0,1,19,3,15.8,1,7,11,1,0,0,1,0,0,1,0
Anastasios Donis,GRE,FW,Reims,Ligue 1,22,1996,6.8,5,3,4,0,1,1,11,9.1,10,106,23,21.7,10,55,41,3,0,0,3,0,5,4,0
Alfredo Donnarumma,ITA,FW,Brescia,Serie A,28,1990,18.7,13,7,2,7,4,3,16,18.8,13,345,66,19.1,31,144,170,10,1,0,9,6,19,2,0
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,20,1999,35.6,0,0,0,0,0,0,2,0.0,2,6,2,33.3,6,0,0,0,0,0,0,0,0,1,4
Gabriel Dos Santos,BRA,DF,Lille,Ligue 1,21,1997,23.2,44,31,31,10,3,14,24,58.3,10,184,72,39.1,118,56,10,40,14,0,26,12,56,139,0
Mathieu Dossevi,TOG,MF,Toulouse,Ligue 1,31,1988,19.5,36,22,11,19,6,12,33,36.4,21,324,77,23.8,86,142,96,32,2,0,30,8,44,9,0
Bas Dost,NED,FW,Eint Frankfurt,Bundesliga,30,1989,16.4,8,4,0,4,4,1,7,14.3,6,204,60,29.4,6,92,106,10,3,0,7,4,12,24,0
Abdoulaye Doucouré,MLI,MF,Watford,Premier League,26,1993,35.1,69,49,28,30,11,16,62,25.8,46,953,237,24.9,270,470,213,58,9,0,49,24,93,46,0
Mamadou Doucouré,FRA,MF,M'Gladbach,Bundesliga,21,1998,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Moussa Doumbia,MLI,FW,Reims,Ligue 1,24,1994,19.1,21,14,7,10,4,8,26,30.8,18,277,69,24.9,47,161,69,19,1,0,18,20,41,9,0
