Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
Lee Kangin,KOR,FW,Valencia,La Liga,17,2001,3,24,8,0.7,0.3,0,,0,3,7,7,2.33,1,0,+1,+3.75,+3.35,0.3,0.1,+0.2,+0.85,+0.43
N'Golo Kanté,FRA,MF,Chelsea,Premier League,27,1991,36,3092,86,90.4,34.4,36,86,32,0,,1,1.89,57,38,+19,+0.55,-0.82,53.1,33.5,+19.6,+0.57,-0.42
Stefanos Kapino,GRE,GK,Werder Bremen,Bundesliga,24,1994,1,45,45,1.5,0.5,0,,0,1,45,16,3.00,2,1,+1,+2.00,+1.76,0.9,0.4,+0.6,+1.11,+1.25
Wilfrid Kaptoum,CMR,MF,Betis,La Liga,22,1996,10,773,77,22.6,8.6,9,83,5,1,22,11,1.40,7,12,-5,-0.58,-0.48,9.0,8.8,+0.2,+0.02,-0.02
Kenan Karaman,TUR,FW,Düsseldorf,Bundesliga,24,1994,21,919,44,30.0,10.2,9,81,2,12,16,7,1.48,19,17,+2,+0.20,+0.95,14.9,16.4,-1.5,-0.15,+0.35
Yann Karamoh,FRA,FW,Bordeaux,Ligue 1,20,1998,22,1224,56,35.8,13.6,13,79,5,9,21,5,1.18,13,14,-1,-0.07,+0.21,18.1,18.5,-0.4,-0.03,+0.48
Yann Karamoh,FRA,MF,Inter,Serie A,20,1998,1,5,5,0.1,0.1,0,,0,1,5,0,0.00,0,0,0,0.00,-0.63,0.3,0.0,+0.3,+6.20,+5.53
Ibrahim Karamoko,FRA,MF,Chievo,Serie A,17,2001,2,65,33,1.9,0.7,0,,0,2,33,3,0.50,0,3,-3,-4.15,-2.89,0.3,1.4,-1.1,-1.46,-0.85
Loris Karius,GER,GK,Liverpool,Premier League,25,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,
Orestis Karnezis,GRE,GK,Napoli,Serie A,33,1985,9,810,90,23.7,9.0,9,90,9,0,,29,2.22,21,7,+14,+1.56,+0.73,16.4,8.5,+7.9,+0.87,0.00
Rick Karsdorp,NED,DF,Roma,Serie A,23,1995,11,593,54,17.3,6.6,7,77,1,4,14,15,1.55,12,11,+1,+0.15,-0.39,10.8,8.7,+2.1,+0.33,+0.09
Redi Kasa,ALB,MF,Parma,Serie A,16,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Grigoris Kastanos,CYP,MF,Juventus,Serie A,20,1998,1,60,60,1.8,0.7,1,60,0,0,,4,0.00,1,1,0,0.00,-1.07,0.3,0.7,-0.4,-0.59,-1.19
Florian Kath,GER,MF,Freiburg,Bundesliga,23,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,
Eiji Kawashima,JPN,GK,Strasbourg,Ligue 1,35,1983,1,90,90,2.6,1.0,1,90,1,0,,6,3.00,1,0,+1,+1.00,+0.76,0.9,1.5,-0.6,-0.56,-0.39
Beram Kayal,ISR,MF,Brighton,Premier League,30,1988,18,940,52,27.5,10.4,9,85,7,9,20,19,1.22,8,17,-9,-0.86,-0.28,6.5,19.0,-12.5,-1.20,-0.86
Moise Kean,ITA,FW,Juventus,Serie A,18,2000,13,541,42,15.8,6.0,5,83,3,8,16,19,1.85,11,5,+6,+1.00,-0.06,8.9,4.3,+4.6,+0.77,+0.22
Michael Keane,ENG,DF,Everton,Premier League,25,1993,33,2969,90,86.8,33.0,33,90,32,0,,2,1.48,50,39,+11,+0.33,+0.93,41.5,42.7,-1.2,-0.04,-0.43
Neeskens Kebano,COD,FW,Fulham,Premier League,26,1992,7,108,15,3.2,1.2,0,,0,7,14,14,0.00,0,3,-3,-2.50,-1.30,0.5,2.5,-2.0,-1.68,-0.98
Thilo Kehrer,GER,DF,Paris S-G,Ligue 1,21,1996,27,1902,70,55.6,21.1,19,87,17,8,31,4,2.33,64,23,+41,+1.94,+0.22,52.2,23.4,+28.8,+1.36,-0.21
Jules Keita,GUI,FW,Dijon,Ligue 1,20,1998,17,456,27,13.3,5.1,2,79,1,15,20,7,0.76,7,8,-1,-0.20,+0.65,8.4,10.4,-2.1,-0.41,+0.17
Naby Keïta,GUI,MF,Liverpool,Premier League,23,1995,25,1390,56,40.6,15.4,16,78,5,9,17,7,2.68,36,8,+28,+1.81,+0.08,32.8,11.2,+21.6,+1.40,+0.39
Keko,ESP,MF,Valladolid,La Liga,26,1991,26,1533,59,44.8,17.0,20,71,3,6,19,4,0.69,11,23,-12,-0.70,-0.37,16.5,24.0,-7.6,-0.44,-0.22
Martin Kelly,ENG,DF,Crystal Palace,Premier League,28,1990,13,1111,85,32.5,12.3,12,90,12,1,30,21,1.31,17,21,-4,-0.32,-0.40,16.4,19.5,-3.2,-0.26,-0.45
Marc-Oliver Kempf,GER,DF,Stuttgart,Bundesliga,23,1995,23,2025,88,66.2,22.5,23,88,22,0,,2,0.96,26,46,-20,-0.89,+0.68,28.0,37.4,-9.4,-0.42,+0.36
Kenedy,BRA,MF,Newcastle Utd,Premier League,22,1996,25,1348,54,39.4,15.0,14,83,7,11,17,3,1.16,14,18,-4,-0.27,-0.18,15.8,23.1,-7.3,-0.49,-0.20
Jonjoe Kenny,ENG,DF,Everton,Premier League,21,1997,10,791,79,23.1,8.8,8,90,7,2,37,6,0.90,8,15,-7,-0.80,-1.31,9.3,12.1,-2.8,-0.32,-0.44
Christophe Kerbrat,FRA,DF,Guingamp,Ligue 1,31,1986,25,2095,84,61.3,23.3,25,84,21,0,,6,0.72,17,47,-30,-1.29,-0.61,22.6,30.0,-7.4,-0.32,-0.11
Sebastian Kerk,GER,MF,Nürnberg,Bundesliga,24,1994,21,1179,56,38.5,13.1,17,66,4,4,14,6,0.48,6,22,-16,-1.22,+0.02,11.6,19.3,-7.7,-0.59,+0.12
Franck Kessié,CIV,MF,Milan,Serie A,21,1996,34,3018,89,88.2,33.5,34,89,31,0,,1,1.88,51,32,+19,+0.57,+0.57,41.9,34.5,+7.4,+0.22,+0.06
Billy Ketkeophomphone,LAO,FW,Angers,Ligue 1,28,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,
Driss Khalid,MAR,FW,Toulouse,Ligue 1,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Saîf-Eddine Khaoui,TUN,FW,Marseille,Ligue 1,23,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,
Saîf-Eddine Khaoui,TUN,MF,Caen,Ligue 1,23,1995,25,1353,54,39.6,15.0,17,65,1,8,31,7,0.76,13,26,-13,-0.86,-0.34,9.5,24.0,-14.5,-0.96,-0.44
Wahbi Khazri,TUN,FW,Saint-Étienne,Ligue 1,27,1991,32,2817,88,82.4,31.3,32,88,24,0,,0,1.66,43,34,+9,+0.29,-1.06,42.8,40.1,+2.7,+0.09,-0.30
Rani Khedira,GER,DF,Augsburg,Bundesliga,24,1994,30,2624,87,85.8,29.2,30,87,27,0,,0,1.07,43,53,-10,-0.34,+1.72,38.5,47.0,-8.5,-0.29,+0.86
Sami Khedira,GER,MF,Juventus,Serie A,31,1987,10,706,71,20.6,7.8,8,78,1,2,42,5,2.60,19,9,+10,+1.27,+0.28,15.6,7.6,+8.0,+1.02,+0.55
Isaac Kiese Thelin,SWE,FW,Leverkusen,Bundesliga,26,1992,6,180,30,5.9,2.0,1,95,1,5,17,16,1.33,3,1,+2,+1.00,+0.53,2.9,4.1,-1.2,-0.58,-1.19
Kike,ESP,FW,Eibar,La Liga,28,1989,30,1298,43,38.0,14.4,15,70,3,15,17,4,1.20,14,22,-8,-0.55,-0.72,20.6,15.1,+5.5,+0.38,+0.36
Max Kilman,ENG,DF,Wolves,Premier League,21,1997,1,1,1,0.0,0.0,0,,0,1,0,5,3.00,0,0,0,0.00,-0.03,0.0,0.0,0.0,0.00,-0.25
Joshua Kimmich,GER,DF,Bayern Munich,Bundesliga,23,1995,34,3060,90,100.0,34.0,34,90,34,0,,0,2.29,88,32,+56,+1.65,,80.8,25.9,+55.0,+1.62,
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,22,1995,24,2005,84,58.6,22.3,23,87,21,1,6,4,2.25,55,25,+30,+1.35,-1.20,52.5,24.7,+27.9,+1.25,-0.50
Joshua King,NOR,FW,Bournemouth,Premier League,26,1992,35,2961,85,86.6,32.9,34,87,20,1,16,0,1.20,48,57,-9,-0.27,+0.71,45.3,46.0,-0.6,-0.02,+0.18
Thorsten Kirschbaum,GER,GK,Leverkusen,Bundesliga,31,1987,0,,,,,0,,0,0,,1,,,,,,,,,,,
Sofian Kiyine,MAR,MF,Chievo,Serie A,20,1997,23,816,35,23.9,9.1,9,65,2,14,16,13,0.70,5,20,-15,-1.65,-0.44,6.6,16.6,-10.0,-1.10,-0.62
Simon Kjær,DEN,DF,Sevilla,La Liga,29,1989,26,2008,77,58.7,22.3,25,80,16,1,4,4,1.46,31,30,+1,+0.04,-0.85,33.2,28.4,+4.9,+0.22,-0.68
Davy Klaassen,NED,MF,Werder Bremen,Bundesliga,25,1993,33,2816,85,92.0,31.3,33,85,26,0,,0,1.52,55,45,+10,+0.32,+0.69,45.4,48.7,-3.3,-0.11,+0.28
Patric Klandt,GER,GK,Nürnberg,Bundesliga,34,1983,0,,,,,0,,0,0,,6,,,,,,,,,,,
Felix Klaus,GER,FW,Wolfsburg,Bundesliga,25,1992,15,443,30,14.5,4.9,5,69,0,10,10,5,1.60,8,5,+3,+0.61,+0.30,7.8,8.5,-0.7,-0.15,-0.17
Ragnar Klavan,EST,DF,Cagliari,Serie A,32,1985,15,1230,82,36.0,13.7,15,82,12,0,,2,0.87,12,18,-6,-0.44,+0.05,14.9,20.4,-5.5,-0.40,+0.18
Tim Kleindienst,GER,FW,Freiburg,Bundesliga,22,1995,4,200,50,6.5,2.2,2,87,1,2,13,1,0.25,1,6,-5,-2.25,-1.94,1.8,3.8,-2.0,-0.90,-0.55
Jonathan Klinsmann,USA,GK,Hertha BSC,Bundesliga,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,22,1996,26,2003,77,65.5,22.3,22,88,20,4,18,4,1.96,36,21,+15,+0.67,-0.94,38.1,24.5,+13.6,+0.61,-0.43
Justin Kluivert,NED,FW,Roma,Serie A,19,1999,29,1341,46,39.2,14.9,14,71,1,15,23,8,1.62,26,15,+11,+0.74,+0.44,26.4,18.4,+8.0,+0.54,+0.47
Lukas Klünter,GER,DF,Hertha BSC,Bundesliga,22,1996,10,592,59,19.3,6.6,7,79,4,3,13,6,1.00,8,12,-4,-0.61,-0.46,9.4,10.6,-1.2,-0.18,+0.20
Josh Knight,ENG,DF,Leicester City,Premier League,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
Robin Knoche,GER,DF,Wolfsburg,Bundesliga,26,1992,31,2790,90,91.2,31.0,31,90,31,0,,3,1.68,58,47,+11,+0.35,+0.02,40.3,42.3,-1.9,-0.06,-0.65
Anthony Knockaert,FRA,MF,Brighton,Premier League,26,1991,30,1837,61,53.7,20.4,18,83,10,12,29,4,0.80,20,38,-18,-0.88,-0.48,17.8,33.3,-15.5,-0.76,-0.40
Törles Knöll,GER,FW,Nürnberg,Bundesliga,20,1997,16,370,23,12.1,4.1,2,82,0,14,15,6,0.56,4,6,-2,-0.49,+0.85,4.0,6.3,-2.3,-0.56,+0.12
Gregor Kobel,SUI,GK,Hoffenheim,Bundesliga,20,1997,1,90,90,2.9,1.0,1,90,1,0,,12,3.00,3,1,+2,+2.00,+1.52,1.9,1.7,+0.2,+0.22,-0.41
Gregor Kobel,SUI,GK,Augsburg,Bundesliga,20,1997,16,1389,87,45.4,15.4,16,87,15,0,,0,0.88,18,42,-24,-1.56,-1.77,13.7,27.0,-13.3,-0.86,-0.82
Robin Koch,GER,MF,Freiburg,Bundesliga,22,1996,24,1901,79,62.1,21.1,21,90,21,3,3,4,1.13,31,35,-4,-0.19,+0.66,26.8,34.2,-7.5,-0.35,+0.10
Kenan Kodro,BIH,FW,Athletic Club,La Liga,24,1993,11,161,15,4.7,1.8,0,,0,11,14,2,1.91,1,2,-1,-0.56,-0.48,1.4,2.6,-1.3,-0.70,-0.64
Christian Koffi,FRA,MF,Fiorentina,Serie A,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Hervé Koffi,BFA,GK,Lille,Ligue 1,21,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,
Dominik Kohr,GER,MF,Leverkusen,Bundesliga,24,1994,18,973,54,31.8,10.8,10,86,7,8,14,15,1.72,17,21,-4,-0.37,-1.28,15.9,21.0,-5.2,-0.48,-1.50
Ali Koiki,ENG,DF,Burnley,Premier League,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Djégui Koita,FRA,DF,Guingamp,Ligue 1,18,1999,2,173,87,5.1,1.9,1,90,1,1,83,1,1.00,0,1,-1,-0.52,+0.56,1.9,2.2,-0.2,-0.13,+0.15
Seybou Koita,NIG,FW,Amiens,Ligue 1,24,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,
Koke,ESP,MF,Atlético Madrid,La Liga,26,1992,30,2586,86,75.6,28.7,29,88,26,1,24,0,2.00,42,22,+20,+0.70,+0.05,36.9,30.3,+6.6,+0.23,+0.21
Aleksandar Kolarov,SRB,DF,Roma,Serie A,32,1985,33,2906,88,85.0,32.3,32,90,31,1,27,0,1.73,60,41,+19,+0.59,+0.76,55.3,47.7,+7.6,+0.24,-0.09
Sead Kolašinac,BIH,DF,Arsenal,Premier League,25,1993,24,1887,79,55.2,21.0,22,84,16,2,23,5,1.71,37,29,+8,+0.38,-0.44,31.7,30.3,+1.3,+0.06,-0.15
Randal Kolo Muani,FRA,FW,Nantes,Ligue 1,19,1998,6,122,20,3.6,1.4,1,89,0,5,7,4,1.00,0,3,-3,-2.21,-2.29,1.0,0.6,+0.5,+0.35,+0.36
Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,26,1991,36,3184,88,93.1,35.4,35,89,34,1,70,1,1.75,54,39,+15,+0.42,-0.72,52.1,46.9,+5.2,+0.15,+0.12
Vincent Kompany,BEL,DF,Manchester City,Premier League,32,1986,17,1224,72,35.8,13.6,13,89,10,4,17,9,2.88,36,7,+29,+2.13,+0.37,30.9,8.1,+22.7,+1.67,+0.17
Ghislain Konan,CIV,DF,Reims,Ligue 1,22,1995,20,1800,90,52.6,20.0,20,90,20,0,,0,1.35,16,19,-3,-0.15,-0.15,19.1,23.9,-4.8,-0.24,-0.27
Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,19,1999,28,2431,87,79.4,27.0,27,90,27,1,0,2,2.04,52,25,+27,+1.00,0.00,48.4,29.5,+18.9,+0.70,-0.29
Moussa Konaté,SEN,FW,Amiens,Ligue 1,25,1993,27,1876,69,54.9,20.8,21,82,9,6,25,0,1.11,20,25,-5,-0.24,+0.69,22.1,22.6,-0.5,-0.02,+0.64
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,25,1993,19,1245,66,36.4,13.8,14,81,10,5,23,4,1.42,12,13,-1,-0.07,-0.78,16.4,14.6,+1.9,+0.13,-0.46
Kouadio Koné,FRA,MF,Toulouse,Ligue 1,17,2001,1,68,68,2.0,0.8,1,68,0,0,,0,0.00,1,2,-1,-1.32,-0.76,0.4,1.0,-0.5,-0.72,-0.34
Lamine Koné,CIV,DF,Strasbourg,Ligue 1,29,1989,27,2152,80,62.9,23.9,23,90,23,4,21,3,1.19,32,30,+2,+0.08,-0.48,28.0,31.3,-3.3,-0.14,+0.13
Youssouf Koné,MLI,DF,Lille,Ligue 1,23,1995,20,1709,85,50.0,19.0,19,89,17,1,16,5,2.05,36,13,+23,+1.21,+0.58,31.6,18.1,+13.5,+0.71,+0.60
Terence Kongolo,NED,DF,Huddersfield,Premier League,24,1994,32,2716,85,79.4,30.2,32,85,26,0,,2,0.44,20,65,-45,-1.49,-0.34,22.9,51.4,-28.5,-0.94,-0.30
Yevhen Konoplyanka,UKR,FW,Schalke 04,Bundesliga,28,1989,13,656,50,21.4,7.3,7,81,3,6,15,10,1.08,6,10,-4,-0.55,-0.02,8.6,10.0,-1.3,-0.18,+0.02
David Kopacz,POL,MF,Stuttgart,Bundesliga,19,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
Pascal Köpke,GER,FW,Hertha BSC,Bundesliga,22,1995,7,74,11,2.4,0.8,0,,0,7,10,11,1.29,1,1,0,0.00,+0.24,1.8,2.1,-0.3,-0.32,+0.01
Julian Korb,GER,DF,Hannover 96,Bundesliga,26,1992,12,1006,84,32.9,11.2,11,86,8,1,59,10,0.50,9,27,-18,-1.61,-0.65,10.6,24.6,-13.9,-1.25,-0.44
Laurent Koscielny,FRA,DF,Arsenal,Premier League,32,1985,17,1331,78,38.9,14.8,13,89,12,4,45,2,1.53,27,23,+4,+0.27,-0.51,23.3,22.4,+0.9,+0.06,-0.11
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,25,1992,34,2956,87,96.6,32.8,33,89,27,1,21,0,1.59,57,46,+11,+0.33,-0.53,53.5,48.6,+5.0,+0.15,+0.20
Christian Kouamé,CIV,FW,Genoa,Serie A,20,1997,38,3066,81,89.6,34.1,33,86,24,5,44,0,1.00,35,53,-18,-0.53,-0.53,38.6,50.7,-12.2,-0.36,-0.86
Tomáš Koubek,CZE,GK,Rennes,Ligue 1,25,1992,33,2925,89,85.5,32.5,32,90,32,1,45,5,1.24,47,48,-1,-0.03,-0.76,42.5,43.9,-1.4,-0.04,-0.94
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,27,1991,35,3132,89,91.6,34.8,35,89,33,0,,0,2.09,67,29,+38,+1.09,+1.09,62.2,31.1,+31.1,+0.89,+0.22
Jules Koundé,FRA,DF,Bordeaux,Ligue 1,19,1998,37,3330,90,97.4,37.0,37,90,37,0,,0,1.11,34,41,-7,-0.19,+0.81,39.6,52.6,-13.0,-0.35,-0.38
Cheikhou Kouyaté,SEN,MF,Crystal Palace,Premier League,28,1989,31,1899,61,55.5,21.1,21,83,13,10,15,3,1.26,25,29,-4,-0.19,-0.31,25.5,26.4,-0.9,-0.04,-0.20
Mateo Kovačić,CRO,MF,Chelsea,Premier League,24,1994,32,1735,54,50.7,19.3,21,72,2,11,21,4,1.94,26,19,+7,+0.36,-0.54,26.8,18.7,+8.0,+0.42,-0.40
Dawid Kownacki,POL,FW,Sampdoria,Serie A,21,1997,13,168,13,4.9,1.9,0,,0,13,13,6,1.46,4,4,0,0.00,-0.25,5.0,4.2,+0.9,+0.46,+0.56
Dawid Kownacki,POL,MF,Düsseldorf,Bundesliga,21,1997,10,575,58,18.8,6.4,7,72,3,3,24,1,1.30,11,12,-1,-0.16,+0.39,8.7,11.7,-3.0,-0.47,-0.09
Thomas Kraft,GER,GK,Hertha BSC,Bundesliga,30,1988,4,315,79,10.3,3.5,3,90,3,1,45,26,1.50,8,9,-1,-0.29,-0.06,5.7,6.1,-0.4,-0.11,+0.26
Emil Krafth,SWE,DF,Amiens,Ligue 1,23,1994,35,2974,85,87.0,33.0,33,89,32,2,11,2,1.06,28,43,-15,-0.45,+0.76,30.7,41.4,-10.7,-0.33,-0.12
Luka Krajnc,SVN,DF,Frosinone,Serie A,23,1994,9,788,88,23.0,8.8,9,88,7,0,,25,0.67,7,19,-12,-1.37,-0.41,8.4,15.1,-6.7,-0.76,-0.13
Andrej Kramarić,CRO,MF,Hoffenheim,Bundesliga,27,1991,30,2396,80,78.3,26.6,28,83,18,2,36,1,1.57,55,38,+17,+0.64,+0.50,56.9,38.2,+18.6,+0.70,+0.35
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,27,1991,18,1136,63,37.1,12.6,13,83,8,5,12,9,1.50,19,21,-2,-0.16,-0.86,16.0,20.8,-4.8,-0.38,-0.67
Titas Krapikas,LTU,GK,Sampdoria,Serie A,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Vasyl Kravets,UKR,DF,Leganés,La Liga,20,1997,6,481,80,14.1,5.3,6,80,3,0,,2,0.67,2,6,-4,-0.75,-0.69,3.1,5.2,-2.1,-0.39,-0.40
Ladislav Krejčí,CZE,MF,Bologna,Serie A,26,1992,18,1065,59,31.1,11.8,11,86,9,7,17,19,1.39,18,22,-4,-0.34,-0.19,14.1,18.6,-4.5,-0.38,-0.58
Rene Krhin,SVN,MF,Nantes,Ligue 1,28,1990,16,1057,66,30.9,11.7,12,84,7,4,14,10,1.06,9,14,-5,-0.43,-0.62,12.7,13.2,-0.5,-0.04,-0.05
Toni Kroos,GER,MF,Real Madrid,La Liga,28,1990,28,2221,79,64.9,24.7,26,84,18,2,13,2,1.64,41,35,+6,+0.24,-0.58,40.1,33.5,+6.6,+0.27,-0.38
Rade Krunić,BIH,MF,Empoli,Serie A,24,1993,33,2772,84,81.1,30.8,33,84,21,0,,0,1.03,38,55,-17,-0.55,-0.27,41.0,49.2,-8.2,-0.27,-0.20
Max Kruse,GER,FW,Werder Bremen,Bundesliga,30,1988,32,2832,89,92.5,31.5,32,89,27,0,,0,1.47,53,47,+6,+0.19,-0.99,46.3,49.0,-2.7,-0.09,+0.57
Lukas Kübler,GER,DF,Freiburg,Bundesliga,25,1992,16,1184,74,38.7,13.2,15,79,11,1,2,5,1.69,23,15,+8,+0.61,+1.71,15.6,15.4,+0.1,+0.01,+0.65
Yuya Kubo,JPN,FW,Nürnberg,Bundesliga,24,1993,22,1357,62,44.3,15.1,15,79,4,7,25,10,0.59,13,26,-13,-0.86,+0.67,14.8,22.6,-7.8,-0.52,+0.26
Juraj Kucka,SVK,MF,Parma,Serie A,31,1987,18,1535,85,44.9,17.1,17,89,14,1,18,0,0.89,20,33,-13,-0.76,-0.43,16.5,28.6,-12.1,-0.71,-0.04
Tomasz Kucz,POL,GK,Leverkusen,Bundesliga,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Dejan Kulusevski,SWE,MF,Atalanta,Serie A,18,2000,3,105,35,3.1,1.2,0,,0,3,35,12,1.00,1,3,-2,-1.71,-2.61,0.9,1.3,-0.4,-0.32,-1.02
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,23,1995,29,1909,66,62.4,21.2,23,78,12,6,21,4,1.34,28,37,-9,-0.42,-0.27,27.2,35.2,-8.0,-0.38,-0.32
Jasmin Kurtić,SVN,MF,SPAL,Serie A,29,1989,30,2557,85,74.8,28.4,29,87,24,1,37,0,1.17,35,41,-6,-0.21,+0.41,29.3,36.6,-7.2,-0.25,-0.28
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,25,1992,19,1010,53,29.5,11.2,11,76,3,8,22,3,2.16,32,13,+19,+1.69,-0.21,28.1,9.8,+18.3,+1.63,+0.24
Rafał Kurzawa,POL,FW,Amiens,Ligue 1,25,1993,11,239,22,7.0,2.7,2,61,0,9,13,8,0.73,6,5,+1,+0.38,+1.00,3.2,3.6,-0.4,-0.17,+0.15
Ahmed Kutucu,TUR,FW,Schalke 04,Bundesliga,18,2000,13,425,33,13.9,4.7,3,75,0,10,20,4,1.00,3,11,-8,-1.69,-1.35,5.1,9.0,-3.9,-0.83,-0.74
Enock Kwateng,FRA,DF,Nantes,Ligue 1,21,1997,30,2040,68,59.6,22.7,22,86,18,8,18,4,1.33,26,28,-2,-0.09,-0.22,25.3,26.5,-1.2,-0.05,-0.12
Grejohn Kyei,FRA,FW,Reims,Ligue 1,22,1995,1,2,2,0.1,0.0,0,,0,1,2,1,3.00,0,0,0,0.00,+0.08,0.0,0.0,0.0,0.00,+0.11
Antonino La Gumina,ITA,FW,Empoli,Serie A,22,1996,22,1090,50,31.9,12.1,12,75,3,10,20,0,0.91,16,26,-10,-0.83,-0.48,17.7,17.1,+0.6,+0.05,+0.40
Rajiv van La Parra,NED,FW,Huddersfield,Premier League,27,1991,5,405,81,11.8,4.5,5,81,3,0,,5,0.60,2,6,-4,-0.89,+0.60,3.7,4.6,-0.9,-0.19,+0.78
Luca de la Torre,USA,MF,Fulham,Premier League,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
Gaëtan Laborde,FRA,FW,Bordeaux,Ligue 1,24,1994,1,90,90,2.6,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,-1.84,0.2,1.7,-1.5,-1.50,-1.19
Gaëtan Laborde,FRA,FW,Montpellier,Ligue 1,24,1994,36,2895,80,84.6,32.2,35,82,15,1,25,0,1.61,45,30,+15,+0.47,+1.15,37.0,34.7,+2.3,+0.07,+0.10
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,27,1991,35,2502,71,73.2,27.8,27,83,18,8,32,2,1.74,51,31,+20,+0.72,+0.52,40.4,36.6,+3.8,+0.14,+0.02
Riccardo Ladinetti,ITA,MF,Cagliari,Serie A,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Alban Lafont,FRA,GK,Fiorentina,Serie A,19,1999,34,3015,89,88.2,33.5,34,89,33,0,,3,1.15,43,40,+3,+0.09,+0.31,49.0,37.6,+11.3,+0.34,+0.49
Víctor Laguardia,ESP,DF,Alavés,La Liga,28,1989,36,3240,90,94.7,36.0,36,90,36,0,,0,1.36,37,44,-7,-0.19,+1.81,36.0,47.6,-11.6,-0.32,+0.57
Abdou Lahat Diakhate,SEN,FW,Parma,Serie A,19,1998,1,1,1,0.0,0.0,0,,0,1,1,13,0.00,0,0,0,0.00,+0.53,0.0,0.0,0.0,-2.58,-1.89
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,21,1997,29,1874,65,61.2,20.8,20,84,9,9,22,4,2.00,32,15,+17,+0.82,-0.47,33.3,21.1,+12.1,+0.58,-0.45
Diego Lainez,MEX,MF,Betis,La Liga,18,2000,12,353,29,10.3,3.9,3,67,0,9,17,4,0.92,7,6,+1,+0.25,+0.52,5.2,3.9,+1.3,+0.34,+0.34
Ivan Lakićević,SRB,DF,Genoa,Serie A,25,1993,0,,,,,0,,0,0,,29,,,,,,,,,,,
Erald Lakti,ALB,MF,Fiorentina,Serie A,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,26,1991,34,3060,90,89.5,34.0,34,90,34,0,,0,1.41,56,42,+14,+0.41,+1.41,39.6,43.4,-3.8,-0.11,+0.72
Adam Lallana,ENG,MF,Liverpool,Premier League,30,1988,13,468,36,13.7,5.2,5,70,0,8,15,11,2.54,14,3,+11,+2.12,+0.41,10.3,2.5,+7.8,+1.49,+0.38
Érik Lamela,ARG,MF,Tottenham,Premier League,26,1992,19,974,51,28.5,10.8,9,81,2,10,25,3,2.00,18,12,+6,+0.55,-0.26,16.5,13.9,+2.6,+0.24,-0.13
Mohamed Lamine Diaby,FRA,FW,Nice,Ligue 1,17,2001,6,162,27,4.7,1.8,2,40,0,4,21,2,0.67,1,4,-3,-1.67,-1.61,1.2,2.9,-1.7,-0.96,-0.87
Loïck Landre,FRA,DF,Nîmes,Ligue 1,26,1992,22,1591,72,46.5,17.7,19,83,17,3,4,3,1.41,27,23,+4,+0.23,+0.47,21.5,28.2,-6.7,-0.38,-0.32
Michael Lang,SUI,DF,M'Gladbach,Bundesliga,27,1991,17,1255,74,41.0,13.9,15,83,8,2,8,9,2.06,30,14,+16,+1.15,+1.30,20.1,18.5,+1.6,+0.11,+0.12
Michael Langer,AUT,GK,Schalke 04,Bundesliga,33,1985,0,,,,,0,,0,0,,10,,,,,,,,,,,
