Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
Jhon Córdoba,COL,FW,Hertha BSC,Bundesliga,27,1993,21,1537,73,50.2,17.1,17,82,8,4,37,0,1.14,22,26,-4,-0.23,+0.18,24.9,20.6,+4.4,+0.26,+0.78
Sergio Córdova,VEN,FW,Arminia,Bundesliga,22,1997,23,1090,47,35.6,12.1,13,67,1,10,22,1,1.00,8,17,-9,-0.74,+0.03,9.6,19.7,-10.1,-0.83,-0.15
Jack Cork,ENG,MF,Burnley,Premier League,31,1989,16,1350,84,39.5,15.0,15,87,12,1,45,5,1.00,17,24,-7,-0.47,+0.19,17.2,22.0,-4.8,-0.32,+0.24
Andreas Cornelius,DEN,FW,Parma,Serie A,27,1993,29,1898,65,55.5,21.1,21,80,12,8,29,2,0.48,20,44,-24,-1.14,+0.04,22.1,33.0,-10.9,-0.52,+0.10
Maxwel Cornet,CIV,DF,Lyon,Ligue 1,23,1996,36,2446,68,71.5,27.2,29,78,12,7,24,0,1.94,64,34,+30,+1.10,+0.36,65.1,32.0,+33.1,+1.22,+0.45
Ángel Correa,ARG,FW,Atlético Madrid,La Liga,25,1995,38,2393,63,70.0,26.6,29,72,3,9,35,0,2.26,39,14,+25,+0.94,-0.55,36.0,20.1,+16.0,+0.60,+0.28
Joaquín Correa,ARG,FW,Lazio,Serie A,25,1994,28,1933,69,56.5,21.5,25,74,9,3,26,4,1.71,35,40,-5,-0.23,-0.90,33.2,28.9,+4.3,+0.20,-0.26
Rober Correa,ESP,DF,Eibar,La Liga,27,1992,15,1136,76,33.2,12.6,13,82,8,2,38,7,1.13,12,10,+2,+0.16,+1.14,16.2,10.7,+5.5,+0.43,+0.87
Félix Correia,POR,MF,Juventus,Serie A,19,2001,1,7,7,0.2,0.1,0,,0,1,7,7,3.00,1,0,+1,+12.86,+11.86,0.3,0.0,+0.3,+3.37,+2.43
Thierry Correia,POR,DF,Valencia,La Liga,21,1999,29,2137,74,62.5,23.7,25,83,18,4,16,6,1.14,29,31,-2,-0.08,-0.01,27.1,29.8,-2.7,-0.11,+0.40
Antonio Cortés,ESP,FW,Granada,La Liga,20,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Danny da Costa,GER,DF,Mainz 05,Bundesliga,27,1993,16,1208,76,39.5,13.4,15,79,7,1,20,0,1.81,19,17,+2,+0.15,+1.07,16.9,16.6,+0.3,+0.02,+0.22
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,27,1993,6,110,18,3.6,1.2,1,45,0,5,13,7,1.00,2,6,-4,-3.27,-3.88,2.0,2.5,-0.5,-0.39,-0.64
David Pereira da Costa,POR,MF,Lens,Ligue 1,19,2001,8,158,20,4.6,1.8,1,66,0,7,13,18,1.63,7,6,+1,+0.57,+0.57,2.4,4.2,-1.8,-1.01,-1.29
Diego Costa,ESP,FW,Atlético Madrid,La Liga,31,1988,7,208,30,6.1,2.3,2,59,0,5,18,0,2.43,5,0,+5,+2.16,+1.13,4.9,2.1,+2.8,+1.20,+0.73
Douglas Costa,BRA,MF,Juventus,Serie A,29,1990,2,42,21,1.2,0.5,0,,0,2,21,0,2.00,2,0,+2,+4.29,+3.30,0.7,0.6,+0.1,+0.19,-0.76
Douglas Costa,BRA,FW,Bayern Munich,Bundesliga,29,1990,11,320,29,10.5,3.6,3,65,0,8,16,5,2.36,7,5,+2,+0.56,-1.18,4.5,5.2,-0.7,-0.19,-1.36
Hélder Costa,ANG,MF,Leeds United,Premier League,26,1994,22,1156,53,33.8,12.8,13,74,5,9,22,10,1.27,21,23,-2,-0.16,-0.55,16.7,22.7,-6.0,-0.47,-0.49
Jaume Costa,ESP,DF,Villarreal,La Liga,32,1988,14,351,25,10.3,3.9,3,60,0,11,15,22,1.71,5,6,-1,-0.26,-0.75,6.5,5.2,+1.3,+0.33,-0.06
João Paulo Santos Costa,POR,GK,Granada,La Liga,24,1996,0,,,,,0,,0,0,,18,,,,,,,,,,,
Angelo da Costa Júnior,BRA,GK,Bologna,Serie A,36,1983,6,540,90,15.8,6.0,6,90,6,0,,30,0.83,7,9,-2,-0.33,+0.04,6.7,9.4,-2.7,-0.45,-0.18
Davide Costanzo,ITA,DF,Napoli,Serie A,18,2002,0,,,,,0,,0,0,,11,,,,,,,,,,,
David Costas,ESP,DF,Celta Vigo,La Liga,25,1995,0,,,,,0,,0,0,,8,,,,,,,,,,,
Charles Costes,FRA,MF,Dijon,Ligue 1,17,2002,1,2,2,0.1,0.0,0,,0,1,2,0,3.00,0,0,0,0.00,+1.26,0.1,0.0,+0.1,+6.21,+7.37
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,33,1987,38,3420,90,100.0,38.0,38,90,38,0,,0,1.18,42,56,-14,-0.37,,41.9,56.7,-14.8,-0.39,
Vladimír Coufal,CZE,DF,West Ham,Premier League,27,1992,34,3054,90,89.3,33.9,34,90,33,0,,1,1.79,57,43,+14,+0.41,+0.17,48.3,44.2,+4.1,+0.12,-0.26
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,28,1991,17,981,58,28.7,10.9,11,80,5,6,17,7,1.12,15,9,+6,+0.55,+1.07,13.8,12.6,+1.2,+0.11,+0.41
Lassana Coulibaly,MLI,MF,Angers,Ligue 1,24,1996,29,1687,58,49.3,18.7,18,82,11,11,20,1,1.14,20,30,-10,-0.53,-0.12,18.6,23.2,-4.6,-0.25,-0.01
Mamadou Coulibaly,SEN,MF,Udinese,Serie A,21,1999,3,184,61,5.4,2.0,2,90,2,1,4,7,0.00,0,3,-3,-1.47,-1.11,3.8,1.6,+2.1,+1.05,+1.36
Senou Coulibaly,MLI,DF,Dijon,Ligue 1,25,1994,22,1934,88,56.5,21.5,22,88,19,0,,6,0.59,16,45,-29,-1.35,-0.20,19.9,40.9,-21.0,-0.98,+0.41
Tanguy Coulibaly,FRA,DF,Stuttgart,Bundesliga,19,2001,31,1506,49,49.2,16.7,17,72,2,14,21,1,1.35,25,32,-7,-0.42,-0.88,25.0,25.8,-0.8,-0.05,-0.09
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,28,1992,38,3420,90,100.0,38.0,38,90,38,0,,0,2.21,67,28,+39,+1.03,,61.5,36.5,+25.1,+0.66,
Philippe Coutinho,BRA,MF,Barcelona,La Liga,28,1992,12,654,55,19.1,7.3,8,70,1,4,25,1,1.50,14,7,+7,+0.96,-0.34,14.1,9.3,+4.8,+0.66,-0.46
Conor Coventry,IRL,MF,West Ham,Premier League,20,2000,0,,,,,0,,,0,,7,,,,,,,,,,,
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,21,1999,20,1369,68,40.0,15.2,15,84,7,5,21,17,1.40,23,28,-5,-0.33,-0.46,15.2,30.0,-14.8,-0.97,-0.84
Alessio Cragno,ITA,GK,Cagliari,Serie A,26,1994,34,3060,90,89.5,34.0,34,90,34,0,,0,0.82,35,53,-18,-0.53,-1.03,40.2,57.6,-17.4,-0.51,-0.41
Gian Crespi,ITA,GK,Crotone,Serie A,19,2001,1,90,90,2.6,1.0,1,90,1,0,,32,1.00,0,0,0,0.00,+1.27,1.4,0.6,+0.9,+0.86,+1.77
Aaron Cresswell,ENG,DF,West Ham,Premier League,30,1989,36,3170,88,92.7,35.2,36,88,34,0,,0,1.81,60,41,+19,+0.54,+1.98,51.3,42.9,+8.4,+0.24,+1.26
Charlie Cresswell,ENG,DF,Leeds United,Premier League,17,2002,0,,,,,0,,,0,,7,,,,,,,,,,,
Domenico Criscito,ITA,DF,Genoa,Serie A,33,1986,23,1726,75,50.5,19.2,20,83,17,3,19,2,1.43,26,22,+4,+0.21,+1.01,19.2,23.2,-4.1,-0.21,+0.46
Bryan Cristante,ITA,DF,Roma,Serie A,25,1995,34,2155,63,63.0,23.9,22,86,17,12,21,1,1.59,45,32,+13,+0.54,+0.76,44.5,33.0,+11.5,+0.48,+0.05
Cristian,ESP,GK,Valencia,La Liga,22,1998,0,,,,,0,,0,0,,32,,,,,,,,,,,
Giovanni Crociata,ITA,MF,Crotone,Serie A,22,1997,2,26,13,0.8,0.3,0,,0,2,13,16,0.00,0,1,-1,-3.46,-2.24,0.2,1.4,-1.2,-4.26,-3.42
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,28,1992,26,1962,75,57.4,21.8,23,80,15,3,39,10,1.15,16,29,-13,-0.60,-0.72,17.4,30.5,-13.1,-0.60,-0.56
Juan Cuadrado,COL,DF,Juventus,Serie A,32,1988,30,2175,73,63.6,24.2,26,80,17,4,22,0,2.07,48,25,+23,+0.95,-0.20,45.9,21.3,+24.6,+1.02,+0.21
Adrián Cubas,PAR,MF,Nîmes,Ligue 1,24,1996,27,2242,83,65.6,24.9,27,83,17,0,,1,0.96,25,45,-20,-0.80,+0.04,26.3,40.5,-14.2,-0.57,+0.14
Sergio Cubero Ezcurra,ESP,MF,Eibar,La Liga,20,1999,1,1,1,0.0,0.0,0,,0,1,1,2,1.00,0,0,0,0.00,+0.61,0.0,0.0,0.0,0.00,+0.15
Cucho,COL,FW,Getafe,La Liga,21,1999,23,1466,64,42.9,16.3,18,76,5,5,21,0,1.09,13,17,-4,-0.25,+0.26,11.7,19.2,-7.5,-0.46,-0.45
Marc Cucurella,ESP,MF,Getafe,La Liga,22,1998,37,3244,88,94.9,36.0,37,88,31,0,,0,1.03,25,38,-13,-0.36,+0.66,31.1,37.4,-6.3,-0.17,+0.51
Mickaël Cuisance,FRA,FW,Bayern Munich,Bundesliga,20,1999,1,18,18,0.6,0.2,0,,0,1,18,0,3.00,1,0,+1,+5.00,+3.40,0.1,0.1,+0.1,+0.27,-0.76
Mickaël Cuisance,FRA,MF,Marseille,Ligue 1,20,1999,23,1024,45,29.9,11.4,11,71,1,12,20,5,1.70,19,11,+8,+0.70,+0.74,13.4,12.0,+1.4,+0.13,+0.12
Pablo Cuñat,ESP,GK,Levante,La Liga,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Luke Cundle,ENG,MF,Wolves,Premier League,18,2002,0,,,,,0,,,0,,6,,,,,,,,,,,
Matheus Cunha,BRA,FW,Hertha BSC,Bundesliga,21,1999,27,2149,80,70.2,23.9,25,84,17,2,30,0,1.00,32,40,-8,-0.34,-0.04,29.7,33.8,-4.2,-0.18,-0.14
Giuseppe Cuomo,ITA,DF,Crotone,Serie A,22,1998,13,801,62,23.4,8.9,8,85,5,5,25,16,0.92,8,18,-10,-1.12,+0.15,8.0,14.7,-6.7,-0.75,+0.16
Patrick Cutrone,ITA,FW,Wolves,Premier League,22,1998,2,25,13,0.7,0.3,0,,0,2,13,1,0.00,0,0,0,0.00,+0.42,0.5,0.0,+0.5,+1.91,+2.08
Patrick Cutrone,ITA,FW,Fiorentina,Serie A,22,1998,11,196,18,5.7,2.2,0,,0,11,18,2,0.91,2,6,-4,-1.84,-1.61,2.6,3.9,-1.3,-0.61,-0.37
Patrick Cutrone,ITA,FW,Valencia,La Liga,22,1998,7,108,15,3.2,1.2,0,,0,7,15,5,0.29,0,1,-1,-0.83,-0.78,1.2,2.5,-1.3,-1.05,-0.81
Wylan Cyprien,FRA,MF,Parma,Serie A,25,1995,13,410,32,12.0,4.6,2,90,2,11,21,10,0.38,2,16,-14,-3.07,-2.18,4.4,10.1,-5.7,-1.26,-0.79
Rafael Czichos,GER,DF,Köln,Bundesliga,30,1990,28,2259,81,73.8,25.1,26,84,21,2,44,0,0.96,27,39,-12,-0.48,+0.76,30.9,36.6,-5.7,-0.23,+0.95
Lennart-Marten Czyborra,GER,DF,Genoa,Serie A,21,1999,17,1173,69,34.3,13.0,15,74,9,2,30,15,1.47,12,13,-1,-0.08,+0.32,11.6,16.4,-4.8,-0.37,+0.11
Szymon Czyż,POL,MF,Lazio,Serie A,19,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
Giuseppe D'Agostino,ITA,FW,Napoli,Serie A,17,2003,0,,,,,0,,0,0,,8,,,,,,,,,,,
Francesco D'Alterio,ITA,GK,Crotone,Serie A,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,31,1988,19,699,37,20.4,7.8,7,86,6,12,8,13,2.47,23,11,+12,+1.55,+0.16,17.8,13.5,+4.3,+0.55,-0.48
Giovanni D'Aprile,ITA,DF,Crotone,Serie A,15,2005,0,,,,,0,,0,0,,8,,,,,,,,,,,
Cosimo Marco Da Graca,ITA,FW,Juventus,Serie A,18,2002,0,,,,,0,,0,0,,7,,,,,,,,,,,
Jacopo Da Riva,ITA,MF,Atalanta,Serie A,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Damien Da Silva,FRA,DF,Rennes,Ligue 1,32,1988,30,2661,89,77.8,29.6,30,89,26,0,,3,1.57,39,32,+7,+0.24,-0.36,38.6,30.0,+8.6,+0.29,+0.13
Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,28,1992,22,999,45,32.6,11.1,11,75,2,11,16,7,1.18,17,12,+5,+0.45,+0.76,17.6,16.4,+1.1,+0.10,+0.22
Bryan Dabo,BFA,MF,Benevento,Serie A,28,1992,25,1117,45,32.7,12.4,12,73,3,13,19,9,0.92,14,31,-17,-1.37,-0.67,17.4,25.4,-8.0,-0.64,-0.02
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,21,1998,25,1357,54,39.7,15.1,15,78,7,10,19,7,2.16,38,9,+29,+1.92,+0.66,34.9,18.3,+16.7,+1.11,-0.14
Finn Dahmen,GER,GK,Mainz 05,Bundesliga,22,1998,3,270,90,8.8,3.0,3,90,3,0,,31,1.00,6,10,-4,-1.33,-0.91,5.5,6.8,-1.3,-0.43,-0.35
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,24,1996,21,1258,60,41.1,14.0,15,74,5,6,24,11,2.14,34,13,+21,+1.50,+1.10,25.3,15.3,+10.0,+0.71,-0.20
Leon Dajaku,GER,FW,Union Berlin,Bundesliga,19,2001,2,37,19,1.2,0.4,0,,0,2,19,4,0.50,0,1,-1,-2.43,-2.67,0.3,1.2,-0.8,-2.06,-2.21
Vontae Daley Campbell,ENG,DF,Leicester City,Premier League,19,2001,0,,,,,0,,,0,,10,,,,,,,,,,,
Stuart Dallas,NIR,DF,Leeds United,Premier League,29,1991,38,3409,90,99.7,37.9,38,90,36,0,,0,1.55,62,53,+9,+0.24,+8.42,57.4,62.0,-4.6,-0.12,+6.74
Christian Dalle Mura,ITA,DF,Fiorentina,Serie A,18,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Diogo Dalot,POR,DF,Milan,Serie A,21,1999,21,1090,52,31.9,12.1,10,89,9,11,18,14,2.10,21,13,+8,+0.66,-0.31,18.7,15.8,+2.9,+0.24,-0.66
Mikkel Damsgaard,DEN,MF,Sampdoria,Serie A,20,2000,35,1773,51,51.8,19.7,18,75,3,17,24,2,1.37,26,32,-6,-0.30,-0.52,23.9,33.4,-9.4,-0.48,-0.44
Flavius Daniliuc,AUT,DF,Nice,Ligue 1,19,2001,23,1477,64,43.2,16.4,15,84,10,8,27,14,1.48,19,20,-1,-0.06,+0.03,22.2,22.4,-0.2,-0.01,+0.22
Danilo,BRA,DF,Juventus,Serie A,29,1991,34,2916,86,85.3,32.4,32,88,28,2,52,3,2.15,69,30,+39,+1.20,+1.20,64.0,33.1,+31.0,+0.96,+0.09
Scott Dann,ENG,DF,Crystal Palace,Premier League,33,1987,15,1350,90,39.5,15.0,15,90,15,0,,15,1.07,13,24,-11,-0.73,-0.12,14.8,21.8,-7.0,-0.46,+0.32
Tiago Dantas,POR,MF,Bayern Munich,Bundesliga,19,2000,2,69,35,2.3,0.8,1,65,0,1,4,10,2.00,0,0,0,0.00,-1.65,0.3,0.6,-0.3,-0.36,-1.42
Dante,BRA,DF,Nice,Ligue 1,36,1983,9,774,86,22.6,8.6,9,86,8,0,,0,1.89,13,10,+3,+0.35,+0.55,10.5,11.3,-0.7,-0.09,+0.06
Andrea Danzi,ITA,MF,Hellas Verona,Serie A,21,1999,2,104,52,3.0,1.2,1,90,1,1,14,11,3.00,0,0,0,0.00,+0.05,1.3,1.9,-0.6,-0.49,-0.32
Ebrima Darboe,GAM,MF,Roma,Serie A,19,2001,5,323,65,9.4,3.6,4,79,1,1,8,7,1.40,8,4,+4,+1.11,+0.94,4.9,5.7,-0.8,-0.22,-0.75
Márton Dárdai,GER,DF,Hertha BSC,Bundesliga,18,2002,12,821,68,26.8,9.1,9,86,7,3,15,11,1.17,8,12,-4,-0.44,-0.16,10.7,11.2,-0.5,-0.05,+0.11
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,29,1990,27,1903,70,62.2,21.1,24,77,9,3,17,3,1.00,24,36,-12,-0.57,-0.65,26.7,31.0,-4.3,-0.20,-0.18
Karl Darlow,ENG,GK,Newcastle Utd,Premier League,29,1990,25,2250,90,65.8,25.0,25,90,25,0,,6,1.00,26,43,-17,-0.68,-0.76,23.4,36.0,-12.6,-0.50,-0.48
Matteo Darmian,ITA,DF,Parma,Serie A,30,1989,3,208,69,6.1,2.3,2,90,2,1,28,0,1.00,1,6,-5,-2.16,-1.07,1.5,3.9,-2.4,-1.04,-0.51
Matteo Darmian,ITA,DF,Inter,Serie A,30,1989,26,1160,45,33.9,12.9,14,72,2,12,13,8,2.58,21,11,+10,+0.78,-0.98,18.7,12.0,+6.7,+0.52,-0.63
Jonathan David,CAN,FW,Lille,Ligue 1,20,2000,37,2354,64,68.8,26.2,29,76,7,8,18,0,2.16,48,12,+36,+1.38,+0.95,36.0,14.5,+21.5,+0.82,+0.67
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,19,2000,23,1763,77,57.6,19.6,22,80,16,1,1,4,2.22,55,32,+23,+1.17,-1.05,48.1,24.1,+24.0,+1.22,+0.47
Ben Davies,ENG,DF,Liverpool,Premier League,24,1995,0,,,,,0,,,0,,4,,,,,,,,,,,
Ben Davies,WAL,DF,Tottenham,Premier League,27,1993,20,1346,67,39.4,15.0,14,90,14,6,14,9,1.70,21,16,+5,+0.33,-0.45,18.6,19.7,-1.1,-0.07,-0.34
Tom Davies,ENG,MF,Everton,Premier League,22,1998,25,1423,57,41.6,15.8,17,79,8,8,9,10,1.76,18,23,-5,-0.32,-0.50,17.8,24.5,-6.7,-0.42,-0.51
Keinan Davis,ENG,FW,Aston Villa,Premier League,22,1998,15,277,18,8.1,3.1,1,90,1,14,13,18,0.93,5,1,+4,+1.30,+1.16,4.9,2.5,+2.4,+0.77,+0.83
Leif Davis,ENG,DF,Leeds United,Premier League,20,2000,2,33,17,1.0,0.4,0,,0,2,17,23,0.50,1,0,+1,+2.73,+2.54,0.7,1.7,-1.0,-2.76,-2.64
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,25,1995,30,1860,62,54.4,20.7,22,75,13,8,25,2,1.10,20,28,-8,-0.39,-0.73,24.3,26.1,-1.8,-0.09,+0.21
Craig Dawson,ENG,DF,West Ham,Premier League,30,1990,22,1925,88,56.3,21.4,22,88,21,0,,4,1.95,37,23,+14,+0.65,+0.59,32.7,23.9,+8.8,+0.41,+0.61
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,29,1991,25,1997,80,58.4,22.2,23,85,17,2,17,4,2.24,45,17,+28,+1.26,-0.19,41.8,19.5,+22.3,+1.00,-0.24
Konrad De La Fuente,USA,FW,Barcelona,La Liga,19,2001,0,,,,,0,,0,0,,18,,,,,,,,,,,
Sebastien De Maio,FRA,DF,Udinese,Serie A,33,1987,15,853,57,24.9,9.5,9,86,7,6,14,18,1.13,9,15,-6,-0.63,-0.28,12.3,10.6,+1.7,+0.18,+0.56
Davide De Marino,ITA,DF,Juventus,Serie A,20,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
Rodrigo De Paul,ARG,MF,Udinese,Serie A,26,1994,36,3201,89,93.6,35.6,36,89,33,0,,0,1.03,39,56,-17,-0.48,-0.89,39.0,48.7,-9.7,-0.27,-0.51
Mattia De Sciglio,ITA,DF,Lyon,Ligue 1,27,1992,29,1467,51,42.9,16.3,14,80,8,15,23,0,2.14,33,21,+12,+0.74,-0.46,32.3,20.6,+11.7,+0.72,-0.65
Mattia De Sciglio,ITA,DF,Juventus,Serie A,27,1992,1,24,24,0.7,0.3,0,,0,1,24,1,3.00,2,0,+2,+7.50,+6.52,1.3,0.4,+0.9,+3.53,+2.61
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,32,1988,29,2143,74,62.7,23.8,25,80,16,4,38,7,1.07,31,42,-11,-0.46,-0.25,32.8,39.6,-6.8,-0.29,+0.04
Thibault De Smet,BEL,DF,Reims,Ligue 1,22,1998,8,496,62,14.5,5.5,6,78,2,2,15,28,0.88,8,7,+1,+0.18,+0.46,6.8,9.4,-2.6,-0.47,+0.31
Lucas Deaux,FRA,MF,Nîmes,Ligue 1,31,1988,25,1754,70,51.3,19.5,19,85,14,6,23,1,0.88,20,42,-22,-1.13,-0.64,21.3,35.1,-13.8,-0.71,-0.18
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,35,1985,26,2103,81,61.5,23.4,25,82,20,1,45,0,1.50,31,24,+7,+0.30,+1.60,33.3,26.1,+7.2,+0.31,+0.82
Valentin Decarpentrie,FRA,FW,Monaco,Ligue 1,18,2002,0,,,,,0,,,0,,1,,,,,,,,,,,
Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,29,1991,28,1336,48,39.1,14.8,14,65,1,14,30,1,1.57,30,22,+8,+0.54,+0.54,23.7,18.0,+5.7,+0.39,+0.46
Alessandro Deiola,ITA,MF,Spezia,Serie A,24,1995,12,360,30,10.5,4.0,4,58,0,8,16,6,0.92,3,6,-3,-0.75,-0.25,4.0,10.3,-6.3,-1.59,-1.11
Alessandro Deiola,ITA,MF,Cagliari,Serie A,24,1995,12,615,51,18.0,6.8,7,77,1,5,15,5,1.58,6,6,0,0.00,+0.51,7.4,10.1,-2.7,-0.40,+0.09
Romain Del Castillo,FRA,MF,Rennes,Ligue 1,24,1996,26,652,25,19.1,7.2,5,60,0,21,17,6,1.46,14,8,+6,+0.83,+0.63,11.4,4.9,+6.5,+0.89,+0.78
Lorenzo Del Pinto,ITA,MF,Benevento,Serie A,30,1990,1,11,11,0.3,0.1,0,,0,1,11,10,0.00,0,1,-1,-8.18,-7.28,0.0,0.4,-0.4,-3.48,-2.86
Isaias Del Pupo,ARG,MF,Cagliari,Serie A,17,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Thomas Delaine,FRA,DF,Metz,Ligue 1,28,1992,24,1779,74,52.0,19.8,19,85,13,5,34,11,1.00,18,25,-7,-0.35,-0.52,20.6,28.9,-8.2,-0.42,-0.42
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,28,1991,20,1286,64,42.0,14.3,14,79,7,6,30,6,2.15,32,19,+13,+0.91,+0.10,25.0,18.7,+6.3,+0.44,-0.68
Liam Delap,ENG,FW,Manchester City,Premier League,17,2003,1,40,40,1.2,0.4,0,,0,1,40,5,0.00,1,4,-3,-6.75,-8.19,0.5,1.8,-1.3,-2.89,-4.05
Jonathan Delaplace,FRA,DF,Lorient,Ligue 1,34,1986,18,906,50,26.5,10.1,9,83,6,9,18,3,1.17,12,17,-5,-0.50,-0.03,13.3,14.1,-0.8,-0.08,+0.04
Sacha Delaye,FRA,MF,Montpellier,Ligue 1,18,2002,1,7,7,0.2,0.1,0,,0,1,7,0,3.00,0,0,0,0.00,+0.05,0.1,0.0,0.0,+0.55,+1.02
Paul Delecroix,FRA,GK,Metz,Ligue 1,31,1988,0,,,,,0,,,0,,1,,,,,,,,,,,
Fran Delgado,ESP,DF,Betis,La Liga,19,2001,0,,,,,0,,0,0,,10,,,,,,,,,,,
Cristian Dell'Orco,ITA,DF,Spezia,Serie A,26,1994,8,262,33,7.7,2.9,2,72,0,6,20,12,0.88,4,9,-5,-1.72,-1.29,2.7,7.6,-4.9,-1.70,-1.19
Andy Delort,ALG,FW,Montpellier,Ligue 1,28,1991,30,2482,83,72.6,27.6,30,83,18,0,,0,1.60,49,43,+6,+0.22,+0.99,34.8,43.4,-8.7,-0.31,+0.56
Fabian Delph,ENG,MF,Everton,Premier League,30,1989,8,266,33,7.8,3.0,2,59,1,6,25,7,1.25,3,6,-3,-1.02,-1.07,2.8,4.7,-1.9,-0.64,-0.55
Moussa Dembélé,FRA,FW,Atlético Madrid,La Liga,24,1996,5,100,20,2.9,1.1,0,,0,5,20,12,2.00,4,1,+3,+2.70,+1.64,3.3,0.8,+2.5,+2.22,+1.76
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,24,1996,16,677,42,19.8,7.5,6,77,3,10,22,0,2.06,9,5,+4,+0.53,-0.58,18.0,4.1,+13.9,+1.85,+0.95
Ousmane Dembélé,FRA,FW,Barcelona,La Liga,23,1997,30,1774,59,51.9,19.7,19,78,5,11,27,3,1.97,41,19,+22,+1.12,-0.25,38.7,19.0,+19.7,+1.00,-0.08
Merih Demiral,TUR,DF,Juventus,Serie A,22,1998,15,940,63,27.5,10.4,10,90,10,5,8,11,2.47,24,8,+16,+1.53,+0.70,23.6,9.9,+13.7,+1.31,+0.50
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,27,1993,29,1744,60,57.0,19.4,20,78,10,9,21,3,1.38,22,19,+3,+0.15,-0.60,24.7,21.3,+3.4,+0.18,-0.06
Ermedin Demirović,BIH,FW,Freiburg,Bundesliga,22,1998,30,1498,50,49.0,16.6,19,70,0,11,15,2,1.40,32,25,+7,+0.42,+0.82,22.7,25.4,-2.7,-0.16,+0.12
Diego Demme,GER,MF,Napoli,Serie A,28,1991,24,1590,66,46.5,17.7,20,78,10,4,8,9,2.17,36,13,+23,+1.30,+0.22,25.7,17.3,+8.4,+0.47,-0.38
Jason Denayer,BEL,DF,Lyon,Ligue 1,25,1995,31,2614,84,76.4,29.0,31,84,26,0,,2,2.03,58,33,+25,+0.86,-0.59,64.2,31.6,+32.6,+1.12,+0.14
Leander Dendoncker,BEL,MF,Wolves,Premier League,25,1995,33,2503,76,73.2,27.8,28,87,25,5,14,1,1.30,25,33,-8,-0.29,+0.50,30.4,33.9,-3.5,-0.12,+0.12
Kevin Denkey,TOG,FW,Nîmes,Ligue 1,19,2000,10,524,52,15.3,5.8,6,68,2,4,30,4,1.00,10,8,+2,+0.34,+1.37,7.5,9.5,-2.0,-0.34,+0.33
Emmanuel Dennis,NGA,FW,Köln,Bundesliga,22,1997,9,474,53,15.5,5.3,6,72,2,3,13,3,0.78,6,9,-3,-0.57,+0.13,5.2,7.6,-2.4,-0.46,+0.02
Stefano Denswil,NED,DF,Bologna,Serie A,27,1993,5,115,23,3.4,1.3,1,69,0,4,12,8,1.20,2,1,+1,+0.78,+1.19,2.5,1.7,+0.8,+0.63,+0.96
Fabio Depaoli,ITA,DF,Benevento,Serie A,23,1997,15,1120,75,32.7,12.4,14,79,9,1,18,0,0.40,12,27,-15,-1.21,-0.42,10.8,22.3,-11.5,-0.92,-0.44
Fabio Depaoli,ITA,MF,Sampdoria,Serie A,23,1997,2,77,39,2.3,0.9,1,45,0,1,32,0,0.00,0,3,-3,-3.51,-3.53,0.5,1.3,-0.8,-0.95,-0.69
Fabio Depaoli,ITA,DF,Atalanta,Serie A,23,1997,5,191,38,5.6,2.1,3,58,1,2,9,12,1.40,1,6,-5,-2.36,-3.69,2.7,3.4,-0.7,-0.34,-1.34
