Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Koke,ESP,MF,Atlético Madrid,La Liga,28,1992,33.6,9,0,0,47,48,0,19,38,53,0,0,0,337,22,26,45.8
Aleksandr Kokorin,RUS,FW,Fiorentina,Serie A,29,1991,1.0,1,0,0,1,0,0,0,1,0,0,0,0,6,0,1,0.0
Aleksandar Kolarov,SRB,DF,Inter,Serie A,34,1985,4.3,0,0,0,4,4,0,8,2,5,0,1,0,63,13,5,72.2
Sead Kolašinac,BIH,DF,Arsenal,Premier League,27,1993,1.0,0,0,0,1,2,0,0,0,0,0,0,0,12,1,1,50.0
Sead Kolašinac,BIH,DF,Schalke 04,Bundesliga,27,1993,15.8,5,0,0,16,14,2,22,36,14,0,1,0,130,14,25,35.9
Randal Kolo Muani,FRA,FW,Nantes,Ligue 1,21,1998,33.7,3,0,0,64,74,22,35,19,20,4,0,0,171,69,150,31.5
Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,28,1991,22.6,4,1,0,29,6,0,8,38,21,0,0,0,245,54,35,60.7
Ghislain Konan,CIV,DF,Reims,Ligue 1,24,1995,29.0,5,0,0,27,26,3,43,32,40,0,2,0,230,27,31,46.6
Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,21,1999,7.7,2,0,0,14,17,0,0,10,5,0,1,0,74,30,10,75.0
Moussa Konaté,SEN,FW,Dijon,Ligue 1,27,1993,13.3,4,0,0,23,27,12,4,6,2,0,0,0,47,27,51,34.6
Geoffrey Kondogbia,CTA,MF,Atlético Madrid,La Liga,27,1993,6.8,4,0,0,17,17,0,0,9,20,0,0,0,87,7,8,46.7
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,27,1993,4.9,1,0,0,9,10,0,1,4,10,0,0,0,41,5,6,45.5
Lamine Koné,CIV,DF,Strasbourg,Ligue 1,31,1989,11.6,3,0,0,9,9,0,2,7,7,0,1,0,104,26,16,61.9
Moussa Koné,SEN,FW,Nîmes,Ligue 1,23,1996,19.5,2,0,0,22,43,16,5,8,10,0,0,0,78,16,77,17.2
Youssouf Koné,MLI,DF,Elche,La Liga,25,1995,0.8,0,0,0,1,2,1,1,1,0,0,0,0,5,0,1,0.0
Terence Kongolo,NED,DF,Fulham,Premier League,26,1994,1.0,0,0,0,1,1,0,1,0,4,0,0,0,8,2,3,40.0
Ezri Konsa,ENG,DF,Aston Villa,Premier League,22,1997,35.5,3,0,0,22,57,1,2,27,22,0,1,0,289,90,62,59.2
Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,34,1985,24.6,3,0,0,12,23,2,0,40,18,1,0,0,242,61,37,62.2
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,27,1992,28.2,4,0,0,22,25,4,221,31,34,0,0,0,236,20,22,47.6
Márk Kosznovszky,HUN,MF,Parma,Serie A,18,2002,1.0,0,0,0,2,0,0,0,3,0,0,0,0,8,0,0,
Christian Kouamé,CIV,FW,Fiorentina,Serie A,22,1997,11.1,4,0,0,25,35,5,7,4,11,0,0,0,53,47,50,48.5
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,29,1991,24.5,10,1,1,30,12,0,6,30,29,0,0,0,218,45,34,57.0
Jules Koundé,FRA,DF,Sevilla,La Liga,21,1998,33.1,4,0,0,27,29,3,14,42,23,0,2,0,312,118,67,63.8
Boubakar Kouyaté,MLI,DF,Metz,Ligue 1,23,1997,21.8,10,0,0,43,28,4,0,50,36,0,2,0,167,111,39,74.0
Cheikhou Kouyaté,SEN,DF,Crystal Palace,Premier League,30,1989,34.7,4,0,0,43,20,0,4,38,36,0,0,0,310,94,51,64.8
Mateo Kovačić,CRO,MF,Chelsea,Premier League,26,1994,20.2,4,0,0,21,55,0,6,22,36,0,0,0,158,11,10,52.4
Viktor Kovalenko,UKR,FW,Atalanta,Serie A,24,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,25,1994,14.3,4,0,0,17,9,1,12,21,16,0,0,0,104,22,22,50.0
Andrej Kramarić,CRO,FW,Hoffenheim,Bundesliga,29,1991,26.4,2,0,0,5,44,9,60,12,5,0,0,0,149,6,20,23.1
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,29,1991,22.6,5,0,0,38,25,0,5,36,39,0,0,0,272,28,31,47.5
Jean-Philippe Krasso,CIV,FW,Saint-Étienne,Ligue 1,23,1997,2.5,0,0,0,2,3,5,3,3,3,0,0,0,11,2,5,28.6
Toni Kroos,GER,MF,Real Madrid,La Liga,30,1990,23.5,6,0,0,34,38,1,40,22,25,0,0,0,154,17,9,65.4
Filip Krovinović,CRO,MF,West Brom,Premier League,24,1995,6.1,0,0,0,10,11,0,5,2,10,0,0,0,70,8,13,38.1
Rade Krunić,BIH,MF,Milan,Serie A,26,1993,8.0,3,0,0,13,22,2,2,4,14,0,1,0,61,10,14,41.7
Max Kruse,GER,FW,Union Berlin,Bundesliga,32,1988,18.1,0,0,0,6,14,8,29,5,4,0,0,0,102,18,38,32.1
Lukas Kübler,GER,DF,Freiburg,Bundesliga,27,1992,9.8,2,0,0,19,12,1,18,17,13,0,2,0,94,24,11,68.6
Takefusa Kubo,JPN,MF,Getafe,La Liga,19,2001,8.9,2,0,0,20,24,4,16,12,5,0,0,0,58,5,21,19.2
Takefusa Kubo,JPN,MF,Villarreal,La Liga,19,2001,3.3,2,1,1,3,12,0,10,2,3,0,0,0,25,1,3,25.0
Juraj Kucka,SVK,MF,Parma,Serie A,33,1987,25.9,8,0,0,69,81,4,14,27,42,0,0,0,183,86,57,60.1
Kuki,ESP,MF,Valladolid,La Liga,22,1998,0.3,0,0,0,1,0,0,1,0,1,0,0,0,3,1,1,50.0
Dejan Kulusevski,SWE,MF,Juventus,Serie A,20,2000,21.4,7,0,0,47,35,5,45,12,25,0,0,0,141,12,38,24.0
Marash Kumbulla,ALB,DF,Roma,Serie A,20,2000,15.1,8,0,0,28,18,0,1,15,10,0,0,0,99,32,14,69.6
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,25,1995,5.7,1,0,0,12,9,1,3,7,6,0,0,0,74,1,3,25.0
Fabian Kunze,GER,MF,Arminia,Bundesliga,22,1998,14.1,6,0,0,39,30,0,3,15,27,0,0,0,187,48,15,76.2
Jasmin Kurtić,SVN,MF,Parma,Serie A,31,1989,30.4,5,0,0,56,41,3,48,33,34,0,0,0,238,36,28,56.3
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,27,1992,14.2,4,1,0,32,8,1,39,27,16,1,0,0,137,29,15,65.9
Dereck Kutesa,SUI,MF,Reims,Ligue 1,22,1997,7.6,2,0,0,15,17,5,14,6,9,0,0,0,27,8,9,47.1
Ahmed Kutucu,TUR,FW,Schalke 04,Bundesliga,20,2000,1.2,1,0,0,3,1,0,2,0,0,0,0,0,4,5,6,45.5
Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,23,1997,11.5,4,0,0,16,18,0,14,26,14,0,0,0,112,23,13,63.9
Giorgos Kyriakopoulos,GRE,DF,Sassuolo,Serie A,24,1996,16.2,3,1,1,19,8,3,49,14,26,0,0,0,121,20,23,46.5
Antonino La Gumina,ITA,FW,Sampdoria,Serie A,24,1996,3.8,0,0,0,5,6,2,4,4,3,0,0,0,13,11,30,26.8
Gaëtan Laborde,FRA,FW,Montpellier,Ligue 1,26,1994,36.2,3,0,0,69,34,6,54,16,33,0,0,0,214,130,124,51.2
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,29,1991,21.4,3,0,0,41,68,10,4,14,19,1,0,0,99,30,61,33.0
Tom Lacoux,FRA,MF,Bordeaux,Ligue 1,18,2002,5.8,4,1,1,18,1,0,2,12,14,0,0,0,59,4,5,44.4
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,20,2000,28.8,5,0,0,29,31,1,7,76,34,0,0,0,344,71,63,53.0
Alban Lafont,FRA,GK,Nantes,Ligue 1,21,1999,38.0,2,0,0,1,10,0,0,0,0,0,1,0,186,0,1,0.0
Víctor Laguardia,ESP,DF,Alavés,La Liga,30,1989,29.2,5,1,0,28,10,1,3,26,16,0,0,0,234,65,36,64.4
Konrad Laimer,AUT,DF,RB Leipzig,Bundesliga,23,1997,0.9,0,0,0,4,2,1,1,1,2,0,0,0,12,2,1,66.7
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,27,1992,30.8,2,0,0,31,26,1,83,40,39,1,2,0,208,40,33,54.8
Diego Lainez,MEX,FW,Betis,La Liga,20,2000,9.6,5,0,0,17,26,2,19,16,9,0,0,0,64,10,8,55.6
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,28,1991,20.4,1,0,0,20,15,1,62,13,15,0,0,0,160,18,22,45.0
Adam Lallana,ENG,MF,Brighton,Premier League,32,1988,17.7,0,0,0,23,26,3,17,16,26,0,1,0,158,13,32,28.9
Érik Lamela,ARG,FW,Tottenham,Premier League,28,1992,8.0,6,1,1,27,16,0,9,4,11,0,0,0,48,5,17,22.7
Sam Lammers,NED,FW,Atalanta,Serie A,23,1997,3.2,0,0,0,5,6,2,1,0,3,0,0,0,19,10,12,45.5
Tariq Lamptey,GHA,DF,Brighton,Premier League,19,2000,9.8,4,1,1,21,32,1,30,13,10,2,1,0,83,5,12,29.4
Loïck Landre,FRA,DF,Nîmes,Ligue 1,28,1992,18.1,2,1,0,16,13,0,0,24,15,0,2,0,113,35,27,56.5
Michael Langer,AUT,GK,Schalke 04,Bundesliga,35,1985,2.7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
Manuel Lanzini,ARG,MF,West Ham,Premier League,27,1993,6.3,1,0,0,7,11,2,2,6,6,0,0,0,67,1,9,10.0
Gianluca Lapadula,PER,FW,Benevento,Serie A,30,1990,28.5,2,0,0,59,75,34,17,7,20,3,0,0,112,40,98,29.0
Aymeric Laporte,ESP,DF,Manchester City,Premier League,26,1994,14.9,1,0,0,9,11,2,0,8,6,0,1,0,139,46,18,71.9
Julien Laporte,FRA,DF,Lorient,Ligue 1,26,1993,29.5,8,1,1,31,23,0,0,48,40,1,3,0,254,92,39,70.2
Danilo Larangeira,BRA,DF,Bologna,Serie A,36,1984,34.8,8,0,0,42,19,1,3,42,21,0,2,0,335,94,66,58.8
Gautier Larsonneur,FRA,GK,Brest,Ligue 1,23,1997,35.0,2,0,0,1,6,0,0,1,0,0,1,0,174,0,0,
Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,27,1992,14.1,0,0,0,34,24,23,8,4,1,0,0,0,51,25,62,28.7
Kevin Lasagna,ITA,FW,Udinese,Serie A,27,1992,12.3,1,0,0,22,14,9,10,7,3,0,0,0,54,19,38,33.3
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,26,1993,18.1,4,0,0,20,9,0,1,15,12,0,0,0,142,53,20,72.6
Paul Lasne,FRA,MF,Brest,Ligue 1,31,1989,18.7,4,1,0,28,17,1,4,34,36,0,1,0,179,24,21,53.3
Toni Lato,ESP,DF,Valencia,La Liga,22,1997,8.1,3,0,0,14,6,1,7,11,6,0,1,1,67,14,8,63.6
Danny Latza,GER,MF,Mainz 05,Bundesliga,30,1989,20.0,8,0,0,40,31,1,16,27,31,0,0,0,228,27,38,41.5
Armand Lauriente,FRA,FW,Lorient,Ligue 1,21,1998,18.0,4,0,0,26,39,8,42,14,17,1,0,0,103,7,21,25.0
Vincent Laurini,FRA,DF,Parma,Serie A,31,1989,9.7,1,0,0,14,17,0,21,15,13,0,0,0,64,7,12,36.8
Lauti,URU,MF,Celta Vigo,La Liga,19,2001,0.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0
Wesley Lautoa,NCL,MF,Dijon,Ligue 1,32,1987,17.9,4,0,0,50,18,0,2,29,28,0,0,1,163,21,14,60.0
Valentino Lazaro,AUT,DF,M'Gladbach,Bundesliga,24,1996,13.8,3,0,0,8,12,3,26,18,9,0,0,0,105,17,20,45.9
Darko Lazović,SRB,DF,Hellas Verona,Serie A,29,1990,27.8,3,0,0,13,4,10,96,20,20,0,0,0,229,26,26,50.0
Manuel Lazzari,ITA,DF,Lazio,Serie A,26,1993,29.0,2,1,0,32,61,2,91,24,15,0,0,1,167,16,22,42.1
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,22,1998,9.1,0,0,0,18,17,1,11,6,6,1,0,0,68,29,25,53.7
Enzo Le Fée,FRA,MF,Lorient,Ligue 1,20,2000,20.2,6,0,0,23,46,1,21,27,36,0,0,0,146,2,21,8.7
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,30,1989,25.6,0,0,0,19,12,1,57,39,23,0,0,0,177,24,35,40.7
Maxime Le Marchand,FRA,DF,Fulham,Premier League,30,1989,1.4,2,0,0,3,1,0,0,0,1,0,0,0,11,4,3,57.1
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,23,1996,30.5,5,1,0,41,18,2,3,34,21,1,1,0,323,140,62,69.3
Damien Le Tallec,FRA,MF,Montpellier,Ligue 1,30,1990,13.6,3,1,0,21,8,0,0,23,7,0,0,1,123,33,23,58.9
James Lea Siliki,CMR,MF,Rennes,Ligue 1,24,1996,2.8,0,0,0,3,1,0,5,0,4,0,0,0,23,2,2,50.0
Rafael Leão,POR,FW,Milan,Serie A,21,1999,21.4,5,0,0,31,23,4,35,5,9,1,0,0,79,49,57,46.2
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,34,1985,36.8,2,0,0,1,11,0,0,0,0,0,1,0,150,0,0,
Mathew Leckie,AUS,FW,Hertha BSC,Bundesliga,29,1991,5.6,0,0,0,9,6,2,6,11,9,0,0,0,49,18,21,46.2
Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,29,1991,28.0,1,0,0,1,2,0,0,0,0,0,1,0,155,0,0,
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,27,1993,32.0,0,0,0,1,8,0,0,0,0,0,1,0,172,0,0,
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,27,1993,22.9,3,1,0,44,24,1,16,32,47,0,0,0,187,17,25,40.5
Lucas Leiva,BRA,MF,Lazio,Serie A,33,1987,23.7,10,0,0,56,26,1,7,45,45,0,0,0,320,53,44,54.6
Florian Lejeune,FRA,DF,Alavés,La Liga,29,1991,33.5,10,0,0,35,19,2,5,58,29,0,1,0,304,106,51,67.5
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,27,1993,7.2,1,0,0,19,5,2,22,6,8,0,0,0,68,3,9,25.0
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,24,1995,15.2,4,0,0,17,28,0,28,12,19,1,0,0,111,7,10,41.2
Mario Lemina,GAB,MF,Fulham,Premier League,26,1993,18.9,5,0,0,38,19,0,5,43,36,1,0,0,191,19,27,41.3
Fabien Lemoine,FRA,MF,Lorient,Ligue 1,33,1987,21.5,8,0,0,62,26,0,13,30,44,0,2,0,258,30,27,52.6
Clément Lenglet,FRA,DF,Barcelona,La Liga,25,1995,27.5,11,2,2,46,36,6,6,35,25,0,2,1,254,65,42,60.7
Bernd Leno,GER,GK,Arsenal,Premier League,28,1992,34.8,0,1,0,1,5,0,0,0,0,0,0,1,149,0,0,
Christopher Lenz,GER,DF,Union Berlin,Bundesliga,25,1994,25.0,3,0,0,35,20,2,72,33,40,0,0,0,262,40,35,53.3
Pedro León,ESP,MF,Eibar,La Liga,33,1986,10.4,2,0,0,10,9,4,41,5,7,0,0,0,68,19,16,54.3
Sergio León,ESP,FW,Levante,La Liga,31,1989,8.3,0,0,0,16,7,5,4,4,3,0,0,0,41,11,33,25.0
Lukas Lerager,DEN,MF,Genoa,Serie A,27,1993,12.9,0,0,0,20,22,3,2,13,20,0,0,0,136,10,14,41.7
Mehdi Léris,FRA,DF,Sampdoria,Serie A,22,1998,4.3,1,0,0,15,4,0,11,12,9,0,0,0,47,9,9,50.0
Khanya Leshabela,RSA,MF,Leicester City,Premier League,20,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Karlo Letica,CRO,GK,Sampdoria,Serie A,23,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Gaetano Letizia,ITA,DF,Benevento,Serie A,30,1990,17.4,2,0,0,15,24,0,61,22,27,0,0,0,155,12,7,63.2
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,31,1988,27.3,4,0,0,41,35,21,22,7,13,2,0,0,116,54,57,48.6
Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,22,1998,20.4,4,0,0,26,18,1,32,20,26,0,1,0,153,14,18,43.8
Aaron Leya Iseka,BEL,FW,Metz,Ligue 1,22,1997,11.2,4,0,0,28,13,2,4,2,5,0,0,0,31,27,47,36.5
Yanis Lhery,FRA,MF,Saint-Étienne,Ligue 1,17,2003,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,66.7
Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,32,1988,20.3,2,0,0,21,17,0,69,28,31,0,0,0,180,15,30,33.3
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,24,1996,33.3,4,0,0,17,37,3,1,44,15,0,0,0,292,68,48,58.6
Matthijs de Ligt,NED,DF,Juventus,Serie A,20,1999,24.7,4,0,0,45,26,1,5,28,19,0,0,0,218,65,30,68.4
Isaac Lihadji,FRA,MF,Lille,Ligue 1,18,2002,2.2,0,0,0,3,1,1,5,0,6,0,0,0,23,4,6,40.0
Dimitris Limnios,GRE,MF,Köln,Bundesliga,22,1998,4.2,0,0,0,7,12,1,9,1,5,0,0,0,28,3,6,33.3
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,26,1994,28.7,0,0,0,28,10,1,1,32,16,0,1,0,265,69,36,65.7
Karol Linetty,POL,MF,Torino,Serie A,25,1995,20.4,5,0,0,34,36,1,7,16,30,0,0,0,166,8,15,34.8
Jesse Lingard,ENG,MF,West Ham,Premier League,27,1992,15.8,3,0,0,24,35,6,23,7,10,2,0,0,88,0,6,0.0
Pol Lirola,ESP,DF,Fiorentina,Serie A,22,1997,5.5,3,0,0,4,4,1,20,5,5,0,0,0,39,4,5,44.4
Pol Lirola,ESP,DF,Marseille,Ligue 1,22,1997,17.3,3,0,0,14,19,0,57,31,15,0,0,0,138,18,11,62.1
Jake Livermore,ENG,MF,West Brom,Premier League,30,1989,13.8,2,1,0,36,7,0,4,19,19,0,0,1,143,18,19,48.6
Diego Llorente,ESP,DF,Leeds United,Premier League,26,1993,13.4,1,0,0,24,12,0,2,41,27,0,0,0,117,40,26,60.6
Diego Llorente,ESP,DF,Real Sociedad,La Liga,26,1993,1.0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,1,66.7
Fernando Llorente,ESP,FW,Udinese,Serie A,35,1985,7.9,2,0,0,21,17,3,1,4,2,0,0,0,37,47,33,58.8
Fernando Llorente,ESP,FW,Napoli,Serie A,35,1985,0.6,0,0,0,2,0,0,1,0,0,0,0,0,3,3,3,50.0
Marcos Llorente,ESP,MF,Atlético Madrid,La Liga,25,1995,32.8,6,0,0,70,51,6,72,31,44,0,1,0,237,25,38,39.7
Hugo Lloris,FRA,GK,Tottenham,Premier League,33,1986,38.0,0,0,0,0,6,0,0,0,0,0,0,0,152,0,0,
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,24,1996,10.5,5,0,0,24,21,0,3,8,23,0,0,0,105,11,18,37.9
Stanislav Lobotka,SVK,MF,Napoli,Serie A,25,1994,1.7,2,0,0,5,5,0,0,1,1,0,0,0,15,2,2,50.0
Manuel Locatelli,ITA,MF,Sassuolo,Serie A,22,1998,32.0,9,0,0,57,63,1,34,43,52,1,1,0,326,53,44,54.6
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,22,1998,12.5,3,0,0,20,32,2,49,23,16,0,0,0,105,10,12,45.5
Ruben Loftus-Cheek,ENG,MF,Fulham,Premier League,24,1996,21.2,3,0,0,36,60,3,13,23,22,1,0,0,134,43,81,34.7
Ruben Loftus-Cheek,ENG,FW,Chelsea,Premier League,24,1996,0.7,0,0,0,1,2,0,0,1,0,0,0,0,5,1,3,25.0
Niklas Lomb,GER,GK,Leverkusen,Bundesliga,27,1993,1.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
Kevin Long,IRL,DF,Burnley,Premier League,29,1990,7.1,2,0,0,10,3,0,1,4,8,0,0,0,88,22,21,51.2
Shane Long,IRL,FW,Southampton,Premier League,33,1987,2.3,0,0,0,8,6,3,0,2,0,0,0,0,18,15,14,51.7
Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,20,2000,4.2,0,0,0,4,5,0,3,6,3,0,0,0,44,6,5,54.5
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,22,1997,15.7,2,0,0,26,23,0,7,19,21,0,0,0,118,12,15,44.4
Ademola Lookman,NGA,FW,Fulham,Premier League,22,1997,30.5,5,0,0,55,67,12,64,25,29,0,0,0,200,7,36,16.3
Anthony Lopes,POR,GK,Lyon,Ligue 1,29,1990,38.0,2,0,0,2,8,0,0,0,0,0,2,2,192,0,0,
Rony Lopes,POR,FW,Nice,Ligue 1,24,1995,19.8,1,0,0,15,26,1,37,15,18,0,0,0,110,8,19,29.6
Adrián López,ESP,FW,Osasuna,La Liga,32,1988,5.3,0,0,0,5,4,4,7,1,4,0,0,0,34,16,30,34.8
Javi López,ESP,DF,Alavés,La Liga,18,2002,2.8,1,1,0,3,3,0,11,6,5,0,0,0,31,3,3,50.0
Maxime Lopez,FRA,FW,Marseille,Ligue 1,22,1997,1.5,1,0,0,4,1,0,1,1,0,0,0,0,6,1,3,25.0
Maxime Lopez,FRA,MF,Sassuolo,Serie A,22,1997,20.7,7,0,0,29,26,0,12,23,19,0,0,0,133,4,10,28.6
Pedro López Muñoz,ESP,DF,Huesca,La Liga,36,1983,11.9,2,0,0,19,18,3,38,10,22,0,0,0,98,17,12,58.6
Pau López,ESP,GK,Roma,Serie A,25,1994,20.2,0,0,0,0,1,0,0,0,0,0,0,0,97,0,0,
Roberto López,ESP,MF,Real Sociedad,La Liga,20,2000,5.6,0,0,0,5,5,1,14,3,2,0,0,0,47,7,11,38.9
Unai López,ESP,MF,Athletic Club,La Liga,24,1995,15.8,7,0,0,30,27,1,16,11,22,0,0,1,161,8,21,27.6
Dion Lopy,SEN,MF,Reims,Ligue 1,18,2002,2.8,0,0,0,1,2,0,1,4,1,0,0,0,15,2,1,66.7
Jordan Lotomba,SUI,DF,Nice,Ligue 1,21,1998,23.6,7,1,1,31,37,2,43,18,19,1,0,0,187,23,23,50.0
Adrien Louveau,FRA,DF,Lens,Ligue 1,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0
Imran Louza,MAR,MF,Nantes,Ligue 1,21,1999,26.4,4,1,0,39,48,3,30,46,34,0,0,0,273,24,36,40.0
Matteo Lovato,ITA,DF,Hellas Verona,Serie A,20,2000,15.4,5,0,0,24,11,0,3,19,18,0,1,0,187,56,33,62.9
Max Lowe,ENG,DF,Sheffield Utd,Premier League,23,1997,6.1,1,0,0,11,3,0,17,3,14,0,0,0,43,5,19,20.8
Eduard Löwen,GER,MF,Hertha BSC,Bundesliga,23,1997,0.9,0,0,0,2,0,0,3,1,4,0,0,0,16,0,1,0.0
Matthew Lowton,ENG,DF,Burnley,Premier League,31,1989,34.0,5,0,0,26,15,0,57,55,36,0,0,0,315,38,24,61.3
Anthony Lozano,HON,FW,Cádiz,La Liga,27,1993,16.9,5,0,0,52,37,11,18,3,10,0,0,0,65,57,83,40.7
Hirving Lozano,MEX,FW,Napoli,Serie A,25,1995,21.8,6,0,0,38,74,11,70,18,20,1,0,0,114,15,22,40.5
Jan Luca Schuler,GER,FW,Schalke 04,Bundesliga,21,1999,0.4,0,0,0,1,0,0,0,0,1,0,0,0,2,4,8,33.3
Jean Lucas,BRA,MF,Lyon,Ligue 1,22,1998,1.9,1,0,0,3,2,0,7,3,4,0,1,0,18,1,2,33.3
Jean Lucas,BRA,MF,Brest,Ligue 1,22,1998,11.2,4,1,1,17,23,0,8,17,14,0,0,0,97,10,15,40.0
Anderson Lucoqui,ANG,DF,Arminia,Bundesliga,23,1997,17.8,5,0,0,28,41,0,10,16,24,0,0,0,195,31,25,55.4
Jeison Lucumí,COL,FW,Elche,La Liga,25,1995,0.5,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,50.0
Kilian Ludewig,GER,DF,Schalke 04,Bundesliga,20,2000,5.8,1,0,0,10,3,2,7,4,5,0,0,0,48,5,7,41.7
Florentino Luís,POR,MF,Monaco,Ligue 1,20,1999,2.7,1,0,0,4,4,0,1,3,8,0,0,0,22,2,1,66.7
José Luis Gayà,ESP,DF,Valencia,La Liga,25,1995,31.6,6,0,0,35,36,12,96,35,35,0,2,0,259,28,41,40.6
José Luis Morales,ESP,FW,Levante,La Liga,33,1987,27.1,3,0,0,21,24,18,75,11,13,0,0,0,125,12,22,35.3
José Luis Palomino,ARG,DF,Atalanta,Serie A,30,1990,27.0,3,0,0,53,20,2,12,73,43,0,1,0,340,87,42,67.4
Luisinho,POR,DF,Huesca,La Liga,35,1985,2.0,1,0,0,1,4,0,1,1,0,0,0,0,16,2,1,66.7
Luismi,ESP,MF,Elche,La Liga,28,1992,1.9,0,0,0,6,1,0,1,3,4,0,1,0,17,1,0,100.0
David Luiz,BRA,DF,Arsenal,Premier League,33,1987,15.5,1,1,0,16,7,1,7,12,9,0,0,0,115,30,12,71.4
Douglas Luiz,BRA,MF,Aston Villa,Premier League,22,1998,30.9,10,1,1,68,55,0,13,33,43,0,2,0,375,40,43,48.2
Romelu Lukaku,BEL,FW,Inter,Serie A,27,1993,32.0,4,0,0,38,53,19,23,3,5,0,0,0,87,37,62,37.4
Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,22,1997,20.6,4,1,1,34,33,20,26,10,14,0,0,0,109,27,33,45.0
Saša Lukić,SRB,MF,Torino,Serie A,23,1996,23.4,4,0,0,50,44,2,25,15,28,1,0,0,175,26,56,31.7
Senad Lulić,BIH,DF,Lazio,Serie A,34,1986,8.0,1,0,0,14,4,2,23,9,10,0,0,0,56,11,3,78.6
John Lundstram,ENG,MF,Sheffield Utd,Premier League,26,1994,22.6,8,1,0,33,24,1,31,21,12,0,0,0,171,18,15,54.5
Sebastiano Luperto,ITA,DF,Crotone,Serie A,23,1996,20.9,5,1,1,32,19,0,0,18,19,0,0,0,164,28,25,52.8
Andreas Luthe,GER,GK,Union Berlin,Bundesliga,33,1987,30.8,1,0,0,1,3,0,0,0,0,0,1,0,141,0,0,
Lyanco,BRA,DF,Torino,Serie A,23,1997,21.8,8,0,0,26,18,0,5,50,11,0,1,0,237,43,29,59.7
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,26,1993,26.9,10,2,2,31,29,2,70,29,15,0,1,0,186,60,35,63.2
Yann M'Vila,FRA,MF,Saint-Étienne,Ligue 1,30,1990,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Alexis Mac Allister,ARG,MF,Brighton,Premier League,21,1998,12.4,1,0,0,22,20,0,7,11,18,0,0,0,102,10,24,29.4
Darwin Machís,VEN,FW,Granada,La Liga,27,1993,22.5,1,0,0,39,47,11,67,39,19,0,0,0,146,13,52,20.0
Tim Maciejewski,GER,MF,Union Berlin,Bundesliga,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luca Mack,GER,MF,Stuttgart,Bundesliga,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7
